Município;Setor;Porte;Empresas;Empregados;;Fonte dos dados: RAIS (2019)
Matos Costa;SERVIÇOS;Micro;1;1;;
Matos Costa;SERVIÇOS;Micro;1;5;;
Matos Costa;SERVIÇOS;Micro;1;2;;
Matos Costa;AGROPECUÁRIA;Pequena;1;10;;
Matos Costa;INDÚSTRIA;Pequena;1;75;;
Meleiro;SERVIÇOS;Grande;1;235;;
Meleiro;SERVIÇOS;Média;1;73;;
Meleiro;AGROPECUÁRIA;Micro;5;7;;
Meleiro;INDÚSTRIA;Micro;38;154;;
Meleiro;INDÚSTRIA;Micro;1;0;;
Meleiro;INDÚSTRIA;Micro;25;37;;
Meleiro;COMÉRCIO;Micro;87;181;;
Meleiro;TRANSPORTE;Micro;18;16;;
Meleiro;SERVIÇOS;Micro;9;14;;
Meleiro;SERVIÇOS;Micro;1;0;;
Meleiro;SERVIÇOS;Micro;2;9;;
Meleiro;SERVIÇOS;Micro;17;44;;
Meleiro;SERVIÇOS;Micro;11;22;;
Meleiro;SERVIÇOS;Micro;2;12;;
Meleiro;SERVIÇOS;Micro;3;10;;
Meleiro;SERVIÇOS;Micro;5;7;;
Meleiro;SERVIÇOS;Micro;1;6;;
Meleiro;SERVIÇOS;Micro;11;18;;
Meleiro;INDÚSTRIA;Pequena;4;247;;
Meleiro;COMÉRCIO;Pequena;6;84;;
Meleiro;TRANSPORTE;Pequena;3;88;;
Meleiro;SERVIÇOS;Pequena;1;19;;
Meleiro;SERVIÇOS;Pequena;1;11;;
Meleiro;SERVIÇOS;Pequena;1;19;;
Meleiro;SERVIÇOS;Pequena;1;12;;
Mirim Doce;SERVIÇOS;Grande;1;194;;
Mirim Doce;AGROPECUÁRIA;Micro;10;23;;
Mirim Doce;INDÚSTRIA;Micro;10;42;;
Mirim Doce;INDÚSTRIA;Micro;2;1;;
Mirim Doce;COMÉRCIO;Micro;16;43;;
Mirim Doce;TRANSPORTE;Micro;3;3;;
Mirim Doce;SERVIÇOS;Micro;3;1;;
Mirim Doce;SERVIÇOS;Micro;1;6;;
Mirim Doce;SERVIÇOS;Micro;1;3;;
Mirim Doce;SERVIÇOS;Micro;1;1;;
Mirim Doce;SERVIÇOS;Micro;1;5;;
Mirim Doce;SERVIÇOS;Micro;2;1;;
Mirim Doce;SERVIÇOS;Micro;2;2;;
Mirim Doce;SERVIÇOS;Micro;2;4;;
Mirim Doce;INDÚSTRIA;Pequena;5;214;;
Mirim Doce;TRANSPORTE;Pequena;1;15;;
Modelo;SERVIÇOS;Grande;1;164;;
Modelo;AGROPECUÁRIA;Micro;16;49;;
Modelo;INDÚSTRIA;Micro;23;99;;
Modelo;INDÚSTRIA;Micro;1;9;;
Modelo;INDÚSTRIA;Micro;1;2;;
Modelo;INDÚSTRIA;Micro;20;35;;
Modelo;COMÉRCIO;Micro;47;87;;
Modelo;TRANSPORTE;Micro;13;22;;
Modelo;SERVIÇOS;Micro;2;1;;
Modelo;SERVIÇOS;Micro;2;10;;
Modelo;SERVIÇOS;Micro;2;13;;
Modelo;SERVIÇOS;Micro;8;19;;
Modelo;SERVIÇOS;Micro;2;2;;
Modelo;SERVIÇOS;Micro;1;4;;
Modelo;SERVIÇOS;Micro;2;6;;
Modelo;SERVIÇOS;Micro;2;3;;
Modelo;SERVIÇOS;Micro;2;1;;
Modelo;SERVIÇOS;Micro;7;9;;
Modelo;INDÚSTRIA;Pequena;3;223;;
Modelo;INDÚSTRIA;Pequena;1;43;;
Modelo;INDÚSTRIA;Pequena;2;67;;
Modelo;COMÉRCIO;Pequena;2;27;;
Modelo;SERVIÇOS;Pequena;2;31;;
Mondaí;INDÚSTRIA;Grande;1;610;;
Mondaí;SERVIÇOS;Grande;1;270;;
Mondaí;INDÚSTRIA;Média;2;621;;
Mondaí;AGROPECUÁRIA;Micro;19;30;;
Mondaí;INDÚSTRIA;Micro;1;6;;
Mondaí;INDÚSTRIA;Micro;36;100;;
Mondaí;INDÚSTRIA;Micro;1;5;;
Mondaí;INDÚSTRIA;Micro;16;79;;
Mondaí;COMÉRCIO;Micro;107;215;;
Mondaí;TRANSPORTE;Micro;36;42;;
Mondaí;SERVIÇOS;Micro;13;11;;
Mondaí;SERVIÇOS;Micro;3;9;;
Mondaí;SERVIÇOS;Micro;6;21;;
Mondaí;SERVIÇOS;Micro;2;6;;
Mondaí;SERVIÇOS;Micro;17;39;;
Mondaí;SERVIÇOS;Micro;7;3;;
Mondaí;SERVIÇOS;Micro;1;2;;
Mondaí;SERVIÇOS;Micro;4;16;;
Mondaí;SERVIÇOS;Micro;13;10;;
Mondaí;SERVIÇOS;Micro;15;28;;
Mondaí;AGROPECUÁRIA;Pequena;1;28;;
Mondaí;INDÚSTRIA;Pequena;4;249;;
Mondaí;COMÉRCIO;Pequena;6;114;;
Mondaí;TRANSPORTE;Pequena;2;37;;
Mondaí;SERVIÇOS;Pequena;1;10;;
Mondaí;SERVIÇOS;Pequena;2;68;;
Monte Carlo;SERVIÇOS;Grande;1;369;;
Monte Carlo;AGROPECUÁRIA;Média;4;296;;
Monte Carlo;INDÚSTRIA;Média;1;337;;
Monte Carlo;AGROPECUÁRIA;Micro;19;41;;
Monte Carlo;INDÚSTRIA;Micro;9;35;;
Monte Carlo;INDÚSTRIA;Micro;4;18;;
Monte Carlo;COMÉRCIO;Micro;79;161;;
Monte Carlo;TRANSPORTE;Micro;14;34;;
Monte Carlo;SERVIÇOS;Micro;7;17;;
Monte Carlo;SERVIÇOS;Micro;1;9;;
Monte Carlo;SERVIÇOS;Micro;2;3;;
Monte Carlo;SERVIÇOS;Micro;4;13;;
Monte Carlo;SERVIÇOS;Micro;8;27;;
Monte Carlo;SERVIÇOS;Micro;1;4;;
Monte Carlo;SERVIÇOS;Micro;2;5;;
Monte Carlo;SERVIÇOS;Micro;7;5;;
Monte Carlo;SERVIÇOS;Micro;1;1;;
Monte Carlo;SERVIÇOS;Micro;5;21;;
Monte Carlo;AGROPECUÁRIA;Pequena;4;104;;
Monte Carlo;INDÚSTRIA;Pequena;1;28;;
Monte Carlo;COMÉRCIO;Pequena;3;36;;
Monte Carlo;TRANSPORTE;Pequena;1;13;;
Monte Carlo;SERVIÇOS;Pequena;2;38;;
Monte Castelo;SERVIÇOS;Grande;1;269;;
Monte Castelo;AGROPECUÁRIA;Média;1;53;;
Monte Castelo;AGROPECUÁRIA;Micro;37;38;;
Monte Castelo;INDÚSTRIA;Micro;11;58;;
Monte Castelo;INDÚSTRIA;Micro;2;10;;
Monte Castelo;INDÚSTRIA;Micro;33;132;;
Monte Castelo;COMÉRCIO;Micro;55;157;;
Monte Castelo;TRANSPORTE;Micro;7;11;;
Monte Castelo;SERVIÇOS;Micro;10;15;;
Monte Castelo;SERVIÇOS;Micro;1;5;;
Monte Castelo;SERVIÇOS;Micro;1;6;;
Monte Castelo;SERVIÇOS;Micro;5;17;;
Monte Castelo;SERVIÇOS;Micro;7;21;;
Monte Castelo;SERVIÇOS;Micro;1;6;;
Monte Castelo;SERVIÇOS;Micro;2;8;;
Monte Castelo;SERVIÇOS;Micro;1;1;;
Monte Castelo;SERVIÇOS;Micro;11;14;;
Monte Castelo;AGROPECUÁRIA;Pequena;4;60;;
Monte Castelo;INDÚSTRIA;Pequena;3;69;;
Monte Castelo;INDÚSTRIA;Pequena;1;25;;
Monte Castelo;COMÉRCIO;Pequena;5;119;;
Monte Castelo;TRANSPORTE;Pequena;1;18;;
Monte Castelo;SERVIÇOS;Pequena;1;25;;
Monte Castelo;SERVIÇOS;Pequena;1;19;;
Morro da Fumaça;TRANSPORTE;Grande;1;174;;
Morro da Fumaça;SERVIÇOS;Grande;1;466;;
Morro da Fumaça;SERVIÇOS;Grande;1;134;;
Morro da Fumaça;SERVIÇOS;Grande;1;177;;
Morro da Fumaça;INDÚSTRIA;Média;4;949;;
Morro da Fumaça;COMÉRCIO;Média;1;99;;
Morro da Fumaça;SERVIÇOS;Média;1;55;;
Morro da Fumaça;AGROPECUÁRIA;Micro;1;4;;
Morro da Fumaça;INDÚSTRIA;Micro;9;30;;
Morro da Fumaça;INDÚSTRIA;Micro;143;511;;
Morro da Fumaça;INDÚSTRIA;Micro;15;26;;
Morro da Fumaça;COMÉRCIO;Micro;203;371;;
Morro da Fumaça;TRANSPORTE;Micro;34;37;;
Morro da Fumaça;SERVIÇOS;Micro;23;45;;
Morro da Fumaça;SERVIÇOS;Micro;8;20;;
Morro da Fumaça;SERVIÇOS;Micro;5;15;;
Morro da Fumaça;SERVIÇOS;Micro;14;31;;
Morro da Fumaça;SERVIÇOS;Micro;13;37;;
Morro da Fumaça;SERVIÇOS;Micro;21;23;;
Morro da Fumaça;SERVIÇOS;Micro;3;14;;
Morro da Fumaça;SERVIÇOS;Micro;8;22;;
Morro da Fumaça;SERVIÇOS;Micro;11;21;;
Morro da Fumaça;SERVIÇOS;Micro;3;3;;
Morro da Fumaça;SERVIÇOS;Micro;18;31;;
Morro da Fumaça;INDÚSTRIA;Pequena;1;29;;
Morro da Fumaça;INDÚSTRIA;Pequena;46;1839;;
Morro da Fumaça;INDÚSTRIA;Pequena;1;51;;
Morro da Fumaça;COMÉRCIO;Pequena;17;285;;
Morro da Fumaça;TRANSPORTE;Pequena;4;55;;
Morro da Fumaça;SERVIÇOS;Pequena;2;26;;
Morro da Fumaça;SERVIÇOS;Pequena;1;10;;
Morro da Fumaça;SERVIÇOS;Pequena;2;24;;
Morro da Fumaça;SERVIÇOS;Pequena;1;12;;
Morro da Fumaça;SERVIÇOS;Pequena;1;35;;
Morro da Fumaça;SERVIÇOS;Pequena;1;14;;
Morro Grande;SERVIÇOS;Grande;1;172;;
Morro Grande;INDÚSTRIA;Micro;2;12;;
Morro Grande;INDÚSTRIA;Micro;8;84;;
Morro Grande;INDÚSTRIA;Micro;1;0;;
Morro Grande;COMÉRCIO;Micro;15;25;;
Morro Grande;TRANSPORTE;Micro;4;8;;
Morro Grande;SERVIÇOS;Micro;3;7;;
Morro Grande;SERVIÇOS;Micro;2;1;;
Morro Grande;SERVIÇOS;Micro;2;3;;
Morro Grande;SERVIÇOS;Micro;1;4;;
Morro Grande;SERVIÇOS;Micro;1;3;;
Morro Grande;SERVIÇOS;Micro;2;5;;
Morro Grande;INDÚSTRIA;Pequena;2;108;;
Morro Grande;COMÉRCIO;Pequena;1;10;;
Morro Grande;TRANSPORTE;Pequena;3;59;;
Navegantes;INDÚSTRIA;Grande;2;4614;;
Navegantes;COMÉRCIO;Grande;3;462;;
Navegantes;TRANSPORTE;Grande;5;1453;;
Navegantes;SERVIÇOS;Grande;1;112;;
Navegantes;SERVIÇOS;Grande;1;2725;;
Navegantes;AGROPECUÁRIA;Média;1;65;;
Navegantes;INDÚSTRIA;Média;7;2108;;
Navegantes;COMÉRCIO;Média;6;520;;
Navegantes;TRANSPORTE;Média;6;408;;
Navegantes;SERVIÇOS;Média;1;69;;
Navegantes;SERVIÇOS;Média;1;53;;
Navegantes;SERVIÇOS;Média;2;171;;
Navegantes;SERVIÇOS;Média;1;88;;
Navegantes;AGROPECUÁRIA;Micro;46;52;;
Navegantes;INDÚSTRIA;Micro;6;26;;
Navegantes;INDÚSTRIA;Micro;190;716;;
Navegantes;INDÚSTRIA;Micro;8;60;;
Navegantes;INDÚSTRIA;Micro;95;279;;
Navegantes;COMÉRCIO;Micro;586;879;;
Navegantes;TRANSPORTE;Micro;92;138;;
Navegantes;SERVIÇOS;Micro;108;97;;
Navegantes;SERVIÇOS;Micro;13;30;;
Navegantes;SERVIÇOS;Micro;8;23;;
Navegantes;SERVIÇOS;Micro;16;20;;
Navegantes;SERVIÇOS;Micro;38;51;;
Navegantes;SERVIÇOS;Micro;53;92;;
Navegantes;SERVIÇOS;Micro;1;7;;
Navegantes;SERVIÇOS;Micro;20;80;;
Navegantes;SERVIÇOS;Micro;48;63;;
Navegantes;SERVIÇOS;Micro;13;34;;
Navegantes;SERVIÇOS;Micro;43;74;;
Navegantes;SERVIÇOS;Micro;1;1;;
Navegantes;AGROPECUÁRIA;Pequena;14;168;;
Navegantes;INDÚSTRIA;Pequena;18;739;;
Navegantes;INDÚSTRIA;Pequena;2;80;;
Navegantes;INDÚSTRIA;Pequena;8;279;;
Navegantes;COMÉRCIO;Pequena;76;1468;;
Navegantes;TRANSPORTE;Pequena;22;497;;
Navegantes;SERVIÇOS;Pequena;14;246;;
Navegantes;SERVIÇOS;Pequena;2;46;;
Navegantes;SERVIÇOS;Pequena;7;153;;
Navegantes;SERVIÇOS;Pequena;2;38;;
Navegantes;SERVIÇOS;Pequena;6;71;;
Navegantes;SERVIÇOS;Pequena;5;132;;
Navegantes;SERVIÇOS;Pequena;5;50;;
Navegantes;SERVIÇOS;Pequena;9;198;;
Navegantes;SERVIÇOS;Pequena;1;15;;
Navegantes;SERVIÇOS;Pequena;2;21;;
Navegantes;SERVIÇOS;Pequena;4;69;;
Nova Erechim;SERVIÇOS;Grande;1;139;;
Nova Erechim;INDÚSTRIA;Média;1;328;;
Nova Erechim;AGROPECUÁRIA;Micro;6;12;;
Nova Erechim;INDÚSTRIA;Micro;31;149;;
Nova Erechim;INDÚSTRIA;Micro;1;5;;
Nova Erechim;INDÚSTRIA;Micro;1;7;;
Nova Erechim;INDÚSTRIA;Micro;10;9;;
Nova Erechim;COMÉRCIO;Micro;62;110;;
Nova Erechim;TRANSPORTE;Micro;13;9;;
Nova Erechim;SERVIÇOS;Micro;12;17;;
Nova Erechim;SERVIÇOS;Micro;2;10;;
Nova Erechim;SERVIÇOS;Micro;5;7;;
Nova Erechim;SERVIÇOS;Micro;5;9;;
Nova Erechim;SERVIÇOS;Micro;1;4;;
Nova Erechim;SERVIÇOS;Micro;2;1;;
Nova Erechim;SERVIÇOS;Micro;6;7;;
Nova Erechim;SERVIÇOS;Micro;1;0;;
Nova Erechim;SERVIÇOS;Micro;4;5;;
Nova Erechim;AGROPECUÁRIA;Pequena;2;46;;
Nova Erechim;INDÚSTRIA;Pequena;6;308;;
Nova Erechim;COMÉRCIO;Pequena;2;47;;
Nova Erechim;TRANSPORTE;Pequena;1;16;;
Nova Erechim;SERVIÇOS;Pequena;1;11;;
Nova Erechim;SERVIÇOS;Pequena;1;10;;
Nova Erechim;SERVIÇOS;Pequena;1;21;;
Nova Itaberaba;SERVIÇOS;Grande;1;148;;
Nova Itaberaba;AGROPECUÁRIA;Micro;4;8;;
Nova Itaberaba;INDÚSTRIA;Micro;9;50;;
Nova Itaberaba;INDÚSTRIA;Micro;1;5;;
Nova Itaberaba;INDÚSTRIA;Micro;15;41;;
Nova Itaberaba;COMÉRCIO;Micro;31;65;;
Nova Itaberaba;TRANSPORTE;Micro;14;16;;
Nova Itaberaba;SERVIÇOS;Micro;5;10;;
Nova Itaberaba;SERVIÇOS;Micro;2;7;;
Nova Itaberaba;SERVIÇOS;Micro;2;1;;
Nova Itaberaba;SERVIÇOS;Micro;2;3;;
Nova Itaberaba;SERVIÇOS;Micro;1;5;;
Nova Itaberaba;SERVIÇOS;Micro;2;3;;
Nova Itaberaba;SERVIÇOS;Micro;5;6;;
Nova Itaberaba;INDÚSTRIA;Pequena;4;223;;
Nova Itaberaba;COMÉRCIO;Pequena;1;27;;
Nova Trento;SERVIÇOS;Grande;1;134;;
Nova Trento;SERVIÇOS;Grande;1;513;;
Nova Trento;INDÚSTRIA;Média;7;1105;;
Nova Trento;INDÚSTRIA;Média;1;260;;
Nova Trento;COMÉRCIO;Média;1;78;;
Nova Trento;TRANSPORTE;Média;1;73;;
Nova Trento;AGROPECUÁRIA;Micro;5;11;;
Nova Trento;INDÚSTRIA;Micro;3;10;;
Nova Trento;INDÚSTRIA;Micro;125;486;;
Nova Trento;INDÚSTRIA;Micro;104;283;;
Nova Trento;COMÉRCIO;Micro;131;216;;
Nova Trento;TRANSPORTE;Micro;8;29;;
Nova Trento;SERVIÇOS;Micro;25;52;;
Nova Trento;SERVIÇOS;Micro;4;12;;
Nova Trento;SERVIÇOS;Micro;1;1;;
Nova Trento;SERVIÇOS;Micro;13;34;;
Nova Trento;SERVIÇOS;Micro;10;24;;
Nova Trento;SERVIÇOS;Micro;1;6;;
Nova Trento;SERVIÇOS;Micro;5;19;;
Nova Trento;SERVIÇOS;Micro;13;16;;
Nova Trento;SERVIÇOS;Micro;7;14;;
Nova Trento;SERVIÇOS;Micro;12;26;;
Nova Trento;INDÚSTRIA;Pequena;17;735;;
Nova Trento;INDÚSTRIA;Pequena;1;33;;
Nova Trento;INDÚSTRIA;Pequena;29;834;;
Nova Trento;COMÉRCIO;Pequena;8;137;;
Nova Trento;SERVIÇOS;Pequena;4;76;;
Nova Trento;SERVIÇOS;Pequena;1;11;;
Nova Trento;SERVIÇOS;Pequena;1;13;;
Nova Trento;SERVIÇOS;Pequena;1;10;;
Nova Trento;SERVIÇOS;Pequena;1;15;;
Nova Trento;SERVIÇOS;Pequena;1;11;;
Nova Trento;SERVIÇOS;Pequena;2;56;;
Nova Veneza;INDÚSTRIA;Grande;2;2003;;
Nova Veneza;COMÉRCIO;Grande;1;143;;
Nova Veneza;SERVIÇOS;Grande;1;225;;
Nova Veneza;SERVIÇOS;Grande;1;438;;
Nova Veneza;INDÚSTRIA;Média;6;1042;;
Nova Veneza;COMÉRCIO;Média;1;76;;
Nova Veneza;AGROPECUÁRIA;Micro;18;37;;
Nova Veneza;INDÚSTRIA;Micro;3;35;;
Nova Veneza;INDÚSTRIA;Micro;142;663;;
Nova Veneza;INDÚSTRIA;Micro;2;18;;
Nova Veneza;INDÚSTRIA;Micro;38;100;;
Nova Veneza;COMÉRCIO;Micro;121;238;;
Nova Veneza;TRANSPORTE;Micro;24;34;;
Nova Veneza;SERVIÇOS;Micro;27;53;;
Nova Veneza;SERVIÇOS;Micro;5;9;;
Nova Veneza;SERVIÇOS;Micro;2;12;;
Nova Veneza;SERVIÇOS;Micro;1;6;;
Nova Veneza;SERVIÇOS;Micro;13;28;;
Nova Veneza;SERVIÇOS;Micro;13;12;;
Nova Veneza;SERVIÇOS;Micro;4;14;;
Nova Veneza;SERVIÇOS;Micro;13;21;;
Nova Veneza;SERVIÇOS;Micro;3;2;;
Nova Veneza;SERVIÇOS;Micro;18;51;;
Nova Veneza;INDÚSTRIA;Pequena;17;565;;
Nova Veneza;INDÚSTRIA;Pequena;2;63;;
Nova Veneza;COMÉRCIO;Pequena;14;299;;
Nova Veneza;TRANSPORTE;Pequena;5;72;;
Nova Veneza;SERVIÇOS;Pequena;4;96;;
Nova Veneza;SERVIÇOS;Pequena;1;20;;
Nova Veneza;SERVIÇOS;Pequena;1;22;;
Nova Veneza;SERVIÇOS;Pequena;7;163;;
Nova Veneza;SERVIÇOS;Pequena;1;12;;
Nova Veneza;SERVIÇOS;Pequena;1;38;;
Novo Horizonte;SERVIÇOS;Grande;1;123;;
Novo Horizonte;INDÚSTRIA;Média;1;169;;
Novo Horizonte;AGROPECUÁRIA;Micro;1;1;;
Novo Horizonte;INDÚSTRIA;Micro;10;56;;
Novo Horizonte;INDÚSTRIA;Micro;2;9;;
Novo Horizonte;COMÉRCIO;Micro;17;24;;
Novo Horizonte;TRANSPORTE;Micro;6;11;;
Novo Horizonte;SERVIÇOS;Micro;1;1;;
Novo Horizonte;SERVIÇOS;Micro;1;1;;
Novo Horizonte;SERVIÇOS;Micro;1;1;;
Novo Horizonte;SERVIÇOS;Micro;1;5;;
Novo Horizonte;SERVIÇOS;Micro;1;3;;
Novo Horizonte;INDÚSTRIA;Pequena;1;40;;
Novo Horizonte;COMÉRCIO;Pequena;1;12;;
Orleans;TRANSPORTE;Grande;1;199;;
Orleans;SERVIÇOS;Grande;1;609;;
Orleans;SERVIÇOS;Grande;1;365;;
Orleans;INDÚSTRIA;Média;5;1239;;
Orleans;COMÉRCIO;Média;2;158;;
Orleans;SERVIÇOS;Média;1;62;;
Orleans;SERVIÇOS;Média;1;67;;
Orleans;SERVIÇOS;Média;1;72;;
Orleans;AGROPECUÁRIA;Micro;34;57;;
Orleans;INDÚSTRIA;Micro;1;3;;
Orleans;INDÚSTRIA;Micro;137;656;;
Orleans;INDÚSTRIA;Micro;11;46;;
Orleans;INDÚSTRIA;Micro;109;311;;
Orleans;COMÉRCIO;Micro;275;468;;
Orleans;TRANSPORTE;Micro;79;63;;
Orleans;SERVIÇOS;Micro;38;57;;
Orleans;SERVIÇOS;Micro;8;18;;
Orleans;SERVIÇOS;Micro;10;19;;
Orleans;SERVIÇOS;Micro;3;2;;
Orleans;SERVIÇOS;Micro;51;76;;
Orleans;SERVIÇOS;Micro;44;56;;
Orleans;SERVIÇOS;Micro;1;5;;
Orleans;SERVIÇOS;Micro;9;22;;
Orleans;SERVIÇOS;Micro;35;34;;
Orleans;SERVIÇOS;Micro;10;28;;
Orleans;SERVIÇOS;Micro;28;56;;
Orleans;INDÚSTRIA;Pequena;1;24;;
Orleans;INDÚSTRIA;Pequena;17;849;;
Orleans;INDÚSTRIA;Pequena;2;62;;
Orleans;INDÚSTRIA;Pequena;23;467;;
Orleans;COMÉRCIO;Pequena;36;631;;
Orleans;TRANSPORTE;Pequena;10;167;;
Orleans;SERVIÇOS;Pequena;1;19;;
Orleans;SERVIÇOS;Pequena;2;31;;
Orleans;SERVIÇOS;Pequena;3;41;;
Orleans;SERVIÇOS;Pequena;3;39;;
Orleans;SERVIÇOS;Pequena;4;84;;
Orleans;SERVIÇOS;Pequena;1;11;;
Orleans;SERVIÇOS;Pequena;2;42;;
Orleans;SERVIÇOS;Pequena;1;11;;
Orleans;SERVIÇOS;Pequena;2;29;;
Otacílio Costa;INDÚSTRIA;Grande;1;1298;;
Otacílio Costa;TRANSPORTE;Grande;1;119;;
Otacílio Costa;SERVIÇOS;Grande;1;730;;
Otacílio Costa;INDÚSTRIA;Média;2;387;;
Otacílio Costa;COMÉRCIO;Média;1;57;;
Otacílio Costa;AGROPECUÁRIA;Micro;32;59;;
Otacílio Costa;INDÚSTRIA;Micro;39;150;;
Otacílio Costa;INDÚSTRIA;Micro;5;25;;
Otacílio Costa;INDÚSTRIA;Micro;25;106;;
Otacílio Costa;COMÉRCIO;Micro;191;400;;
Otacílio Costa;TRANSPORTE;Micro;31;68;;
Otacílio Costa;SERVIÇOS;Micro;25;43;;
Otacílio Costa;SERVIÇOS;Micro;3;11;;
Otacílio Costa;SERVIÇOS;Micro;7;27;;
Otacílio Costa;SERVIÇOS;Micro;2;3;;
Otacílio Costa;SERVIÇOS;Micro;15;31;;
Otacílio Costa;SERVIÇOS;Micro;13;29;;
Otacílio Costa;SERVIÇOS;Micro;1;9;;
Otacílio Costa;SERVIÇOS;Micro;6;11;;
Otacílio Costa;SERVIÇOS;Micro;14;18;;
Otacílio Costa;SERVIÇOS;Micro;2;12;;
Otacílio Costa;SERVIÇOS;Micro;13;22;;
Otacílio Costa;AGROPECUÁRIA;Pequena;2;49;;
Otacílio Costa;INDÚSTRIA;Pequena;10;396;;
Otacílio Costa;INDÚSTRIA;Pequena;3;107;;
Otacílio Costa;INDÚSTRIA;Pequena;4;130;;
Otacílio Costa;COMÉRCIO;Pequena;15;274;;
Otacílio Costa;TRANSPORTE;Pequena;6;184;;
Otacílio Costa;SERVIÇOS;Pequena;1;20;;
Otacílio Costa;SERVIÇOS;Pequena;1;11;;
Otacílio Costa;SERVIÇOS;Pequena;1;12;;
Otacílio Costa;SERVIÇOS;Pequena;3;66;;
Otacílio Costa;SERVIÇOS;Pequena;1;19;;
Otacílio Costa;SERVIÇOS;Pequena;1;24;;
Otacílio Costa;SERVIÇOS;Pequena;1;46;;
Otacílio Costa;SERVIÇOS;Pequena;1;16;;
Ouro;SERVIÇOS;Grande;1;224;;
Ouro;AGROPECUÁRIA;Micro;10;11;;
Ouro;INDÚSTRIA;Micro;40;157;;
Ouro;INDÚSTRIA;Micro;15;37;;
Ouro;COMÉRCIO;Micro;78;163;;
Ouro;TRANSPORTE;Micro;27;41;;
Ouro;SERVIÇOS;Micro;13;20;;
Ouro;SERVIÇOS;Micro;3;14;;
Ouro;SERVIÇOS;Micro;8;12;;
Ouro;SERVIÇOS;Micro;5;15;;
Ouro;SERVIÇOS;Micro;1;6;;
Ouro;SERVIÇOS;Micro;3;5;;
Ouro;SERVIÇOS;Micro;8;6;;
Ouro;SERVIÇOS;Micro;3;1;;
Ouro;SERVIÇOS;Micro;8;12;;
Ouro;INDÚSTRIA;Pequena;3;115;;
Ouro;COMÉRCIO;Pequena;5;56;;
Ouro;TRANSPORTE;Pequena;2;44;;
Ouro;SERVIÇOS;Pequena;1;26;;
Ouro;SERVIÇOS;Pequena;2;20;;
Ouro;SERVIÇOS;Pequena;1;29;;
Ouro Verde;SERVIÇOS;Grande;1;176;;
Ouro Verde;AGROPECUÁRIA;Micro;23;28;;
Ouro Verde;INDÚSTRIA;Micro;2;4;;
Ouro Verde;INDÚSTRIA;Micro;1;5;;
Ouro Verde;COMÉRCIO;Micro;14;29;;
Ouro Verde;TRANSPORTE;Micro;4;4;;
Ouro Verde;SERVIÇOS;Micro;1;4;;
Ouro Verde;SERVIÇOS;Micro;1;1;;
Ouro Verde;SERVIÇOS;Micro;1;1;;
Ouro Verde;SERVIÇOS;Micro;1;5;;
Ouro Verde;SERVIÇOS;Micro;1;1;;
Ouro Verde;SERVIÇOS;Micro;4;13;;
Ouro Verde;COMÉRCIO;Pequena;1;29;;
Paial;SERVIÇOS;Grande;1;127;;
Paial;AGROPECUÁRIA;Micro;4;5;;
Paial;INDÚSTRIA;Micro;1;7;;
Paial;COMÉRCIO;Micro;9;16;;
Paial;TRANSPORTE;Micro;3;4;;
Paial;SERVIÇOS;Micro;1;3;;
Paial;SERVIÇOS;Micro;2;6;;
Paial;SERVIÇOS;Micro;1;1;;
Paial;SERVIÇOS;Micro;1;1;;
Paial;SERVIÇOS;Micro;1;3;;
Paial;INDÚSTRIA;Pequena;1;29;;
Paial;COMÉRCIO;Pequena;2;24;;
Painel;SERVIÇOS;Grande;1;156;;
Painel;AGROPECUÁRIA;Média;1;58;;
Painel;AGROPECUÁRIA;Micro;31;50;;
Painel;INDÚSTRIA;Micro;1;2;;
Painel;INDÚSTRIA;Micro;1;3;;
Painel;COMÉRCIO;Micro;7;15;;
Painel;TRANSPORTE;Micro;1;1;;
Painel;SERVIÇOS;Micro;5;9;;
Painel;SERVIÇOS;Micro;2;2;;
Painel;SERVIÇOS;Micro;1;1;;
Painel;SERVIÇOS;Micro;1;5;;
Painel;SERVIÇOS;Micro;2;5;;
Painel;SERVIÇOS;Micro;1;2;;
Palhoça;INDÚSTRIA;Grande;1;747;;
Palhoça;COMÉRCIO;Grande;15;3340;;
Palhoça;TRANSPORTE;Grande;6;1313;;
Palhoça;SERVIÇOS;Grande;1;129;;
Palhoça;SERVIÇOS;Grande;1;244;;
Palhoça;SERVIÇOS;Grande;6;2061;;
Palhoça;SERVIÇOS;Grande;1;3793;;
Palhoça;SERVIÇOS;Grande;1;106;;
Palhoça;SERVIÇOS;Grande;1;475;;
Palhoça;INDÚSTRIA;Média;7;1574;;
Palhoça;INDÚSTRIA;Média;4;568;;
Palhoça;COMÉRCIO;Média;19;1497;;
Palhoça;TRANSPORTE;Média;5;318;;
Palhoça;SERVIÇOS;Média;1;58;;
Palhoça;SERVIÇOS;Média;2;154;;
Palhoça;SERVIÇOS;Média;2;174;;
Palhoça;SERVIÇOS;Média;6;485;;
Palhoça;SERVIÇOS;Média;2;199;;
Palhoça;SERVIÇOS;Média;1;54;;
Palhoça;AGROPECUÁRIA;Micro;8;8;;
Palhoça;INDÚSTRIA;Micro;9;37;;
Palhoça;INDÚSTRIA;Micro;563;1828;;
Palhoça;INDÚSTRIA;Micro;1;0;;
Palhoça;INDÚSTRIA;Micro;16;88;;
Palhoça;INDÚSTRIA;Micro;550;715;;
