,Município,COD_SEC,saldo_202012,saldo_202102,vice_presidencia
992,Florianópolis,C,58.0,46.0,Sudeste
993,Florianópolis,D,3.0,12.0,Sudeste
994,Florianópolis,E,1.0,-9.0,Sudeste
995,Florianópolis,F,-143.0,211.0,Sudeste
996,Florianópolis,G,1000.0,-165.0,Sudeste
997,Florianópolis,H,-6.0,28.0,Sudeste
998,Florianópolis,I,1088.0,-163.0,Sudeste
999,Florianópolis,J,-203.0,153.0,Sudeste
1000,Florianópolis,K,17.0,32.0,Sudeste
1001,Florianópolis,L,28.0,23.0,Sudeste
1002,Florianópolis,M,6.0,165.0,Sudeste
1003,Florianópolis,N,111.0,124.0,Sudeste
1004,Florianópolis,O,-628.0,-25.0,Sudeste
1005,Florianópolis,P,-118.0,383.0,Sudeste
1006,Florianópolis,Q,32.0,138.0,Sudeste
1007,Florianópolis,R,6.0,38.0,Sudeste
1008,Florianópolis,S,-40.0,35.0,Sudeste
1009,Florianópolis,U,,-1.0,Sudeste
1010,Formosa do Sul,A,-1.0,-2.0,Oeste
1011,Formosa do Sul,C,,0.0,Oeste
1012,Formosa do Sul,F,,-2.0,Oeste
1013,Formosa do Sul,G,0.0,1.0,Oeste
1014,Formosa do Sul,H,-2.0,-1.0,Oeste
1015,Formosa do Sul,I,-1.0,-2.0,Oeste
1016,Formosa do Sul,J,1.0,0.0,Oeste
1017,Formosa do Sul,N,,-1.0,Oeste
1018,Formosa do Sul,Q,,-1.0,Oeste
1019,Forquilhinha,A,-1.0,,Sul
1020,Forquilhinha,B,-1.0,0.0,Sul
1021,Forquilhinha,C,-4.0,106.0,Sul
1022,Forquilhinha,E,2.0,3.0,Sul
1023,Forquilhinha,F,0.0,13.0,Sul
1024,Forquilhinha,G,-13.0,-6.0,Sul
1025,Forquilhinha,H,-13.0,-4.0,Sul
1026,Forquilhinha,I,-6.0,3.0,Sul
1027,Forquilhinha,J,-1.0,-1.0,Sul
1028,Forquilhinha,L,-1.0,,Sul
1029,Forquilhinha,M,-3.0,-2.0,Sul
1030,Forquilhinha,N,-4.0,-3.0,Sul
1031,Forquilhinha,P,-7.0,1.0,Sul
1032,Forquilhinha,Q,-1.0,1.0,Sul
1033,Forquilhinha,R,,0.0,Sul
1034,Forquilhinha,S,1.0,9.0,Sul
1035,Fraiburgo,A,-416.0,-202.0,Centro-Norte
1036,Fraiburgo,B,-1.0,,Centro-Norte
1037,Fraiburgo,C,-48.0,19.0,Centro-Norte
1038,Fraiburgo,E,-1.0,2.0,Centro-Norte
1039,Fraiburgo,F,-17.0,-2.0,Centro-Norte
1040,Fraiburgo,G,-24.0,0.0,Centro-Norte
1041,Fraiburgo,H,-6.0,71.0,Centro-Norte
1042,Fraiburgo,I,5.0,5.0,Centro-Norte
1043,Fraiburgo,J,1.0,3.0,Centro-Norte
1044,Fraiburgo,K,,2.0,Centro-Norte
1045,Fraiburgo,L,-1.0,-1.0,Centro-Norte
1046,Fraiburgo,M,-2.0,5.0,Centro-Norte
1047,Fraiburgo,N,-3.0,4.0,Centro-Norte
1048,Fraiburgo,P,-4.0,6.0,Centro-Norte
1049,Fraiburgo,Q,-3.0,6.0,Centro-Norte
1050,Fraiburgo,R,-1.0,,Centro-Norte
1051,Fraiburgo,S,-1.0,7.0,Centro-Norte
1052,Frei Rogério,C,1.0,0.0,Centro-Norte
1053,Frei Rogério,G,-1.0,-5.0,Centro-Norte
1054,Frei Rogério,K,1.0,-1.0,Centro-Norte
1055,Galvão,C,0.0,0.0,Oeste
1056,Galvão,G,1.0,-1.0,Oeste
1057,Galvão,H,,-1.0,Oeste
1058,Galvão,M,,1.0,Oeste
1059,Galvão,Q,,1.0,Oeste
1060,Garopaba,A,,1.0,Sudeste
1061,Garopaba,C,11.0,24.0,Sudeste
1062,Garopaba,E,-1.0,-1.0,Sudeste
1063,Garopaba,F,1.0,-4.0,Sudeste
1064,Garopaba,G,253.0,-119.0,Sudeste
1065,Garopaba,H,0.0,-1.0,Sudeste
1066,Garopaba,I,176.0,-80.0,Sudeste
1067,Garopaba,J,0.0,3.0,Sudeste
1068,Garopaba,K,0.0,-1.0,Sudeste
1069,Garopaba,L,1.0,1.0,Sudeste
1070,Garopaba,M,1.0,5.0,Sudeste
1071,Garopaba,N,3.0,-4.0,Sudeste
1072,Garopaba,P,-5.0,37.0,Sudeste
1073,Garopaba,Q,4.0,6.0,Sudeste
1074,Garopaba,R,-1.0,-3.0,Sudeste
1075,Garopaba,S,8.0,0.0,Sudeste
1076,Garuva,A,-1.0,3.0,Norte-Nordeste
1077,Garuva,B,0.0,-1.0,Norte-Nordeste
1078,Garuva,C,-14.0,12.0,Norte-Nordeste
1079,Garuva,E,,1.0,Norte-Nordeste
1080,Garuva,F,3.0,0.0,Norte-Nordeste
1081,Garuva,G,-2.0,15.0,Norte-Nordeste
1082,Garuva,H,-2.0,12.0,Norte-Nordeste
1083,Garuva,I,-2.0,12.0,Norte-Nordeste
1084,Garuva,J,1.0,1.0,Norte-Nordeste
1085,Garuva,M,-1.0,0.0,Norte-Nordeste
1086,Garuva,N,-1.0,-1.0,Norte-Nordeste
1087,Garuva,P,1.0,2.0,Norte-Nordeste
1088,Garuva,Q,,1.0,Norte-Nordeste
1089,Garuva,R,0.0,2.0,Norte-Nordeste
1090,Garuva,S,-2.0,-2.0,Norte-Nordeste
1091,Gaspar,A,-1.0,-2.0,Vale do Itajaí
1092,Gaspar,B,1.0,1.0,Vale do Itajaí
1093,Gaspar,C,-337.0,410.0,Vale do Itajaí
1094,Gaspar,E,5.0,2.0,Vale do Itajaí
1095,Gaspar,F,-11.0,4.0,Vale do Itajaí
1096,Gaspar,G,18.0,74.0,Vale do Itajaí
1097,Gaspar,H,-34.0,1.0,Vale do Itajaí
1098,Gaspar,I,-3.0,30.0,Vale do Itajaí
1099,Gaspar,J,1.0,10.0,Vale do Itajaí
1100,Gaspar,K,-1.0,1.0,Vale do Itajaí
1101,Gaspar,L,-1.0,6.0,Vale do Itajaí
1102,Gaspar,M,-13.0,-3.0,Vale do Itajaí
1103,Gaspar,N,-8.0,19.0,Vale do Itajaí
1104,Gaspar,O,-476.0,296.0,Vale do Itajaí
1105,Gaspar,P,-3.0,21.0,Vale do Itajaí
1106,Gaspar,Q,-1.0,2.0,Vale do Itajaí
1107,Gaspar,R,-2.0,4.0,Vale do Itajaí
1108,Gaspar,S,-3.0,0.0,Vale do Itajaí
1109,Gaspar,T,,1.0,Vale do Itajaí
1110,Governador Celso Ramos,A,-1.0,3.0,Sudeste
1111,Governador Celso Ramos,C,4.0,-3.0,Sudeste
1112,Governador Celso Ramos,F,-6.0,-5.0,Sudeste
1113,Governador Celso Ramos,G,46.0,-15.0,Sudeste
1114,Governador Celso Ramos,H,7.0,-3.0,Sudeste
1115,Governador Celso Ramos,I,55.0,-9.0,Sudeste
1116,Governador Celso Ramos,J,,1.0,Sudeste
1117,Governador Celso Ramos,L,3.0,-2.0,Sudeste
1118,Governador Celso Ramos,M,0.0,1.0,Sudeste
1119,Governador Celso Ramos,N,17.0,-1.0,Sudeste
1120,Governador Celso Ramos,R,0.0,,Sudeste
1121,Governador Celso Ramos,S,-2.0,1.0,Sudeste
1122,Grão Pará,A,-5.0,14.0,Litoral Sul
1123,Grão Pará,C,-7.0,11.0,Litoral Sul
1124,Grão Pará,D,-1.0,-1.0,Litoral Sul
1125,Grão Pará,F,,-1.0,Litoral Sul
1126,Grão Pará,G,-1.0,0.0,Litoral Sul
1127,Grão Pará,H,-2.0,0.0,Litoral Sul
1128,Grão Pará,I,,-1.0,Litoral Sul
1129,Grão Pará,M,,1.0,Litoral Sul
1130,Grão Pará,N,1.0,2.0,Litoral Sul
1131,Grão Pará,S,1.0,,Litoral Sul
1132,Gravatal,A,,-1.0,Litoral Sul
1133,Gravatal,B,-1.0,3.0,Litoral Sul
1134,Gravatal,C,-23.0,36.0,Litoral Sul
1135,Gravatal,D,-2.0,0.0,Litoral Sul
1136,Gravatal,E,2.0,,Litoral Sul
1137,Gravatal,F,-5.0,5.0,Litoral Sul
1138,Gravatal,G,6.0,1.0,Litoral Sul
1139,Gravatal,H,0.0,8.0,Litoral Sul
1140,Gravatal,I,13.0,8.0,Litoral Sul
1141,Gravatal,L,,-1.0,Litoral Sul
1142,Gravatal,M,-1.0,1.0,Litoral Sul
1143,Gravatal,N,5.0,3.0,Litoral Sul
1144,Gravatal,Q,-1.0,,Litoral Sul
1145,Gravatal,R,-1.0,1.0,Litoral Sul
1146,Gravatal,S,0.0,-2.0,Litoral Sul
1147,Guabiruba,C,-112.0,142.0,Vale do Itajaí Mirim
1148,Guabiruba,E,1.0,3.0,Vale do Itajaí Mirim
1149,Guabiruba,F,-3.0,-9.0,Vale do Itajaí Mirim
1150,Guabiruba,G,-2.0,-6.0,Vale do Itajaí Mirim
1151,Guabiruba,H,-3.0,3.0,Vale do Itajaí Mirim
1152,Guabiruba,I,-1.0,1.0,Vale do Itajaí Mirim
1153,Guabiruba,L,,0.0,Vale do Itajaí Mirim
1154,Guabiruba,M,-1.0,3.0,Vale do Itajaí Mirim
1155,Guabiruba,N,-2.0,9.0,Vale do Itajaí Mirim
1156,Guabiruba,P,-2.0,3.0,Vale do Itajaí Mirim
1157,Guabiruba,Q,-1.0,-1.0,Vale do Itajaí Mirim
1158,Guabiruba,S,,2.0,Vale do Itajaí Mirim
1159,Guaraciaba,A,-1.0,3.0,Extremo Oeste
1160,Guaraciaba,C,-30.0,7.0,Extremo Oeste
1161,Guaraciaba,F,0.0,2.0,Extremo Oeste
1162,Guaraciaba,G,0.0,2.0,Extremo Oeste
1163,Guaraciaba,H,1.0,2.0,Extremo Oeste
1164,Guaraciaba,I,1.0,3.0,Extremo Oeste
1165,Guaraciaba,J,1.0,,Extremo Oeste
1166,Guaraciaba,K,-1.0,1.0,Extremo Oeste
1167,Guaraciaba,M,-1.0,,Extremo Oeste
1168,Guaraciaba,N,,-1.0,Extremo Oeste
1169,Guaraciaba,P,1.0,3.0,Extremo Oeste
1170,Guaraciaba,Q,2.0,0.0,Extremo Oeste
1171,Guaraciaba,R,,-2.0,Extremo Oeste
1172,Guaramirim,A,1.0,-1.0,Vale do Itapocu
1173,Guaramirim,B,-1.0,-1.0,Vale do Itapocu
1174,Guaramirim,C,-185.0,215.0,Vale do Itapocu
1175,Guaramirim,E,3.0,7.0,Vale do Itapocu
1176,Guaramirim,F,-16.0,1.0,Vale do Itapocu
1177,Guaramirim,G,5.0,28.0,Vale do Itapocu
1178,Guaramirim,H,15.0,16.0,Vale do Itapocu
1179,Guaramirim,I,0.0,22.0,Vale do Itapocu
1180,Guaramirim,J,4.0,2.0,Vale do Itapocu
1181,Guaramirim,K,-1.0,1.0,Vale do Itapocu
1182,Guaramirim,L,-1.0,,Vale do Itapocu
1183,Guaramirim,M,1.0,3.0,Vale do Itapocu
1184,Guaramirim,N,-32.0,4.0,Vale do Itapocu
1185,Guaramirim,O,-24.0,,Vale do Itapocu
1186,Guaramirim,P,-4.0,4.0,Vale do Itapocu
1187,Guaramirim,Q,3.0,5.0,Vale do Itapocu
1188,Guaramirim,R,-2.0,-2.0,Vale do Itapocu
1189,Guaramirim,S,1.0,-1.0,Vale do Itapocu
1190,Guarujá do Sul,B,0.0,,Extremo Oeste
1191,Guarujá do Sul,C,5.0,10.0,Extremo Oeste
1192,Guarujá do Sul,F,-1.0,0.0,Extremo Oeste
1193,Guarujá do Sul,G,-3.0,1.0,Extremo Oeste
1194,Guarujá do Sul,H,-9.0,7.0,Extremo Oeste
1195,Guarujá do Sul,I,0.0,,Extremo Oeste
1196,Guarujá do Sul,J,,0.0,Extremo Oeste
1197,Guarujá do Sul,M,-2.0,1.0,Extremo Oeste
1198,Guarujá do Sul,N,,1.0,Extremo Oeste
1199,Guatambú,A,3.0,0.0,Oeste
1200,Guatambú,C,6.0,42.0,Oeste
1201,Guatambú,F,-9.0,-15.0,Oeste
1202,Guatambú,G,-2.0,2.0,Oeste
1203,Guatambú,H,-5.0,-1.0,Oeste
1204,Guatambú,I,-1.0,1.0,Oeste
1205,Guatambú,N,-1.0,6.0,Oeste
1206,Guatambú,S,,14.0,Oeste
1207,Herval d'Oeste,A,-8.0,1.0,Centro-Oeste
1208,Herval d'Oeste,C,-6.0,14.0,Centro-Oeste
1209,Herval d'Oeste,F,-7.0,3.0,Centro-Oeste
1210,Herval d'Oeste,G,3.0,18.0,Centro-Oeste
1211,Herval d'Oeste,H,2.0,5.0,Centro-Oeste
1212,Herval d'Oeste,I,1.0,-3.0,Centro-Oeste
1213,Herval d'Oeste,J,2.0,2.0,Centro-Oeste
1214,Herval d'Oeste,M,-1.0,1.0,Centro-Oeste
1215,Herval d'Oeste,N,8.0,4.0,Centro-Oeste
1216,Herval d'Oeste,P,0.0,3.0,Centro-Oeste
1217,Herval d'Oeste,Q,,2.0,Centro-Oeste
1218,Herval d'Oeste,R,,-1.0,Centro-Oeste
1219,Herval d'Oeste,S,0.0,-1.0,Centro-Oeste
1220,Ibiam,A,1.0,1.0,Centro-Oeste
1221,Ibiam,C,2.0,-6.0,Centro-Oeste
1222,Ibiam,F,-1.0,1.0,Centro-Oeste
1223,Ibiam,G,,2.0,Centro-Oeste
1224,Ibiam,H,3.0,,Centro-Oeste
1225,Ibiam,K,,0.0,Centro-Oeste
1226,Ibiam,M,,-1.0,Centro-Oeste
1227,Ibiam,O,,-1.0,Centro-Oeste
1228,Ibiam,S,1.0,1.0,Centro-Oeste
1229,Ibicaré,A,-4.0,3.0,Centro-Oeste
1230,Ibicaré,B,,-1.0,Centro-Oeste
1231,Ibicaré,C,-5.0,1.0,Centro-Oeste
1232,Ibicaré,F,-3.0,0.0,Centro-Oeste
1233,Ibicaré,G,-2.0,1.0,Centro-Oeste
1234,Ibicaré,H,2.0,0.0,Centro-Oeste
1235,Ibicaré,J,,0.0,Centro-Oeste
1236,Ibicaré,M,,-19.0,Centro-Oeste
1237,Ibicaré,Q,,1.0,Centro-Oeste
1238,Ibirama,C,-95.0,111.0,Alto Vale do Itajaí
1239,Ibirama,F,4.0,7.0,Alto Vale do Itajaí
1240,Ibirama,G,-2.0,14.0,Alto Vale do Itajaí
1241,Ibirama,H,1.0,4.0,Alto Vale do Itajaí
1242,Ibirama,I,0.0,3.0,Alto Vale do Itajaí
1243,Ibirama,J,-1.0,1.0,Alto Vale do Itajaí
1244,Ibirama,K,4.0,7.0,Alto Vale do Itajaí
1245,Ibirama,L,,1.0,Alto Vale do Itajaí
1246,Ibirama,M,-1.0,-1.0,Alto Vale do Itajaí
1247,Ibirama,N,-1.0,-4.0,Alto Vale do Itajaí
1248,Ibirama,P,-3.0,-3.0,Alto Vale do Itajaí
1249,Ibirama,Q,-2.0,-1.0,Alto Vale do Itajaí
1250,Ibirama,R,,-1.0,Alto Vale do Itajaí
1251,Ibirama,S,-2.0,4.0,Alto Vale do Itajaí
1252,Içara,A,-1.0,2.0,Sul
1253,Içara,B,-3.0,6.0,Sul
1254,Içara,C,-10.0,82.0,Sul
1255,Içara,D,-1.0,4.0,Sul
1256,Içara,E,1.0,-1.0,Sul
1257,Içara,F,2.0,-2.0,Sul
1258,Içara,G,-8.0,14.0,Sul
1259,Içara,H,2.0,22.0,Sul
1260,Içara,I,2.0,-6.0,Sul
1261,Içara,J,2.0,2.0,Sul
1262,Içara,K,0.0,0.0,Sul
1263,Içara,L,-2.0,7.0,Sul
1264,Içara,M,3.0,6.0,Sul
1265,Içara,N,55.0,-27.0,Sul
1266,Içara,O,4.0,1.0,Sul
1267,Içara,P,-3.0,9.0,Sul
1268,Içara,Q,4.0,17.0,Sul
1269,Içara,R,0.0,2.0,Sul
1270,Içara,S,-5.0,21.0,Sul
1271,Ilhota,A,-2.0,,Foz do Rio Itajaí
1272,Ilhota,C,-15.0,80.0,Foz do Rio Itajaí
1273,Ilhota,F,-2.0,3.0,Foz do Rio Itajaí
1274,Ilhota,G,12.0,19.0,Foz do Rio Itajaí
1275,Ilhota,H,0.0,1.0,Foz do Rio Itajaí
1276,Ilhota,I,3.0,2.0,Foz do Rio Itajaí
1277,Ilhota,J,1.0,2.0,Foz do Rio Itajaí
1278,Ilhota,M,-1.0,0.0,Foz do Rio Itajaí
1279,Ilhota,N,-32.0,76.0,Foz do Rio Itajaí
1280,Ilhota,Q,-1.0,-1.0,Foz do Rio Itajaí
1281,Ilhota,S,1.0,,Foz do Rio Itajaí
1282,Imaruí,C,-3.0,0.0,Litoral Sul
1283,Imaruí,F,-11.0,8.0,Litoral Sul
1284,Imaruí,G,4.0,2.0,Litoral Sul
1285,Imaruí,H,-1.0,,Litoral Sul
1286,Imaruí,J,,0.0,Litoral Sul
1287,Imaruí,M,,-2.0,Litoral Sul
1288,Imaruí,N,,1.0,Litoral Sul
1289,Imaruí,Q,3.0,1.0,Litoral Sul
1290,Imaruí,S,,0.0,Litoral Sul
1291,Imbituba,A,,2.0,Litoral Sul
1292,Imbituba,B,-11.0,1.0,Litoral Sul
1293,Imbituba,C,-6.0,-8.0,Litoral Sul
1294,Imbituba,E,2.0,1.0,Litoral Sul
1295,Imbituba,F,-8.0,12.0,Litoral Sul
1296,Imbituba,G,163.0,-3.0,Litoral Sul
1297,Imbituba,H,-18.0,-13.0,Litoral Sul
1298,Imbituba,I,175.0,-8.0,Litoral Sul
1299,Imbituba,J,1.0,2.0,Litoral Sul
1300,Imbituba,K,,0.0,Litoral Sul
1301,Imbituba,L,0.0,,Litoral Sul
1302,Imbituba,M,-3.0,9.0,Litoral Sul
1303,Imbituba,N,0.0,-15.0,Litoral Sul
1304,Imbituba,O,-201.0,67.0,Litoral Sul
1305,Imbituba,P,-4.0,12.0,Litoral Sul
1306,Imbituba,Q,-7.0,7.0,Litoral Sul
1307,Imbituba,R,4.0,3.0,Litoral Sul
1308,Imbituba,S,-1.0,8.0,Litoral Sul
1309,Imbuia,C,12.0,4.0,Vale do Itajaí Mirim
1310,Imbuia,E,,0.0,Vale do Itajaí Mirim
1311,Imbuia,F,-13.0,,Vale do Itajaí Mirim
1312,Imbuia,G,68.0,-2.0,Vale do Itajaí Mirim
1313,Imbuia,H,1.0,2.0,Vale do Itajaí Mirim
1314,Imbuia,K,-1.0,1.0,Vale do Itajaí Mirim
1315,Imbuia,M,0.0,0.0,Vale do Itajaí Mirim
1316,Imbuia,Q,-1.0,0.0,Vale do Itajaí Mirim
1317,Imbuia,S,,0.0,Vale do Itajaí Mirim
1318,Indaial,A,-7.0,6.0,Vale do Itajaí
1319,Indaial,B,1.0,0.0,Vale do Itajaí
1320,Indaial,C,-308.0,313.0,Vale do Itajaí
1321,Indaial,E,-4.0,0.0,Vale do Itajaí
1322,Indaial,F,4.0,83.0,Vale do Itajaí
1323,Indaial,G,-22.0,17.0,Vale do Itajaí
1324,Indaial,H,6.0,0.0,Vale do Itajaí
1325,Indaial,I,-19.0,12.0,Vale do Itajaí
1326,Indaial,J,-2.0,-3.0,Vale do Itajaí
1327,Indaial,K,0.0,2.0,Vale do Itajaí
1328,Indaial,L,0.0,1.0,Vale do Itajaí
1329,Indaial,M,-6.0,8.0,Vale do Itajaí
1330,Indaial,N,16.0,15.0,Vale do Itajaí
1331,Indaial,O,-1.0,-1.0,Vale do Itajaí
1332,Indaial,P,-42.0,-341.0,Vale do Itajaí
1333,Indaial,Q,12.0,14.0,Vale do Itajaí
1334,Indaial,R,,-1.0,Vale do Itajaí
1335,Indaial,S,-1.0,7.0,Vale do Itajaí
1336,Iomerê,A,-3.0,0.0,Centro-Norte
1337,Iomerê,B,-1.0,-1.0,Centro-Norte
1338,Iomerê,C,-2.0,5.0,Centro-Norte
1339,Iomerê,G,-1.0,0.0,Centro-Norte
1340,Iomerê,H,-19.0,1.0,Centro-Norte
1341,Iomerê,N,2.0,1.0,Centro-Norte
1342,Ipira,A,-1.0,,Alto Uruguai Catarinense
1343,Ipira,C,-1.0,1.0,Alto Uruguai Catarinense
1344,Ipira,F,0.0,-2.0,Alto Uruguai Catarinense
1345,Ipira,G,1.0,1.0,Alto Uruguai Catarinense
1346,Ipira,H,,1.0,Alto Uruguai Catarinense
1347,Ipira,I,1.0,-2.0,Alto Uruguai Catarinense
1348,Ipira,K,-1.0,,Alto Uruguai Catarinense
1349,Ipira,N,0.0,,Alto Uruguai Catarinense
1350,Ipira,Q,-1.0,1.0,Alto Uruguai Catarinense
1351,Ipira,S,-1.0,,Alto Uruguai Catarinense
1352,Iporã do Oeste,A,,2.0,Extremo Oeste
1353,Iporã do Oeste,C,-7.0,-6.0,Extremo Oeste
1354,Iporã do Oeste,F,3.0,0.0,Extremo Oeste
1355,Iporã do Oeste,G,-3.0,13.0,Extremo Oeste
1356,Iporã do Oeste,H,3.0,-2.0,Extremo Oeste
1357,Iporã do Oeste,I,,0.0,Extremo Oeste
1358,Iporã do Oeste,K,1.0,-1.0,Extremo Oeste
1359,Iporã do Oeste,M,,2.0,Extremo Oeste
1360,Iporã do Oeste,N,0.0,2.0,Extremo Oeste
1361,Iporã do Oeste,P,0.0,-1.0,Extremo Oeste
1362,Iporã do Oeste,Q,1.0,4.0,Extremo Oeste
1363,Iporã do Oeste,S,-2.0,-1.0,Extremo Oeste
1364,Ipuaçu,A,,1.0,Oeste
1365,Ipuaçu,C,-3.0,-19.0,Oeste
1366,Ipuaçu,G,3.0,-1.0,Oeste
1367,Ipuaçu,H,1.0,-2.0,Oeste
1368,Ipuaçu,I,,0.0,Oeste
1369,Ipuaçu,K,1.0,,Oeste
1370,Ipuaçu,M,,1.0,Oeste
1371,Ipuaçu,Q,1.0,,Oeste
1372,Ipumirim,A,7.0,-4.0,Alto Uruguai Catarinense
1373,Ipumirim,C,-49.0,12.0,Alto Uruguai Catarinense
1374,Ipumirim,E,-4.0,-3.0,Alto Uruguai Catarinense
1375,Ipumirim,F,0.0,,Alto Uruguai Catarinense
1376,Ipumirim,G,-1.0,-1.0,Alto Uruguai Catarinense
1377,Ipumirim,H,-3.0,2.0,Alto Uruguai Catarinense
1378,Ipumirim,I,,-1.0,Alto Uruguai Catarinense
1379,Ipumirim,K,,-1.0,Alto Uruguai Catarinense
1380,Ipumirim,Q,0.0,1.0,Alto Uruguai Catarinense
1381,Ipumirim,S,1.0,3.0,Alto Uruguai Catarinense
1382,Iraceminha,C,-1.0,0.0,Oeste
1383,Iraceminha,F,-2.0,,Oeste
1384,Iraceminha,G,-1.0,7.0,Oeste
1385,Iraceminha,H,,1.0,Oeste
1386,Iraceminha,I,,3.0,Oeste
1387,Iraceminha,K,-1.0,,Oeste
1388,Iraceminha,N,,1.0,Oeste
1389,Iraceminha,S,2.0,4.0,Oeste
1390,Irani,A,0.0,-1.0,Alto Uruguai Catarinense
1391,Irani,C,-2.0,7.0,Alto Uruguai Catarinense
1392,Irani,F,-5.0,11.0,Alto Uruguai Catarinense
1393,Irani,G,0.0,1.0,Alto Uruguai Catarinense
1394,Irani,H,2.0,12.0,Alto Uruguai Catarinense
1395,Irani,I,1.0,0.0,Alto Uruguai Catarinense
1396,Irani,K,-1.0,1.0,Alto Uruguai Catarinense
1397,Irani,M,0.0,-2.0,Alto Uruguai Catarinense
1398,Irani,N,1.0,4.0,Alto Uruguai Catarinense
1399,Irani,P,,-2.0,Alto Uruguai Catarinense
1400,Irani,Q,-2.0,-1.0,Alto Uruguai Catarinense
1401,Irani,S,1.0,-1.0,Alto Uruguai Catarinense
1402,Irati,C,-5.0,-10.0,Oeste
1403,Irati,E,-2.0,-1.0,Oeste
1404,Irati,F,-1.0,,Oeste
1405,Irati,G,1.0,1.0,Oeste
1406,Irati,H,0.0,1.0,Oeste
1407,Irati,S,1.0,1.0,Oeste
1408,Irineópolis,A,-1.0,2.0,Centro-Norte
1409,Irineópolis,C,-1.0,6.0,Centro-Norte
1410,Irineópolis,F,,2.0,Centro-Norte
1411,Irineópolis,G,-4.0,0.0,Centro-Norte
1412,Irineópolis,H,,5.0,Centro-Norte
1413,Irineópolis,I,2.0,,Centro-Norte
1414,Irineópolis,J,1.0,1.0,Centro-Norte
1415,Irineópolis,K,,1.0,Centro-Norte
1416,Irineópolis,M,,-1.0,Centro-Norte
1417,Irineópolis,Q,,0.0,Centro-Norte
1418,Irineópolis,S,,0.0,Centro-Norte
1419,Itá,A,,-2.0,Alto Uruguai Catarinense
1420,Itá,C,-12.0,2.0,Alto Uruguai Catarinense
1421,Itá,E,-1.0,,Alto Uruguai Catarinense
1422,Itá,F,-1.0,-2.0,Alto Uruguai Catarinense
1423,Itá,G,-4.0,3.0,Alto Uruguai Catarinense
1424,Itá,H,-2.0,-3.0,Alto Uruguai Catarinense
1425,Itá,I,5.0,9.0,Alto Uruguai Catarinense
1426,Itá,J,-3.0,,Alto Uruguai Catarinense
1427,Itá,M,1.0,1.0,Alto Uruguai Catarinense
1428,Itá,N,29.0,-5.0,Alto Uruguai Catarinense
1429,Itá,P,3.0,2.0,Alto Uruguai Catarinense
1430,Itá,Q,1.0,,Alto Uruguai Catarinense
1431,Itá,R,3.0,-1.0,Alto Uruguai Catarinense
1432,Itá,S,,3.0,Alto Uruguai Catarinense
1433,Itaiópolis,A,-2.0,-3.0,Planalto Norte
1434,Itaiópolis,C,4.0,-8.0,Planalto Norte
1435,Itaiópolis,F,-1.0,2.0,Planalto Norte
1436,Itaiópolis,G,17.0,18.0,Planalto Norte
1437,Itaiópolis,H,4.0,-1.0,Planalto Norte
1438,Itaiópolis,I,-4.0,1.0,Planalto Norte
1439,Itaiópolis,J,,-1.0,Planalto Norte
1440,Itaiópolis,K,-1.0,,Planalto Norte
1441,Itaiópolis,M,,1.0,Planalto Norte
1442,Itaiópolis,N,-1.0,0.0,Planalto Norte
1443,Itaiópolis,P,-2.0,4.0,Planalto Norte
1444,Itaiópolis,Q,,-1.0,Planalto Norte
1445,Itaiópolis,S,-3.0,4.0,Planalto Norte
1446,Itajaí,A,-25.0,85.0,Foz do Rio Itajaí
1447,Itajaí,B,,7.0,Foz do Rio Itajaí
1448,Itajaí,C,-148.0,280.0,Foz do Rio Itajaí
1449,Itajaí,D,-2.0,2.0,Foz do Rio Itajaí
1450,Itajaí,E,14.0,11.0,Foz do Rio Itajaí
1451,Itajaí,F,-173.0,84.0,Foz do Rio Itajaí
1452,Itajaí,G,126.0,220.0,Foz do Rio Itajaí
1453,Itajaí,H,213.0,350.0,Foz do Rio Itajaí
1454,Itajaí,I,86.0,73.0,Foz do Rio Itajaí
1455,Itajaí,J,-2.0,34.0,Foz do Rio Itajaí
1456,Itajaí,K,5.0,21.0,Foz do Rio Itajaí
1457,Itajaí,L,-6.0,19.0,Foz do Rio Itajaí
1458,Itajaí,M,49.0,40.0,Foz do Rio Itajaí
1459,Itajaí,N,587.0,106.0,Foz do Rio Itajaí
1460,Itajaí,O,-626.0,285.0,Foz do Rio Itajaí
1461,Itajaí,P,-54.0,74.0,Foz do Rio Itajaí
1462,Itajaí,Q,38.0,29.0,Foz do Rio Itajaí
1463,Itajaí,R,4.0,7.0,Foz do Rio Itajaí
1464,Itajaí,S,-74.0,21.0,Foz do Rio Itajaí
1465,Itapema,C,3.0,20.0,Foz do Rio Itajaí
1466,Itapema,E,5.0,-2.0,Foz do Rio Itajaí
1467,Itapema,F,-200.0,238.0,Foz do Rio Itajaí
1468,Itapema,G,266.0,-104.0,Foz do Rio Itajaí
1469,Itapema,H,28.0,47.0,Foz do Rio Itajaí
1470,Itapema,I,206.0,-34.0,Foz do Rio Itajaí
1471,Itapema,J,6.0,4.0,Foz do Rio Itajaí
1472,Itapema,K,4.0,8.0,Foz do Rio Itajaí
1473,Itapema,L,9.0,-3.0,Foz do Rio Itajaí
1474,Itapema,M,-4.0,18.0,Foz do Rio Itajaí
1475,Itapema,N,102.0,106.0,Foz do Rio Itajaí
1476,Itapema,P,-13.0,41.0,Foz do Rio Itajaí
