,Município,COD_SEC,saldo_202012,saldo_202102,vice_presidencia
2934,Sul Brasil,A,,-1.0,Oeste
2935,Sul Brasil,C,-7.0,2.0,Oeste
2936,Sul Brasil,F,,1.0,Oeste
2937,Sul Brasil,G,-2.0,3.0,Oeste
2938,Sul Brasil,H,-2.0,,Oeste
2939,Sul Brasil,P,,0.0,Oeste
2940,Taió,A,3.0,-5.0,Alto Vale do Itajaí
2941,Taió,C,-63.0,12.0,Alto Vale do Itajaí
2942,Taió,E,,-1.0,Alto Vale do Itajaí
2943,Taió,F,-1.0,-1.0,Alto Vale do Itajaí
2944,Taió,G,-8.0,12.0,Alto Vale do Itajaí
2945,Taió,H,0.0,-5.0,Alto Vale do Itajaí
2946,Taió,I,0.0,2.0,Alto Vale do Itajaí
2947,Taió,J,-1.0,2.0,Alto Vale do Itajaí
2948,Taió,K,,1.0,Alto Vale do Itajaí
2949,Taió,M,-8.0,1.0,Alto Vale do Itajaí
2950,Taió,N,-6.0,-2.0,Alto Vale do Itajaí
2951,Taió,P,-1.0,-1.0,Alto Vale do Itajaí
2952,Taió,Q,5.0,-8.0,Alto Vale do Itajaí
2953,Taió,R,2.0,-1.0,Alto Vale do Itajaí
2954,Taió,S,-1.0,3.0,Alto Vale do Itajaí
2955,Tangará,A,-1.0,-2.0,Centro-Oeste
2956,Tangará,C,-28.0,2.0,Centro-Oeste
2957,Tangará,E,-5.0,0.0,Centro-Oeste
2958,Tangará,F,-3.0,4.0,Centro-Oeste
2959,Tangará,G,-5.0,3.0,Centro-Oeste
2960,Tangará,H,0.0,4.0,Centro-Oeste
2961,Tangará,I,-2.0,,Centro-Oeste
2962,Tangará,K,-1.0,2.0,Centro-Oeste
2963,Tangará,M,1.0,-1.0,Centro-Oeste
2964,Tangará,N,1.0,,Centro-Oeste
2965,Tangará,O,,-1.0,Centro-Oeste
2966,Tangará,Q,,-2.0,Centro-Oeste
2967,Tangará,S,-1.0,2.0,Centro-Oeste
2968,Tigrinhos,C,-1.0,11.0,Oeste
2969,Tigrinhos,F,-1.0,,Oeste
2970,Tigrinhos,G,-3.0,3.0,Oeste
2971,Tigrinhos,H,-2.0,2.0,Oeste
2972,Tigrinhos,N,0.0,,Oeste
2973,Tijucas,A,2.0,-4.0,Sudeste
2974,Tijucas,B,0.0,0.0,Sudeste
2975,Tijucas,C,-85.0,95.0,Sudeste
2976,Tijucas,E,-1.0,-2.0,Sudeste
2977,Tijucas,F,-7.0,14.0,Sudeste
2978,Tijucas,G,15.0,109.0,Sudeste
2979,Tijucas,H,10.0,10.0,Sudeste
2980,Tijucas,I,-4.0,24.0,Sudeste
2981,Tijucas,J,2.0,-1.0,Sudeste
2982,Tijucas,K,,3.0,Sudeste
2983,Tijucas,L,-2.0,3.0,Sudeste
2984,Tijucas,M,5.0,4.0,Sudeste
2985,Tijucas,N,-5.0,11.0,Sudeste
2986,Tijucas,P,1.0,20.0,Sudeste
2987,Tijucas,Q,3.0,10.0,Sudeste
2988,Tijucas,R,0.0,0.0,Sudeste
2989,Tijucas,S,-7.0,6.0,Sudeste
2990,Timbé do Sul,B,-1.0,,Sul
2991,Timbé do Sul,C,-1.0,-1.0,Sul
2992,Timbé do Sul,F,-10.0,-2.0,Sul
2993,Timbé do Sul,G,1.0,3.0,Sul
2994,Timbé do Sul,J,1.0,,Sul
2995,Timbé do Sul,N,,1.0,Sul
2996,Timbé do Sul,P,0.0,,Sul
2997,Timbé do Sul,Q,1.0,,Sul
2998,Timbé do Sul,S,-3.0,5.0,Sul
2999,Timbó,A,0.0,0.0,Vale do Itajaí
3000,Timbó,B,,2.0,Vale do Itajaí
3001,Timbó,C,-367.0,297.0,Vale do Itajaí
3002,Timbó,E,-1.0,1.0,Vale do Itajaí
3003,Timbó,F,-8.0,8.0,Vale do Itajaí
3004,Timbó,G,-11.0,4.0,Vale do Itajaí
3005,Timbó,H,2.0,5.0,Vale do Itajaí
3006,Timbó,I,-1.0,7.0,Vale do Itajaí
3007,Timbó,J,5.0,0.0,Vale do Itajaí
3008,Timbó,K,-2.0,4.0,Vale do Itajaí
3009,Timbó,L,-1.0,1.0,Vale do Itajaí
3010,Timbó,M,-1.0,3.0,Vale do Itajaí
3011,Timbó,N,0.0,3.0,Vale do Itajaí
3012,Timbó,O,-1.0,,Vale do Itajaí
3013,Timbó,P,-15.0,15.0,Vale do Itajaí
3014,Timbó,Q,2.0,8.0,Vale do Itajaí
3015,Timbó,R,-1.0,1.0,Vale do Itajaí
3016,Timbó,S,4.0,14.0,Vale do Itajaí
3017,Timbó,T,,2.0,Vale do Itajaí
3018,Timbó Grande,A,-9.0,-2.0,Centro-Norte
3019,Timbó Grande,C,-41.0,-4.0,Centro-Norte
3020,Timbó Grande,G,-2.0,12.0,Centro-Norte
3021,Timbó Grande,I,,-1.0,Centro-Norte
3022,Timbó Grande,J,,1.0,Centro-Norte
3023,Timbó Grande,N,1.0,-3.0,Centro-Norte
3024,Timbó Grande,S,,2.0,Centro-Norte
3025,Três Barras,A,-15.0,17.0,Centro-Norte
3026,Três Barras,B,,0.0,Centro-Norte
3027,Três Barras,C,-107.0,51.0,Centro-Norte
3028,Três Barras,F,-124.0,-8.0,Centro-Norte
3029,Três Barras,G,7.0,18.0,Centro-Norte
3030,Três Barras,H,-11.0,17.0,Centro-Norte
3031,Três Barras,I,-4.0,3.0,Centro-Norte
3032,Três Barras,J,,-1.0,Centro-Norte
3033,Três Barras,M,,-1.0,Centro-Norte
3034,Três Barras,N,,1.0,Centro-Norte
3035,Três Barras,O,-120.0,0.0,Centro-Norte
3036,Três Barras,P,-3.0,0.0,Centro-Norte
3037,Três Barras,Q,8.0,5.0,Centro-Norte
3038,Três Barras,S,-3.0,2.0,Centro-Norte
3039,Treviso,B,6.0,7.0,Sul
3040,Treviso,C,-11.0,7.0,Sul
3041,Treviso,D,-1.0,1.0,Sul
3042,Treviso,F,0.0,0.0,Sul
3043,Treviso,G,-1.0,-2.0,Sul
3044,Treviso,H,0.0,-4.0,Sul
3045,Treviso,Q,,-7.0,Sul
3046,Treviso,S,,1.0,Sul
3047,Treze de Maio,C,-17.0,39.0,Litoral Sul
3048,Treze de Maio,D,-1.0,-2.0,Litoral Sul
3049,Treze de Maio,F,-4.0,4.0,Litoral Sul
3050,Treze de Maio,G,-5.0,15.0,Litoral Sul
3051,Treze de Maio,H,-1.0,6.0,Litoral Sul
3052,Treze de Maio,K,1.0,,Litoral Sul
3053,Treze de Maio,L,-1.0,,Litoral Sul
3054,Treze de Maio,M,63.0,-10.0,Litoral Sul
3055,Treze de Maio,N,,1.0,Litoral Sul
3056,Treze de Maio,P,,1.0,Litoral Sul
3057,Treze de Maio,Q,1.0,1.0,Litoral Sul
3058,Treze de Maio,R,,2.0,Litoral Sul
3059,Treze Tílias,A,-3.0,0.0,Centro-Oeste
3060,Treze Tílias,B,-1.0,-2.0,Centro-Oeste
3061,Treze Tílias,C,-40.0,35.0,Centro-Oeste
3062,Treze Tílias,F,-1.0,8.0,Centro-Oeste
3063,Treze Tílias,G,-9.0,10.0,Centro-Oeste
3064,Treze Tílias,H,-2.0,-1.0,Centro-Oeste
3065,Treze Tílias,I,-1.0,7.0,Centro-Oeste
3066,Treze Tílias,J,,0.0,Centro-Oeste
3067,Treze Tílias,K,1.0,0.0,Centro-Oeste
3068,Treze Tílias,M,7.0,0.0,Centro-Oeste
3069,Treze Tílias,N,4.0,1.0,Centro-Oeste
3070,Treze Tílias,O,-13.0,19.0,Centro-Oeste
3071,Treze Tílias,P,2.0,-1.0,Centro-Oeste
3072,Treze Tílias,Q,,1.0,Centro-Oeste
3073,Treze Tílias,R,-5.0,2.0,Centro-Oeste
3074,Treze Tílias,S,1.0,2.0,Centro-Oeste
3075,Trombudo Central,B,-2.0,2.0,Alto Vale do Itajaí
3076,Trombudo Central,C,-35.0,18.0,Alto Vale do Itajaí
3077,Trombudo Central,F,-1.0,1.0,Alto Vale do Itajaí
3078,Trombudo Central,G,-3.0,5.0,Alto Vale do Itajaí
3079,Trombudo Central,H,-2.0,0.0,Alto Vale do Itajaí
3080,Trombudo Central,I,-1.0,2.0,Alto Vale do Itajaí
3081,Trombudo Central,J,-1.0,-1.0,Alto Vale do Itajaí
3082,Trombudo Central,K,,-1.0,Alto Vale do Itajaí
3083,Trombudo Central,M,-2.0,2.0,Alto Vale do Itajaí
3084,Trombudo Central,N,-9.0,-1.0,Alto Vale do Itajaí
3085,Trombudo Central,P,,-1.0,Alto Vale do Itajaí
3086,Trombudo Central,Q,1.0,2.0,Alto Vale do Itajaí
3087,Trombudo Central,S,-1.0,7.0,Alto Vale do Itajaí
3088,Tubarão,A,,0.0,Litoral Sul
3089,Tubarão,B,-1.0,1.0,Litoral Sul
3090,Tubarão,C,-151.0,148.0,Litoral Sul
3091,Tubarão,D,1.0,3.0,Litoral Sul
3092,Tubarão,E,-1.0,4.0,Litoral Sul
3093,Tubarão,F,-1.0,38.0,Litoral Sul
3094,Tubarão,G,107.0,84.0,Litoral Sul
3095,Tubarão,H,2.0,63.0,Litoral Sul
3096,Tubarão,I,8.0,28.0,Litoral Sul
3097,Tubarão,J,5.0,14.0,Litoral Sul
3098,Tubarão,K,4.0,5.0,Litoral Sul
3099,Tubarão,L,-4.0,-5.0,Litoral Sul
3100,Tubarão,M,-6.0,-2.0,Litoral Sul
3101,Tubarão,N,-28.0,37.0,Litoral Sul
3102,Tubarão,P,-84.0,106.0,Litoral Sul
3103,Tubarão,Q,-8.0,22.0,Litoral Sul
3104,Tubarão,R,-25.0,2.0,Litoral Sul
3105,Tubarão,S,18.0,30.0,Litoral Sul
3106,Tunápolis,A,1.0,5.0,Extremo Oeste
3107,Tunápolis,C,-7.0,1.0,Extremo Oeste
3108,Tunápolis,F,,-1.0,Extremo Oeste
3109,Tunápolis,G,2.0,5.0,Extremo Oeste
3110,Tunápolis,H,-2.0,-1.0,Extremo Oeste
3111,Tunápolis,I,-1.0,,Extremo Oeste
3112,Tunápolis,N,1.0,,Extremo Oeste
3113,Tunápolis,Q,0.0,1.0,Extremo Oeste
3114,Tunápolis,R,,-1.0,Extremo Oeste
3115,Tunápolis,S,-1.0,2.0,Extremo Oeste
3116,Turvo,A,-2.0,5.0,Sul
3117,Turvo,C,-14.0,35.0,Sul
3118,Turvo,D,1.0,0.0,Sul
3119,Turvo,F,0.0,3.0,Sul
3120,Turvo,G,14.0,13.0,Sul
3121,Turvo,H,3.0,-9.0,Sul
3122,Turvo,I,-2.0,0.0,Sul
3123,Turvo,J,1.0,-1.0,Sul
3124,Turvo,K,1.0,-2.0,Sul
3125,Turvo,L,,1.0,Sul
3126,Turvo,M,2.0,2.0,Sul
3127,Turvo,N,1.0,2.0,Sul
3128,Turvo,P,-1.0,4.0,Sul
3129,Turvo,Q,-1.0,4.0,Sul
3130,Turvo,S,3.0,-3.0,Sul
3131,União do Oeste,A,-2.0,-2.0,Oeste
3132,União do Oeste,C,-2.0,8.0,Oeste
3133,União do Oeste,G,1.0,-1.0,Oeste
3134,União do Oeste,H,-3.0,,Oeste
3135,União do Oeste,K,,1.0,Oeste
3136,União do Oeste,S,-1.0,,Oeste
3137,Urubici,A,,20.0,Serra Catarinense
3138,Urubici,C,1.0,3.0,Serra Catarinense
3139,Urubici,F,,0.0,Serra Catarinense
3140,Urubici,G,10.0,10.0,Serra Catarinense
3141,Urubici,H,,1.0,Serra Catarinense
3142,Urubici,I,12.0,9.0,Serra Catarinense
3143,Urubici,J,,2.0,Serra Catarinense
3144,Urubici,K,,0.0,Serra Catarinense
3145,Urubici,L,1.0,,Serra Catarinense
3146,Urubici,M,,-1.0,Serra Catarinense
3147,Urubici,N,,-1.0,Serra Catarinense
3148,Urubici,Q,-2.0,1.0,Serra Catarinense
3149,Urubici,R,2.0,,Serra Catarinense
3150,Urubici,S,-6.0,6.0,Serra Catarinense
3151,Urupema,A,-53.0,47.0,Serra Catarinense
3152,Urupema,C,,17.0,Serra Catarinense
3153,Urupema,G,,5.0,Serra Catarinense
3154,Urupema,I,2.0,1.0,Serra Catarinense
3155,Urupema,K,0.0,,Serra Catarinense
3156,Urupema,N,,1.0,Serra Catarinense
3157,Urussanga,A,2.0,-1.0,Sul
3158,Urussanga,B,-2.0,-1.0,Sul
3159,Urussanga,C,-53.0,71.0,Sul
3160,Urussanga,E,-1.0,,Sul
3161,Urussanga,F,-5.0,6.0,Sul
3162,Urussanga,G,11.0,-9.0,Sul
3163,Urussanga,H,0.0,1.0,Sul
3164,Urussanga,I,-2.0,2.0,Sul
3165,Urussanga,J,1.0,0.0,Sul
3166,Urussanga,M,-2.0,0.0,Sul
3167,Urussanga,N,-1.0,14.0,Sul
3168,Urussanga,O,1.0,,Sul
3169,Urussanga,P,1.0,10.0,Sul
3170,Urussanga,Q,3.0,2.0,Sul
3171,Urussanga,R,,1.0,Sul
3172,Urussanga,S,-1.0,3.0,Sul
3173,Vargeão,A,1.0,-3.0,Oeste
3174,Vargeão,C,-12.0,19.0,Oeste
3175,Vargeão,F,-1.0,0.0,Oeste
3176,Vargeão,G,-2.0,2.0,Oeste
3177,Vargeão,H,-1.0,2.0,Oeste
3178,Vargeão,I,0.0,,Oeste
3179,Vargeão,M,,-1.0,Oeste
3180,Vargeão,N,,1.0,Oeste
3181,Vargeão,O,-2.0,,Oeste
3182,Vargeão,Q,,-1.0,Oeste
3183,Vargem,A,,-1.0,Centro-Oeste
3184,Vargem,C,2.0,1.0,Centro-Oeste
3185,Vargem,F,-1.0,76.0,Centro-Oeste
3186,Vargem,G,0.0,0.0,Centro-Oeste
3187,Vargem,H,,1.0,Centro-Oeste
3188,Vargem,S,,0.0,Centro-Oeste
3189,Vargem Bonita,A,,5.0,Centro-Oeste
3190,Vargem Bonita,B,0.0,1.0,Centro-Oeste
3191,Vargem Bonita,C,-6.0,17.0,Centro-Oeste
3192,Vargem Bonita,F,1.0,2.0,Centro-Oeste
3193,Vargem Bonita,G,-4.0,4.0,Centro-Oeste
3194,Vargem Bonita,H,1.0,4.0,Centro-Oeste
3195,Vargem Bonita,I,1.0,2.0,Centro-Oeste
3196,Vargem Bonita,N,-1.0,,Centro-Oeste
3197,Vargem Bonita,S,1.0,1.0,Centro-Oeste
3198,Vidal Ramos,A,0.0,-1.0,Vale do Itajaí Mirim
3199,Vidal Ramos,B,0.0,4.0,Vale do Itajaí Mirim
3200,Vidal Ramos,C,2.0,7.0,Vale do Itajaí Mirim
3201,Vidal Ramos,F,,2.0,Vale do Itajaí Mirim
3202,Vidal Ramos,G,-3.0,15.0,Vale do Itajaí Mirim
3203,Vidal Ramos,H,-1.0,1.0,Vale do Itajaí Mirim
3204,Vidal Ramos,I,0.0,-2.0,Vale do Itajaí Mirim
3205,Vidal Ramos,M,-1.0,,Vale do Itajaí Mirim
3206,Vidal Ramos,N,-1.0,,Vale do Itajaí Mirim
3207,Vidal Ramos,Q,,1.0,Vale do Itajaí Mirim
3208,Vidal Ramos,S,,1.0,Vale do Itajaí Mirim
3209,Videira,A,-21.0,31.0,Centro-Norte
3210,Videira,B,,-1.0,Centro-Norte
3211,Videira,C,-253.0,106.0,Centro-Norte
3212,Videira,E,-5.0,0.0,Centro-Norte
3213,Videira,F,-13.0,-53.0,Centro-Norte
3214,Videira,G,-15.0,25.0,Centro-Norte
3215,Videira,H,-18.0,-11.0,Centro-Norte
3216,Videira,I,-1.0,23.0,Centro-Norte
3217,Videira,J,1.0,3.0,Centro-Norte
3218,Videira,K,1.0,12.0,Centro-Norte
3219,Videira,L,1.0,5.0,Centro-Norte
3220,Videira,M,-9.0,4.0,Centro-Norte
3221,Videira,N,-34.0,54.0,Centro-Norte
3222,Videira,O,-103.0,115.0,Centro-Norte
3223,Videira,P,-10.0,21.0,Centro-Norte
3224,Videira,Q,8.0,18.0,Centro-Norte
3225,Videira,R,,1.0,Centro-Norte
3226,Videira,S,-5.0,7.0,Centro-Norte
3227,Videira,T,1.0,,Centro-Norte
3228,Vitor Meireles,A,,-1.0,Alto Vale do Itajaí
3229,Vitor Meireles,C,-16.0,5.0,Alto Vale do Itajaí
3230,Vitor Meireles,E,0.0,4.0,Alto Vale do Itajaí
3231,Vitor Meireles,F,,1.0,Alto Vale do Itajaí
3232,Vitor Meireles,G,0.0,0.0,Alto Vale do Itajaí
3233,Vitor Meireles,H,-4.0,-7.0,Alto Vale do Itajaí
3234,Vitor Meireles,K,0.0,,Alto Vale do Itajaí
3235,Vitor Meireles,P,-1.0,2.0,Alto Vale do Itajaí
3236,Vitor Meireles,Q,-1.0,,Alto Vale do Itajaí
3237,Vitor Meireles,S,1.0,1.0,Alto Vale do Itajaí
3238,Witmarsum,C,-18.0,9.0,Alto Vale do Itajaí
3239,Witmarsum,G,-1.0,6.0,Alto Vale do Itajaí
3240,Witmarsum,H,-1.0,2.0,Alto Vale do Itajaí
3241,Witmarsum,M,,1.0,Alto Vale do Itajaí
3242,Witmarsum,Q,0.0,0.0,Alto Vale do Itajaí
3243,Witmarsum,S,,-1.0,Alto Vale do Itajaí
3244,Xanxerê,A,4.0,7.0,Oeste
3245,Xanxerê,C,-97.0,73.0,Oeste
3246,Xanxerê,D,-9.0,1.0,Oeste
3247,Xanxerê,E,-7.0,8.0,Oeste
3248,Xanxerê,F,-41.0,0.0,Oeste
3249,Xanxerê,G,-13.0,47.0,Oeste
3250,Xanxerê,H,-12.0,-4.0,Oeste
3251,Xanxerê,I,7.0,2.0,Oeste
3252,Xanxerê,J,2.0,2.0,Oeste
3253,Xanxerê,K,-3.0,1.0,Oeste
3254,Xanxerê,L,-1.0,2.0,Oeste
3255,Xanxerê,M,-1.0,6.0,Oeste
3256,Xanxerê,N,-19.0,28.0,Oeste
3257,Xanxerê,O,-94.0,116.0,Oeste
3258,Xanxerê,P,-26.0,60.0,Oeste
3259,Xanxerê,Q,12.0,13.0,Oeste
3260,Xanxerê,R,0.0,-2.0,Oeste
3261,Xanxerê,S,1.0,22.0,Oeste
3262,Xavantina,A,1.0,0.0,Alto Uruguai Catarinense
3263,Xavantina,C,,2.0,Alto Uruguai Catarinense
3264,Xavantina,G,0.0,2.0,Alto Uruguai Catarinense
3265,Xavantina,H,4.0,-2.0,Alto Uruguai Catarinense
3266,Xavantina,I,,-1.0,Alto Uruguai Catarinense
3267,Xavantina,K,,1.0,Alto Uruguai Catarinense
3268,Xavantina,Q,-1.0,,Alto Uruguai Catarinense
3269,Xavantina,S,,1.0,Alto Uruguai Catarinense
3270,Xaxim,A,18.0,-6.0,Oeste
3271,Xaxim,C,-25.0,106.0,Oeste
3272,Xaxim,E,,-1.0,Oeste
3273,Xaxim,F,-24.0,40.0,Oeste
3274,Xaxim,G,-5.0,24.0,Oeste
3275,Xaxim,H,7.0,23.0,Oeste
3276,Xaxim,I,-5.0,5.0,Oeste
3277,Xaxim,J,3.0,2.0,Oeste
3278,Xaxim,K,-4.0,26.0,Oeste
3279,Xaxim,L,,0.0,Oeste
3280,Xaxim,M,-2.0,0.0,Oeste
3281,Xaxim,N,1.0,14.0,Oeste
3282,Xaxim,P,1.0,3.0,Oeste
3283,Xaxim,Q,0.0,8.0,Oeste
3284,Xaxim,R,-2.0,,Oeste
3285,Xaxim,S,-1.0,5.0,Oeste
3286,Zortéa,A,0.0,0.0,Centro-Oeste
3287,Zortéa,F,-2.0,0.0,Centro-Oeste
3288,Zortéa,G,0.0,0.0,Centro-Oeste
3289,Zortéa,H,-3.0,,Centro-Oeste
3290,Zortéa,M,1.0,,Centro-Oeste
3291,Zortéa,S,,1.0,Centro-Oeste
