,Column1,Município,Setor,Porte,Empresas,Empregados,Unnamed: 5,Fonte dos dados: RAIS (2019),vice_presidencia
313,313,Balneário Rincão,SERVIÇOS,Micro,53,112,0,0,Sul
314,314,Balneário Rincão,SERVIÇOS,Pequena,5,134,0,0,Sul
315,315,Balneário Rincão,TRANSPORTE,Micro,17,20,0,0,Sul
316,316,Bandeirante,AGROPECUÁRIA,Micro,7,7,0,0,Extremo Oeste
317,317,Bandeirante,COMÉRCIO,Micro,16,31,0,0,Extremo Oeste
318,318,Bandeirante,INDÚSTRIA,Micro,10,18,0,0,Extremo Oeste
319,319,Bandeirante,INDÚSTRIA,Média,1,159,0,0,Extremo Oeste
320,320,Bandeirante,SERVIÇOS,Grande,1,156,0,0,Extremo Oeste
321,321,Bandeirante,SERVIÇOS,Micro,10,13,0,0,Extremo Oeste
322,322,Bandeirante,TRANSPORTE,Micro,1,1,0,0,Extremo Oeste
323,323,Barra Bonita,AGROPECUÁRIA,Micro,3,7,0,0,Extremo Oeste
324,324,Barra Bonita,COMÉRCIO,Micro,6,11,0,0,Extremo Oeste
325,325,Barra Bonita,INDÚSTRIA,Micro,7,20,0,0,Extremo Oeste
326,326,Barra Bonita,INDÚSTRIA,Pequena,1,27,0,0,Extremo Oeste
327,327,Barra Bonita,SERVIÇOS,Grande,1,115,0,0,Extremo Oeste
328,328,Barra Bonita,SERVIÇOS,Micro,2,6,0,0,Extremo Oeste
329,329,Barra Bonita,TRANSPORTE,Micro,6,4,0,0,Extremo Oeste
330,330,Barra Velha,AGROPECUÁRIA,Micro,16,35,0,0,Vale do Itapocu
331,331,Barra Velha,AGROPECUÁRIA,Pequena,2,41,0,0,Vale do Itapocu
332,332,Barra Velha,COMÉRCIO,Grande,5,2725,0,0,Vale do Itapocu
333,333,Barra Velha,COMÉRCIO,Micro,323,453,0,0,Vale do Itapocu
334,334,Barra Velha,COMÉRCIO,Média,2,186,0,0,Vale do Itapocu
335,335,Barra Velha,COMÉRCIO,Pequena,37,666,0,0,Vale do Itapocu
336,336,Barra Velha,INDÚSTRIA,Micro,170,430,0,0,Vale do Itapocu
337,337,Barra Velha,INDÚSTRIA,Média,1,159,0,0,Vale do Itapocu
338,338,Barra Velha,INDÚSTRIA,Pequena,10,403,0,0,Vale do Itapocu
339,339,Barra Velha,SERVIÇOS,Grande,1,779,0,0,Vale do Itapocu
340,340,Barra Velha,SERVIÇOS,Micro,239,361,0,0,Vale do Itapocu
341,341,Barra Velha,SERVIÇOS,Pequena,30,492,0,0,Vale do Itapocu
342,342,Barra Velha,TRANSPORTE,Grande,1,728,0,0,Vale do Itapocu
343,343,Barra Velha,TRANSPORTE,Micro,31,68,0,0,Vale do Itapocu
344,344,Barra Velha,TRANSPORTE,Pequena,8,137,0,0,Vale do Itapocu
345,345,Bela Vista do Toldo,AGROPECUÁRIA,Micro,24,25,0,0,Centro-Norte
346,346,Bela Vista do Toldo,COMÉRCIO,Micro,27,79,0,0,Centro-Norte
347,347,Bela Vista do Toldo,COMÉRCIO,Pequena,1,13,0,0,Centro-Norte
348,348,Bela Vista do Toldo,INDÚSTRIA,Micro,7,24,0,0,Centro-Norte
349,349,Bela Vista do Toldo,SERVIÇOS,Grande,1,263,0,0,Centro-Norte
350,350,Bela Vista do Toldo,SERVIÇOS,Micro,11,22,0,0,Centro-Norte
351,351,Bela Vista do Toldo,SERVIÇOS,Média,1,84,0,0,Centro-Norte
352,352,Bela Vista do Toldo,TRANSPORTE,Micro,4,10,0,0,Centro-Norte
353,353,Belmonte,AGROPECUÁRIA,Micro,6,5,0,0,Extremo Oeste
354,354,Belmonte,COMÉRCIO,Micro,17,29,0,0,Extremo Oeste
355,355,Belmonte,COMÉRCIO,Pequena,1,20,0,0,Extremo Oeste
356,356,Belmonte,INDÚSTRIA,Micro,5,7,0,0,Extremo Oeste
357,357,Belmonte,SERVIÇOS,Grande,1,117,0,0,Extremo Oeste
358,358,Belmonte,SERVIÇOS,Micro,7,13,0,0,Extremo Oeste
359,359,Belmonte,TRANSPORTE,Micro,7,19,0,0,Extremo Oeste
360,360,Belmonte,TRANSPORTE,Pequena,3,69,0,0,Extremo Oeste
361,361,Benedito Novo,AGROPECUÁRIA,Micro,14,14,0,0,Vale do Itajaí
362,362,Benedito Novo,COMÉRCIO,Micro,54,116,0,0,Vale do Itajaí
363,363,Benedito Novo,COMÉRCIO,Pequena,9,148,0,0,Vale do Itajaí
364,364,Benedito Novo,INDÚSTRIA,Micro,130,537,0,0,Vale do Itajaí
365,365,Benedito Novo,INDÚSTRIA,Média,2,310,0,0,Vale do Itajaí
366,366,Benedito Novo,INDÚSTRIA,Pequena,25,1029,0,0,Vale do Itajaí
367,367,Benedito Novo,SERVIÇOS,Grande,1,300,0,0,Vale do Itajaí
368,368,Benedito Novo,SERVIÇOS,Micro,53,95,0,0,Vale do Itajaí
369,369,Benedito Novo,SERVIÇOS,Pequena,4,57,0,0,Vale do Itajaí
370,370,Benedito Novo,TRANSPORTE,Micro,10,19,0,0,Vale do Itajaí
371,371,Benedito Novo,TRANSPORTE,Pequena,2,40,0,0,Vale do Itajaí
372,372,Biguaçu,AGROPECUÁRIA,Micro,27,57,0,0,Sudeste
373,373,Biguaçu,AGROPECUÁRIA,Média,1,69,0,0,Sudeste
374,374,Biguaçu,AGROPECUÁRIA,Pequena,4,54,0,0,Sudeste
375,375,Biguaçu,COMÉRCIO,Grande,5,967,0,0,Sudeste
376,376,Biguaçu,COMÉRCIO,Micro,502,703,0,0,Sudeste
377,377,Biguaçu,COMÉRCIO,Média,8,724,0,0,Sudeste
378,378,Biguaçu,COMÉRCIO,Pequena,74,1428,0,0,Sudeste
379,379,Biguaçu,INDÚSTRIA,Grande,2,1740,0,0,Sudeste
380,380,Biguaçu,INDÚSTRIA,Micro,388,1259,0,0,Sudeste
381,381,Biguaçu,INDÚSTRIA,Média,3,670,0,0,Sudeste
382,382,Biguaçu,INDÚSTRIA,Pequena,40,1529,0,0,Sudeste
383,383,Biguaçu,SERVIÇOS,Grande,2,1740,0,0,Sudeste
384,384,Biguaçu,SERVIÇOS,Micro,387,561,0,0,Sudeste
385,385,Biguaçu,SERVIÇOS,Média,4,296,0,0,Sudeste
386,386,Biguaçu,SERVIÇOS,Pequena,54,850,0,0,Sudeste
387,387,Biguaçu,TRANSPORTE,Grande,2,414,0,0,Sudeste
388,388,Biguaçu,TRANSPORTE,Micro,83,82,0,0,Sudeste
389,389,Biguaçu,TRANSPORTE,Média,3,207,0,0,Sudeste
390,390,Biguaçu,TRANSPORTE,Pequena,26,616,0,0,Sudeste
391,391,Blumenau,AGROPECUÁRIA,Micro,17,28,0,0,Vale do Itajaí
392,392,Blumenau,AGROPECUÁRIA,Média,1,74,0,0,Vale do Itajaí
393,393,Blumenau,AGROPECUÁRIA,Pequena,3,38,0,0,Vale do Itajaí
394,394,Blumenau,COMÉRCIO,Grande,24,5737,0,0,Vale do Itajaí
395,395,Blumenau,COMÉRCIO,Micro,3178,2362,0,0,Vale do Itajaí
396,396,Blumenau,COMÉRCIO,Média,35,2729,0,0,Vale do Itajaí
397,397,Blumenau,COMÉRCIO,Pequena,455,7326,0,0,Vale do Itajaí
398,398,Blumenau,INDÚSTRIA,Grande,10,10735,0,0,Vale do Itajaí
399,399,Blumenau,INDÚSTRIA,Micro,2378,5658,0,0,Vale do Itajaí
400,400,Blumenau,INDÚSTRIA,Média,54,12454,0,0,Vale do Itajaí
401,401,Blumenau,INDÚSTRIA,Pequena,270,9472,0,0,Vale do Itajaí
402,402,Blumenau,SERVIÇOS,Grande,55,27746,0,0,Vale do Itajaí
403,403,Blumenau,SERVIÇOS,Micro,3621,3009,0,0,Vale do Itajaí
404,404,Blumenau,SERVIÇOS,Média,48,3434,0,0,Vale do Itajaí
405,405,Blumenau,SERVIÇOS,Pequena,625,10202,0,0,Vale do Itajaí
406,406,Blumenau,TRANSPORTE,Grande,3,1491,0,0,Vale do Itajaí
407,407,Blumenau,TRANSPORTE,Micro,367,281,0,0,Vale do Itajaí
408,408,Blumenau,TRANSPORTE,Média,11,635,0,0,Vale do Itajaí
409,409,Blumenau,TRANSPORTE,Pequena,99,1420,0,0,Vale do Itajaí
410,410,Bocaina do Sul,AGROPECUÁRIA,Micro,21,30,0,0,Serra Catarinense
411,411,Bocaina do Sul,AGROPECUÁRIA,Pequena,1,13,0,0,Serra Catarinense
412,412,Bocaina do Sul,COMÉRCIO,Micro,26,62,0,0,Serra Catarinense
413,413,Bocaina do Sul,INDÚSTRIA,Micro,9,35,0,0,Serra Catarinense
414,414,Bocaina do Sul,INDÚSTRIA,Pequena,1,22,0,0,Serra Catarinense
415,415,Bocaina do Sul,SERVIÇOS,Grande,1,251,0,0,Serra Catarinense
416,416,Bocaina do Sul,SERVIÇOS,Micro,8,21,0,0,Serra Catarinense
417,417,Bocaina do Sul,SERVIÇOS,Pequena,2,29,0,0,Serra Catarinense
418,418,Bocaina do Sul,TRANSPORTE,Micro,2,3,0,0,Serra Catarinense
419,419,Bom Jardim da Serra,AGROPECUÁRIA,Micro,74,45,0,0,Serra Catarinense
420,420,Bom Jardim da Serra,AGROPECUÁRIA,Pequena,2,26,0,0,Serra Catarinense
421,421,Bom Jardim da Serra,COMÉRCIO,Micro,26,43,0,0,Serra Catarinense
422,422,Bom Jardim da Serra,COMÉRCIO,Pequena,3,42,0,0,Serra Catarinense
423,423,Bom Jardim da Serra,INDÚSTRIA,Micro,10,34,0,0,Serra Catarinense
424,424,Bom Jardim da Serra,SERVIÇOS,Grande,1,263,0,0,Serra Catarinense
425,425,Bom Jardim da Serra,SERVIÇOS,Micro,28,66,0,0,Serra Catarinense
426,426,Bom Jardim da Serra,SERVIÇOS,Pequena,4,60,0,0,Serra Catarinense
427,427,Bom Jardim da Serra,TRANSPORTE,Micro,2,3,0,0,Serra Catarinense
428,428,Bom Jesus,AGROPECUÁRIA,Micro,16,32,0,0,Oeste
429,429,Bom Jesus,AGROPECUÁRIA,Pequena,2,23,0,0,Oeste
430,430,Bom Jesus,COMÉRCIO,Micro,27,52,0,0,Oeste
431,431,Bom Jesus,COMÉRCIO,Pequena,2,37,0,0,Oeste
432,432,Bom Jesus,INDÚSTRIA,Micro,9,31,0,0,Oeste
433,433,Bom Jesus,INDÚSTRIA,Pequena,1,44,0,0,Oeste
434,434,Bom Jesus,SERVIÇOS,Grande,1,188,0,0,Oeste
435,435,Bom Jesus,SERVIÇOS,Micro,12,27,0,0,Oeste
436,436,Bom Jesus,SERVIÇOS,Pequena,1,30,0,0,Oeste
437,437,Bom Jesus,TRANSPORTE,Micro,19,24,0,0,Oeste
438,438,Bom Jesus,TRANSPORTE,Pequena,1,10,0,0,Oeste
439,439,Bom Jesus do Oeste,AGROPECUÁRIA,Micro,5,8,0,0,Oeste
440,440,Bom Jesus do Oeste,COMÉRCIO,Micro,21,27,0,0,Oeste
441,441,Bom Jesus do Oeste,COMÉRCIO,Pequena,1,13,0,0,Oeste
442,442,Bom Jesus do Oeste,INDÚSTRIA,Micro,8,24,0,0,Oeste
443,443,Bom Jesus do Oeste,INDÚSTRIA,Pequena,1,29,0,0,Oeste
444,444,Bom Jesus do Oeste,SERVIÇOS,Grande,1,116,0,0,Oeste
445,445,Bom Jesus do Oeste,SERVIÇOS,Micro,7,14,0,0,Oeste
446,446,Bom Jesus do Oeste,TRANSPORTE,Micro,11,19,0,0,Oeste
447,447,Bom Retiro,AGROPECUÁRIA,Micro,63,75,0,0,Serra Catarinense
448,448,Bom Retiro,AGROPECUÁRIA,Média,1,81,0,0,Serra Catarinense
449,449,Bom Retiro,AGROPECUÁRIA,Pequena,9,188,0,0,Serra Catarinense
450,450,Bom Retiro,COMÉRCIO,Micro,84,148,0,0,Serra Catarinense
451,451,Bom Retiro,COMÉRCIO,Pequena,7,126,0,0,Serra Catarinense
452,452,Bom Retiro,INDÚSTRIA,Micro,32,132,0,0,Serra Catarinense
453,453,Bom Retiro,INDÚSTRIA,Pequena,4,116,0,0,Serra Catarinense
454,454,Bom Retiro,SERVIÇOS,Grande,1,343,0,0,Serra Catarinense
455,455,Bom Retiro,SERVIÇOS,Micro,56,124,0,0,Serra Catarinense
456,456,Bom Retiro,SERVIÇOS,Pequena,6,114,0,0,Serra Catarinense
457,457,Bom Retiro,TRANSPORTE,Micro,14,23,0,0,Serra Catarinense
458,458,Bombinhas,AGROPECUÁRIA,Micro,22,36,0,0,Foz do Rio Itajaí
459,459,Bombinhas,AGROPECUÁRIA,Pequena,5,75,0,0,Foz do Rio Itajaí
460,460,Bombinhas,COMÉRCIO,Grande,1,128,0,0,Foz do Rio Itajaí
461,461,Bombinhas,COMÉRCIO,Micro,272,365,0,0,Foz do Rio Itajaí
462,462,Bombinhas,COMÉRCIO,Média,3,254,0,0,Foz do Rio Itajaí
463,463,Bombinhas,COMÉRCIO,Pequena,16,318,0,0,Foz do Rio Itajaí
464,464,Bombinhas,INDÚSTRIA,Micro,125,282,0,0,Foz do Rio Itajaí
465,465,Bombinhas,INDÚSTRIA,Pequena,13,464,0,0,Foz do Rio Itajaí
466,466,Bombinhas,SERVIÇOS,Grande,1,1187,0,0,Foz do Rio Itajaí
467,467,Bombinhas,SERVIÇOS,Micro,487,395,0,0,Foz do Rio Itajaí
468,468,Bombinhas,SERVIÇOS,Média,2,109,0,0,Foz do Rio Itajaí
469,469,Bombinhas,SERVIÇOS,Pequena,80,1108,0,0,Foz do Rio Itajaí
470,470,Bombinhas,TRANSPORTE,Micro,13,27,0,0,Foz do Rio Itajaí
471,471,Bombinhas,TRANSPORTE,Pequena,2,31,0,0,Foz do Rio Itajaí
472,472,Botuverá,AGROPECUÁRIA,Micro,2,4,0,0,Vale do Itajaí Mirim
473,473,Botuverá,AGROPECUÁRIA,Pequena,1,18,0,0,Vale do Itajaí Mirim
474,474,Botuverá,COMÉRCIO,Micro,21,65,0,0,Vale do Itajaí Mirim
475,475,Botuverá,COMÉRCIO,Pequena,1,10,0,0,Vale do Itajaí Mirim
476,476,Botuverá,INDÚSTRIA,Micro,56,260,0,0,Vale do Itajaí Mirim
477,477,Botuverá,INDÚSTRIA,Média,3,607,0,0,Vale do Itajaí Mirim
478,478,Botuverá,INDÚSTRIA,Pequena,16,856,0,0,Vale do Itajaí Mirim
479,479,Botuverá,SERVIÇOS,Grande,1,235,0,0,Vale do Itajaí Mirim
480,480,Botuverá,SERVIÇOS,Micro,24,55,0,0,Vale do Itajaí Mirim
481,481,Botuverá,SERVIÇOS,Pequena,1,17,0,0,Vale do Itajaí Mirim
482,482,Botuverá,TRANSPORTE,Micro,10,26,0,0,Vale do Itajaí Mirim
483,483,Botuverá,TRANSPORTE,Pequena,2,34,0,0,Vale do Itajaí Mirim
484,484,Braço do Norte,AGROPECUÁRIA,Micro,116,76,0,0,Litoral Sul
485,485,Braço do Norte,AGROPECUÁRIA,Pequena,2,50,0,0,Litoral Sul
486,486,Braço do Norte,COMÉRCIO,Grande,1,184,0,0,Litoral Sul
487,487,Braço do Norte,COMÉRCIO,Micro,425,755,0,0,Litoral Sul
488,488,Braço do Norte,COMÉRCIO,Média,2,162,0,0,Litoral Sul
489,489,Braço do Norte,COMÉRCIO,Pequena,51,984,0,0,Litoral Sul
490,490,Braço do Norte,INDÚSTRIA,Micro,324,1207,0,0,Litoral Sul
491,491,Braço do Norte,INDÚSTRIA,Média,11,2261,0,0,Litoral Sul
492,492,Braço do Norte,INDÚSTRIA,Pequena,62,2683,0,0,Litoral Sul
493,493,Braço do Norte,SERVIÇOS,Grande,3,1225,0,0,Litoral Sul
494,494,Braço do Norte,SERVIÇOS,Micro,274,494,0,0,Litoral Sul
495,495,Braço do Norte,SERVIÇOS,Média,3,207,0,0,Litoral Sul
496,496,Braço do Norte,SERVIÇOS,Pequena,37,748,0,0,Litoral Sul
497,497,Braço do Norte,TRANSPORTE,Micro,72,73,0,0,Litoral Sul
498,498,Braço do Norte,TRANSPORTE,Média,1,60,0,0,Litoral Sul
499,499,Braço do Norte,TRANSPORTE,Pequena,5,86,0,0,Litoral Sul
500,500,Braço do Trombudo,AGROPECUÁRIA,Micro,2,12,0,0,Alto Vale do Itajaí
501,501,Braço do Trombudo,COMÉRCIO,Micro,34,59,0,0,Alto Vale do Itajaí
502,502,Braço do Trombudo,COMÉRCIO,Pequena,1,17,0,0,Alto Vale do Itajaí
503,503,Braço do Trombudo,INDÚSTRIA,Micro,26,81,0,0,Alto Vale do Itajaí
504,504,Braço do Trombudo,INDÚSTRIA,Média,1,299,0,0,Alto Vale do Itajaí
505,505,Braço do Trombudo,INDÚSTRIA,Pequena,7,307,0,0,Alto Vale do Itajaí
506,506,Braço do Trombudo,SERVIÇOS,Grande,1,177,0,0,Alto Vale do Itajaí
507,507,Braço do Trombudo,SERVIÇOS,Micro,20,36,0,0,Alto Vale do Itajaí
508,508,Braço do Trombudo,SERVIÇOS,Média,1,64,0,0,Alto Vale do Itajaí
509,509,Braço do Trombudo,SERVIÇOS,Pequena,2,42,0,0,Alto Vale do Itajaí
510,510,Braço do Trombudo,TRANSPORTE,Micro,10,25,0,0,Alto Vale do Itajaí
511,511,Braço do Trombudo,TRANSPORTE,Pequena,3,38,0,0,Alto Vale do Itajaí
512,512,Brunópolis,AGROPECUÁRIA,Micro,17,25,0,0,Centro-Oeste
513,513,Brunópolis,AGROPECUÁRIA,Pequena,1,53,0,0,Centro-Oeste
514,514,Brunópolis,COMÉRCIO,Micro,11,40,0,0,Centro-Oeste
515,515,Brunópolis,COMÉRCIO,Pequena,2,23,0,0,Centro-Oeste
516,516,Brunópolis,INDÚSTRIA,Micro,4,14,0,0,Centro-Oeste
517,517,Brunópolis,INDÚSTRIA,Pequena,1,29,0,0,Centro-Oeste
518,518,Brunópolis,SERVIÇOS,Grande,1,178,0,0,Centro-Oeste
519,519,Brunópolis,SERVIÇOS,Micro,9,14,0,0,Centro-Oeste
520,520,Brunópolis,TRANSPORTE,Micro,1,1,0,0,Centro-Oeste
521,521,Brusque,AGROPECUÁRIA,Micro,4,8,0,0,Vale do Itajaí Mirim
522,522,Brusque,COMÉRCIO,Grande,7,1478,0,0,Vale do Itajaí Mirim
523,523,Brusque,COMÉRCIO,Micro,1592,1432,0,0,Vale do Itajaí Mirim
524,524,Brusque,COMÉRCIO,Média,14,1088,0,0,Vale do Itajaí Mirim
525,525,Brusque,COMÉRCIO,Pequena,182,2991,0,0,Vale do Itajaí Mirim
526,526,Brusque,INDÚSTRIA,Grande,4,2665,0,0,Vale do Itajaí Mirim
527,527,Brusque,INDÚSTRIA,Micro,1433,3402,0,0,Vale do Itajaí Mirim
528,528,Brusque,INDÚSTRIA,Média,32,7857,0,0,Vale do Itajaí Mirim
529,529,Brusque,INDÚSTRIA,Pequena,196,7847,0,0,Vale do Itajaí Mirim
530,530,Brusque,SERVIÇOS,Grande,8,4857,0,0,Vale do Itajaí Mirim
531,531,Brusque,SERVIÇOS,Micro,1166,1373,0,0,Vale do Itajaí Mirim
532,532,Brusque,SERVIÇOS,Média,13,940,0,0,Vale do Itajaí Mirim
533,533,Brusque,SERVIÇOS,Pequena,199,3229,0,0,Vale do Itajaí Mirim
534,534,Brusque,TRANSPORTE,Grande,2,554,0,0,Vale do Itajaí Mirim
535,535,Brusque,TRANSPORTE,Micro,101,111,0,0,Vale do Itajaí Mirim
536,536,Brusque,TRANSPORTE,Média,4,341,0,0,Vale do Itajaí Mirim
537,537,Brusque,TRANSPORTE,Pequena,31,555,0,0,Vale do Itajaí Mirim
538,538,Caibi,AGROPECUÁRIA,Micro,7,13,0,0,Oeste
539,539,Caibi,AGROPECUÁRIA,Pequena,3,49,0,0,Oeste
540,540,Caibi,COMÉRCIO,Micro,67,140,0,0,Oeste
541,541,Caibi,COMÉRCIO,Pequena,4,98,0,0,Oeste
542,542,Caibi,INDÚSTRIA,Micro,45,215,0,0,Oeste
543,543,Caibi,INDÚSTRIA,Pequena,6,224,0,0,Oeste
544,544,Caibi,SERVIÇOS,Grande,1,200,0,0,Oeste
545,545,Caibi,SERVIÇOS,Micro,70,128,0,0,Oeste
546,546,Caibi,SERVIÇOS,Pequena,1,20,0,0,Oeste
547,547,Caibi,TRANSPORTE,Micro,26,20,0,0,Oeste
548,548,Caibi,TRANSPORTE,Média,2,147,0,0,Oeste
549,549,Caibi,TRANSPORTE,Pequena,3,67,0,0,Oeste
550,550,Calmon,AGROPECUÁRIA,Micro,25,30,0,0,Centro-Norte
551,551,Calmon,AGROPECUÁRIA,Pequena,9,255,0,0,Centro-Norte
552,552,Calmon,COMÉRCIO,Micro,18,29,0,0,Centro-Norte
553,553,Calmon,INDÚSTRIA,Micro,4,11,0,0,Centro-Norte
554,554,Calmon,SERVIÇOS,Grande,1,353,0,0,Centro-Norte
555,555,Calmon,SERVIÇOS,Micro,9,22,0,0,Centro-Norte
556,556,Calmon,TRANSPORTE,Micro,4,12,0,0,Centro-Norte
557,557,Camboriú,AGROPECUÁRIA,Micro,14,39,0,0,Foz do Rio Itajaí
558,558,Camboriú,AGROPECUÁRIA,Pequena,2,45,0,0,Foz do Rio Itajaí
559,559,Camboriú,COMÉRCIO,Grande,5,787,0,0,Foz do Rio Itajaí
560,560,Camboriú,COMÉRCIO,Micro,522,788,0,0,Foz do Rio Itajaí
561,561,Camboriú,COMÉRCIO,Média,4,294,0,0,Foz do Rio Itajaí
562,562,Camboriú,COMÉRCIO,Pequena,68,1030,0,0,Foz do Rio Itajaí
563,563,Camboriú,INDÚSTRIA,Micro,498,1298,0,0,Foz do Rio Itajaí
564,564,Camboriú,INDÚSTRIA,Média,2,335,0,0,Foz do Rio Itajaí
565,565,Camboriú,INDÚSTRIA,Pequena,27,1081,0,0,Foz do Rio Itajaí
566,566,Camboriú,SERVIÇOS,Grande,2,2180,0,0,Foz do Rio Itajaí
567,567,Camboriú,SERVIÇOS,Micro,412,562,0,0,Foz do Rio Itajaí
568,568,Camboriú,SERVIÇOS,Média,4,239,0,0,Foz do Rio Itajaí
569,569,Camboriú,SERVIÇOS,Pequena,52,822,0,0,Foz do Rio Itajaí
570,570,Camboriú,TRANSPORTE,Micro,32,59,0,0,Foz do Rio Itajaí
571,571,Camboriú,TRANSPORTE,Pequena,11,198,0,0,Foz do Rio Itajaí
572,572,Campo Alegre,AGROPECUÁRIA,Micro,34,49,0,0,Planalto Norte
573,573,Campo Alegre,AGROPECUÁRIA,Pequena,1,22,0,0,Planalto Norte
574,574,Campo Alegre,COMÉRCIO,Micro,87,114,0,0,Planalto Norte
575,575,Campo Alegre,COMÉRCIO,Média,1,87,0,0,Planalto Norte
576,576,Campo Alegre,COMÉRCIO,Pequena,5,124,0,0,Planalto Norte
577,577,Campo Alegre,INDÚSTRIA,Grande,1,1873,0,0,Planalto Norte
578,578,Campo Alegre,INDÚSTRIA,Micro,83,409,0,0,Planalto Norte
579,579,Campo Alegre,INDÚSTRIA,Média,3,980,0,0,Planalto Norte
580,580,Campo Alegre,INDÚSTRIA,Pequena,9,444,0,0,Planalto Norte
581,581,Campo Alegre,SERVIÇOS,Grande,1,445,0,0,Planalto Norte
582,582,Campo Alegre,SERVIÇOS,Micro,67,121,0,0,Planalto Norte
583,583,Campo Alegre,SERVIÇOS,Média,1,83,0,0,Planalto Norte
584,584,Campo Alegre,TRANSPORTE,Micro,22,48,0,0,Planalto Norte
585,585,Campo Alegre,TRANSPORTE,Pequena,3,99,0,0,Planalto Norte
586,586,Campo Belo do Sul,AGROPECUÁRIA,Grande,1,217,0,0,Serra Catarinense
587,587,Campo Belo do Sul,AGROPECUÁRIA,Micro,40,55,0,0,Serra Catarinense
588,588,Campo Belo do Sul,AGROPECUÁRIA,Média,1,52,0,0,Serra Catarinense
589,589,Campo Belo do Sul,AGROPECUÁRIA,Pequena,3,81,0,0,Serra Catarinense
590,590,Campo Belo do Sul,COMÉRCIO,Micro,48,84,0,0,Serra Catarinense
591,591,Campo Belo do Sul,COMÉRCIO,Pequena,1,19,0,0,Serra Catarinense
592,592,Campo Belo do Sul,INDÚSTRIA,Micro,15,69,0,0,Serra Catarinense
593,593,Campo Belo do Sul,INDÚSTRIA,Pequena,3,76,0,0,Serra Catarinense
594,594,Campo Belo do Sul,SERVIÇOS,Grande,1,402,0,0,Serra Catarinense
595,595,Campo Belo do Sul,SERVIÇOS,Micro,28,58,0,0,Serra Catarinense
596,596,Campo Belo do Sul,SERVIÇOS,Pequena,2,30,0,0,Serra Catarinense
597,597,Campo Belo do Sul,TRANSPORTE,Micro,3,14,0,0,Serra Catarinense
598,598,Campo Belo do Sul,TRANSPORTE,Pequena,2,35,0,0,Serra Catarinense
599,599,Campo Erê,AGROPECUÁRIA,Micro,75,70,0,0,Oeste
600,600,Campo Erê,AGROPECUÁRIA,Pequena,2,61,0,0,Oeste
601,601,Campo Erê,COMÉRCIO,Micro,98,193,0,0,Oeste
602,602,Campo Erê,COMÉRCIO,Pequena,7,127,0,0,Oeste
603,603,Campo Erê,INDÚSTRIA,Micro,47,143,0,0,Oeste
604,604,Campo Erê,INDÚSTRIA,Média,1,453,0,0,Oeste
605,605,Campo Erê,INDÚSTRIA,Pequena,4,141,0,0,Oeste
606,606,Campo Erê,SERVIÇOS,Grande,1,317,0,0,Oeste
607,607,Campo Erê,SERVIÇOS,Micro,57,110,0,0,Oeste
608,608,Campo Erê,SERVIÇOS,Pequena,5,87,0,0,Oeste
609,609,Campo Erê,TRANSPORTE,Micro,19,29,0,0,Oeste
610,610,Campo Erê,TRANSPORTE,Pequena,2,22,0,0,Oeste
611,611,Campos Novos,AGROPECUÁRIA,Grande,1,120,0,0,Centro-Oeste
612,612,Campos Novos,AGROPECUÁRIA,Micro,157,160,0,0,Centro-Oeste
613,613,Campos Novos,AGROPECUÁRIA,Pequena,16,375,0,0,Centro-Oeste
614,614,Campos Novos,COMÉRCIO,Grande,2,284,0,0,Centro-Oeste
615,615,Campos Novos,COMÉRCIO,Micro,350,602,0,0,Centro-Oeste
616,616,Campos Novos,COMÉRCIO,Média,5,336,0,0,Centro-Oeste
617,617,Campos Novos,COMÉRCIO,Pequena,45,917,0,0,Centro-Oeste
618,618,Campos Novos,INDÚSTRIA,Grande,1,1718,0,0,Centro-Oeste
619,619,Campos Novos,INDÚSTRIA,Micro,174,571,0,0,Centro-Oeste
620,620,Campos Novos,INDÚSTRIA,Média,5,1137,0,0,Centro-Oeste
621,621,Campos Novos,INDÚSTRIA,Pequena,16,748,0,0,Centro-Oeste
622,622,Campos Novos,SERVIÇOS,Grande,4,1180,0,0,Centro-Oeste
623,623,Campos Novos,SERVIÇOS,Micro,296,463,0,0,Centro-Oeste
624,624,Campos Novos,SERVIÇOS,Média,6,386,0,0,Centro-Oeste
625,625,Campos Novos,SERVIÇOS,Pequena,20,297,0,0,Centro-Oeste
626,626,Campos Novos,TRANSPORTE,Micro,64,73,0,0,Centro-Oeste
627,627,Campos Novos,TRANSPORTE,Média,1,78,0,0,Centro-Oeste
628,628,Campos Novos,TRANSPORTE,Pequena,8,190,0,0,Centro-Oeste
629,629,Canelinha,AGROPECUÁRIA,Micro,4,12,0,0,Sudeste
630,630,Canelinha,COMÉRCIO,Grande,1,133,0,0,Sudeste
631,631,Canelinha,COMÉRCIO,Micro,85,153,0,0,Sudeste
632,632,Canelinha,COMÉRCIO,Pequena,8,114,0,0,Sudeste
633,633,Canelinha,INDÚSTRIA,Micro,140,526,0,0,Sudeste
634,634,Canelinha,INDÚSTRIA,Média,1,139,0,0,Sudeste
635,635,Canelinha,INDÚSTRIA,Pequena,11,422,0,0,Sudeste
636,636,Canelinha,SERVIÇOS,Grande,1,367,0,0,Sudeste
637,637,Canelinha,SERVIÇOS,Micro,54,99,0,0,Sudeste
638,638,Canelinha,SERVIÇOS,Pequena,3,87,0,0,Sudeste
