,Column1,Município,Setor,Porte,Empresas,Empregados,Unnamed: 5,Fonte dos dados: RAIS (2019),vice_presidencia
1681,1681,Jupiá,INDÚSTRIA,Micro,6,28,0,0,Oeste
1682,1682,Jupiá,SERVIÇOS,Grande,1,130,0,0,Oeste
1683,1683,Jupiá,SERVIÇOS,Micro,3,10,0,0,Oeste
1684,1684,Jupiá,SERVIÇOS,Pequena,2,37,0,0,Oeste
1685,1685,Jupiá,TRANSPORTE,Micro,3,5,0,0,Oeste
1686,1686,Lacerdópolis,AGROPECUÁRIA,Micro,13,30,0,0,Centro-Oeste
1687,1687,Lacerdópolis,AGROPECUÁRIA,Pequena,2,45,0,0,Centro-Oeste
1688,1688,Lacerdópolis,COMÉRCIO,Micro,17,36,0,0,Centro-Oeste
1689,1689,Lacerdópolis,INDÚSTRIA,Micro,26,84,0,0,Centro-Oeste
1690,1690,Lacerdópolis,INDÚSTRIA,Pequena,2,54,0,0,Centro-Oeste
1691,1691,Lacerdópolis,SERVIÇOS,Grande,1,139,0,0,Centro-Oeste
1692,1692,Lacerdópolis,SERVIÇOS,Micro,12,24,0,0,Centro-Oeste
1693,1693,Lacerdópolis,TRANSPORTE,Micro,13,34,0,0,Centro-Oeste
1694,1694,Lacerdópolis,TRANSPORTE,Média,1,58,0,0,Centro-Oeste
1695,1695,Lacerdópolis,TRANSPORTE,Pequena,1,22,0,0,Centro-Oeste
1696,1696,Lages,AGROPECUÁRIA,Grande,1,402,0,0,Serra Catarinense
1697,1697,Lages,AGROPECUÁRIA,Micro,377,181,0,0,Serra Catarinense
1698,1698,Lages,AGROPECUÁRIA,Média,3,205,0,0,Serra Catarinense
1699,1699,Lages,AGROPECUÁRIA,Pequena,11,231,0,0,Serra Catarinense
1700,1700,Lages,COMÉRCIO,Grande,7,1137,0,0,Serra Catarinense
1701,1701,Lages,COMÉRCIO,Micro,1458,1386,0,0,Serra Catarinense
1702,1702,Lages,COMÉRCIO,Média,15,1219,0,0,Serra Catarinense
1703,1703,Lages,COMÉRCIO,Pequena,217,3560,0,0,Serra Catarinense
1704,1704,Lages,INDÚSTRIA,Grande,2,1615,0,0,Serra Catarinense
1705,1705,Lages,INDÚSTRIA,Micro,664,2237,0,0,Serra Catarinense
1706,1706,Lages,INDÚSTRIA,Média,13,3347,0,0,Serra Catarinense
1707,1707,Lages,INDÚSTRIA,Pequena,68,2984,0,0,Serra Catarinense
1708,1708,Lages,SERVIÇOS,Grande,19,10072,0,0,Serra Catarinense
1709,1709,Lages,SERVIÇOS,Micro,1378,1465,0,0,Serra Catarinense
1710,1710,Lages,SERVIÇOS,Média,16,1157,0,0,Serra Catarinense
1711,1711,Lages,SERVIÇOS,Pequena,201,3094,0,0,Serra Catarinense
1712,1712,Lages,TRANSPORTE,Grande,4,808,0,0,Serra Catarinense
1713,1713,Lages,TRANSPORTE,Micro,221,136,0,0,Serra Catarinense
1714,1714,Lages,TRANSPORTE,Média,5,401,0,0,Serra Catarinense
1715,1715,Lages,TRANSPORTE,Pequena,24,453,0,0,Serra Catarinense
1716,1716,Laguna,AGROPECUÁRIA,Micro,20,67,0,0,Litoral Sul
1717,1717,Laguna,AGROPECUÁRIA,Pequena,6,114,0,0,Litoral Sul
1718,1718,Laguna,COMÉRCIO,Grande,2,315,0,0,Litoral Sul
1719,1719,Laguna,COMÉRCIO,Micro,344,596,0,0,Litoral Sul
1720,1720,Laguna,COMÉRCIO,Média,3,175,0,0,Litoral Sul
1721,1721,Laguna,COMÉRCIO,Pequena,36,606,0,0,Litoral Sul
1722,1722,Laguna,INDÚSTRIA,Micro,98,316,0,0,Litoral Sul
1723,1723,Laguna,INDÚSTRIA,Média,1,151,0,0,Litoral Sul
1724,1724,Laguna,INDÚSTRIA,Pequena,13,594,0,0,Litoral Sul
1725,1725,Laguna,SERVIÇOS,Grande,2,1105,0,0,Litoral Sul
1726,1726,Laguna,SERVIÇOS,Micro,306,421,0,0,Litoral Sul
1727,1727,Laguna,SERVIÇOS,Média,2,135,0,0,Litoral Sul
1728,1728,Laguna,SERVIÇOS,Pequena,39,706,0,0,Litoral Sul
1729,1729,Laguna,TRANSPORTE,Micro,20,46,0,0,Litoral Sul
1730,1730,Laguna,TRANSPORTE,Média,2,147,0,0,Litoral Sul
1731,1731,Laguna,TRANSPORTE,Pequena,7,147,0,0,Litoral Sul
1732,1732,Lajeado Grande,AGROPECUÁRIA,Micro,3,2,0,0,Oeste
1733,1733,Lajeado Grande,COMÉRCIO,Micro,4,8,0,0,Oeste
1734,1734,Lajeado Grande,COMÉRCIO,Pequena,2,20,0,0,Oeste
1735,1735,Lajeado Grande,INDÚSTRIA,Micro,12,45,0,0,Oeste
1736,1736,Lajeado Grande,INDÚSTRIA,Pequena,1,34,0,0,Oeste
1737,1737,Lajeado Grande,SERVIÇOS,Grande,1,145,0,0,Oeste
1738,1738,Lajeado Grande,SERVIÇOS,Micro,6,15,0,0,Oeste
1739,1739,Lajeado Grande,TRANSPORTE,Micro,2,8,0,0,Oeste
1740,1740,Laurentino,AGROPECUÁRIA,Micro,16,22,0,0,Alto Vale do Itajaí
1741,1741,Laurentino,AGROPECUÁRIA,Pequena,3,36,0,0,Alto Vale do Itajaí
1742,1742,Laurentino,COMÉRCIO,Micro,100,203,0,0,Alto Vale do Itajaí
1743,1743,Laurentino,COMÉRCIO,Média,1,63,0,0,Alto Vale do Itajaí
1744,1744,Laurentino,COMÉRCIO,Pequena,5,126,0,0,Alto Vale do Itajaí
1745,1745,Laurentino,INDÚSTRIA,Micro,87,417,0,0,Alto Vale do Itajaí
1746,1746,Laurentino,INDÚSTRIA,Média,1,151,0,0,Alto Vale do Itajaí
1747,1747,Laurentino,INDÚSTRIA,Pequena,7,378,0,0,Alto Vale do Itajaí
1748,1748,Laurentino,SERVIÇOS,Grande,1,210,0,0,Alto Vale do Itajaí
1749,1749,Laurentino,SERVIÇOS,Micro,60,105,0,0,Alto Vale do Itajaí
1750,1750,Laurentino,TRANSPORTE,Micro,18,26,0,0,Alto Vale do Itajaí
1751,1751,Laurentino,TRANSPORTE,Pequena,1,13,0,0,Alto Vale do Itajaí
1752,1752,Lauro Muller,AGROPECUÁRIA,Grande,1,114,0,0,Sul
1753,1753,Lauro Muller,AGROPECUÁRIA,Micro,17,31,0,0,Sul
1754,1754,Lauro Muller,COMÉRCIO,Micro,114,219,0,0,Sul
1755,1755,Lauro Muller,COMÉRCIO,Pequena,12,232,0,0,Sul
1756,1756,Lauro Muller,INDÚSTRIA,Grande,1,670,0,0,Sul
1757,1757,Lauro Muller,INDÚSTRIA,Micro,61,178,0,0,Sul
1758,1758,Lauro Muller,INDÚSTRIA,Média,1,322,0,0,Sul
1759,1759,Lauro Muller,INDÚSTRIA,Pequena,6,203,0,0,Sul
1760,1760,Lauro Muller,SERVIÇOS,Grande,1,512,0,0,Sul
1761,1761,Lauro Muller,SERVIÇOS,Micro,96,169,0,0,Sul
1762,1762,Lauro Muller,SERVIÇOS,Pequena,4,78,0,0,Sul
1763,1763,Lauro Muller,TRANSPORTE,Grande,1,444,0,0,Sul
1764,1764,Lauro Muller,TRANSPORTE,Micro,27,38,0,0,Sul
1765,1765,Lauro Muller,TRANSPORTE,Média,1,84,0,0,Sul
1766,1766,Lauro Muller,TRANSPORTE,Pequena,3,54,0,0,Sul
1767,1767,Lebon Régis,AGROPECUÁRIA,Micro,67,91,0,0,Centro-Norte
1768,1768,Lebon Régis,AGROPECUÁRIA,Média,2,136,0,0,Centro-Norte
1769,1769,Lebon Régis,AGROPECUÁRIA,Pequena,18,408,0,0,Centro-Norte
1770,1770,Lebon Régis,COMÉRCIO,Micro,72,146,0,0,Centro-Norte
1771,1771,Lebon Régis,COMÉRCIO,Pequena,5,79,0,0,Centro-Norte
1772,1772,Lebon Régis,INDÚSTRIA,Micro,31,105,0,0,Centro-Norte
1773,1773,Lebon Régis,INDÚSTRIA,Média,1,168,0,0,Centro-Norte
1774,1774,Lebon Régis,INDÚSTRIA,Pequena,1,33,0,0,Centro-Norte
1775,1775,Lebon Régis,SERVIÇOS,Grande,1,253,0,0,Centro-Norte
1776,1776,Lebon Régis,SERVIÇOS,Micro,49,111,0,0,Centro-Norte
1777,1777,Lebon Régis,SERVIÇOS,Pequena,4,65,0,0,Centro-Norte
1778,1778,Lebon Régis,TRANSPORTE,Micro,18,19,0,0,Centro-Norte
1779,1779,Leoberto Leal,AGROPECUÁRIA,Micro,3,4,0,0,Vale do Itajaí Mirim
1780,1780,Leoberto Leal,COMÉRCIO,Micro,34,71,0,0,Vale do Itajaí Mirim
1781,1781,Leoberto Leal,COMÉRCIO,Pequena,1,15,0,0,Vale do Itajaí Mirim
1782,1782,Leoberto Leal,INDÚSTRIA,Micro,5,21,0,0,Vale do Itajaí Mirim
1783,1783,Leoberto Leal,SERVIÇOS,Grande,1,200,0,0,Vale do Itajaí Mirim
1784,1784,Leoberto Leal,SERVIÇOS,Micro,13,33,0,0,Vale do Itajaí Mirim
1785,1785,Leoberto Leal,TRANSPORTE,Micro,3,10,0,0,Vale do Itajaí Mirim
1786,1786,Leoberto Leal,TRANSPORTE,Pequena,1,20,0,0,Vale do Itajaí Mirim
1787,1787,Lindóia do Sul,AGROPECUÁRIA,Micro,5,15,0,0,Alto Uruguai Catarinense
1788,1788,Lindóia do Sul,COMÉRCIO,Micro,32,64,0,0,Alto Uruguai Catarinense
1789,1789,Lindóia do Sul,COMÉRCIO,Pequena,1,25,0,0,Alto Uruguai Catarinense
1790,1790,Lindóia do Sul,INDÚSTRIA,Micro,31,123,0,0,Alto Uruguai Catarinense
1791,1791,Lindóia do Sul,INDÚSTRIA,Pequena,1,27,0,0,Alto Uruguai Catarinense
1792,1792,Lindóia do Sul,SERVIÇOS,Grande,1,177,0,0,Alto Uruguai Catarinense
1793,1793,Lindóia do Sul,SERVIÇOS,Micro,23,33,0,0,Alto Uruguai Catarinense
1794,1794,Lindóia do Sul,SERVIÇOS,Média,1,58,0,0,Alto Uruguai Catarinense
1795,1795,Lindóia do Sul,SERVIÇOS,Pequena,1,11,0,0,Alto Uruguai Catarinense
1796,1796,Lindóia do Sul,TRANSPORTE,Micro,21,28,0,0,Alto Uruguai Catarinense
1797,1797,Lindóia do Sul,TRANSPORTE,Pequena,2,45,0,0,Alto Uruguai Catarinense
1798,1798,Lontras,AGROPECUÁRIA,Micro,14,16,0,0,Alto Vale do Itajaí
1799,1799,Lontras,AGROPECUÁRIA,Pequena,1,10,0,0,Alto Vale do Itajaí
1800,1800,Lontras,COMÉRCIO,Micro,87,155,0,0,Alto Vale do Itajaí
1801,1801,Lontras,COMÉRCIO,Média,2,144,0,0,Alto Vale do Itajaí
1802,1802,Lontras,COMÉRCIO,Pequena,13,261,0,0,Alto Vale do Itajaí
1803,1803,Lontras,INDÚSTRIA,Micro,143,619,0,0,Alto Vale do Itajaí
1804,1804,Lontras,INDÚSTRIA,Média,2,299,0,0,Alto Vale do Itajaí
1805,1805,Lontras,INDÚSTRIA,Pequena,18,661,0,0,Alto Vale do Itajaí
1806,1806,Lontras,SERVIÇOS,Grande,1,335,0,0,Alto Vale do Itajaí
1807,1807,Lontras,SERVIÇOS,Micro,59,164,0,0,Alto Vale do Itajaí
1808,1808,Lontras,SERVIÇOS,Média,1,72,0,0,Alto Vale do Itajaí
1809,1809,Lontras,TRANSPORTE,Micro,25,28,0,0,Alto Vale do Itajaí
1810,1810,Lontras,TRANSPORTE,Pequena,2,12,0,0,Alto Vale do Itajaí
1811,1811,Luiz Alves,AGROPECUÁRIA,Micro,115,90,0,0,Foz do Rio Itajaí
1812,1812,Luiz Alves,AGROPECUÁRIA,Pequena,6,58,0,0,Foz do Rio Itajaí
1813,1813,Luiz Alves,COMÉRCIO,Grande,1,158,0,0,Foz do Rio Itajaí
1814,1814,Luiz Alves,COMÉRCIO,Micro,136,305,0,0,Foz do Rio Itajaí
1815,1815,Luiz Alves,COMÉRCIO,Pequena,12,183,0,0,Foz do Rio Itajaí
1816,1816,Luiz Alves,INDÚSTRIA,Grande,1,1109,0,0,Foz do Rio Itajaí
1817,1817,Luiz Alves,INDÚSTRIA,Micro,123,545,0,0,Foz do Rio Itajaí
1818,1818,Luiz Alves,INDÚSTRIA,Média,4,791,0,0,Foz do Rio Itajaí
1819,1819,Luiz Alves,INDÚSTRIA,Pequena,6,217,0,0,Foz do Rio Itajaí
1820,1820,Luiz Alves,SERVIÇOS,Grande,1,409,0,0,Foz do Rio Itajaí
1821,1821,Luiz Alves,SERVIÇOS,Micro,61,125,0,0,Foz do Rio Itajaí
1822,1822,Luiz Alves,SERVIÇOS,Pequena,7,106,0,0,Foz do Rio Itajaí
1823,1823,Luiz Alves,TRANSPORTE,Micro,24,56,0,0,Foz do Rio Itajaí
1824,1824,Luiz Alves,TRANSPORTE,Pequena,6,70,0,0,Foz do Rio Itajaí
1825,1825,Luzerna,AGROPECUÁRIA,Micro,10,17,0,0,Centro-Oeste
1826,1826,Luzerna,COMÉRCIO,Micro,63,119,0,0,Centro-Oeste
1827,1827,Luzerna,COMÉRCIO,Pequena,5,91,0,0,Centro-Oeste
1828,1828,Luzerna,INDÚSTRIA,Micro,44,197,0,0,Centro-Oeste
1829,1829,Luzerna,INDÚSTRIA,Média,2,225,0,0,Centro-Oeste
1830,1830,Luzerna,INDÚSTRIA,Pequena,10,381,0,0,Centro-Oeste
1831,1831,Luzerna,SERVIÇOS,Grande,1,185,0,0,Centro-Oeste
1832,1832,Luzerna,SERVIÇOS,Micro,52,95,0,0,Centro-Oeste
1833,1833,Luzerna,SERVIÇOS,Média,2,133,0,0,Centro-Oeste
1834,1834,Luzerna,SERVIÇOS,Pequena,2,69,0,0,Centro-Oeste
1835,1835,Luzerna,TRANSPORTE,Micro,13,35,0,0,Centro-Oeste
1836,1836,Luzerna,TRANSPORTE,Pequena,5,84,0,0,Centro-Oeste
1837,1837,Macieira,AGROPECUÁRIA,Micro,13,41,0,0,Centro-Norte
1838,1838,Macieira,AGROPECUÁRIA,Pequena,4,77,0,0,Centro-Norte
1839,1839,Macieira,COMÉRCIO,Micro,13,20,0,0,Centro-Norte
1840,1840,Macieira,INDÚSTRIA,Micro,7,27,0,0,Centro-Norte
1841,1841,Macieira,INDÚSTRIA,Pequena,1,38,0,0,Centro-Norte
1842,1842,Macieira,SERVIÇOS,Grande,1,124,0,0,Centro-Norte
1843,1843,Macieira,SERVIÇOS,Micro,5,9,0,0,Centro-Norte
1844,1844,Macieira,TRANSPORTE,Micro,11,13,0,0,Centro-Norte
1845,1845,Mafra,AGROPECUÁRIA,Grande,1,210,0,0,Planalto Norte
1846,1846,Mafra,AGROPECUÁRIA,Micro,131,123,0,0,Planalto Norte
1847,1847,Mafra,AGROPECUÁRIA,Pequena,3,46,0,0,Planalto Norte
1848,1848,Mafra,COMÉRCIO,Grande,2,286,0,0,Planalto Norte
1849,1849,Mafra,COMÉRCIO,Micro,505,716,0,0,Planalto Norte
1850,1850,Mafra,COMÉRCIO,Média,6,452,0,0,Planalto Norte
1851,1851,Mafra,COMÉRCIO,Pequena,79,1313,0,0,Planalto Norte
1852,1852,Mafra,INDÚSTRIA,Grande,1,673,0,0,Planalto Norte
1853,1853,Mafra,INDÚSTRIA,Micro,255,912,0,0,Planalto Norte
1854,1854,Mafra,INDÚSTRIA,Média,7,1322,0,0,Planalto Norte
1855,1855,Mafra,INDÚSTRIA,Pequena,32,1431,0,0,Planalto Norte
1856,1856,Mafra,SERVIÇOS,Grande,4,1974,0,0,Planalto Norte
1857,1857,Mafra,SERVIÇOS,Micro,368,614,0,0,Planalto Norte
1858,1858,Mafra,SERVIÇOS,Média,1,57,0,0,Planalto Norte
1859,1859,Mafra,SERVIÇOS,Pequena,48,763,0,0,Planalto Norte
1860,1860,Mafra,TRANSPORTE,Grande,1,343,0,0,Planalto Norte
1861,1861,Mafra,TRANSPORTE,Micro,90,74,0,0,Planalto Norte
1862,1862,Mafra,TRANSPORTE,Pequena,7,186,0,0,Planalto Norte
1863,1863,Major Gercino,AGROPECUÁRIA,Micro,4,9,0,0,Vale do Itajaí Mirim
1864,1864,Major Gercino,COMÉRCIO,Micro,24,40,0,0,Vale do Itajaí Mirim
1865,1865,Major Gercino,COMÉRCIO,Pequena,1,10,0,0,Vale do Itajaí Mirim
1866,1866,Major Gercino,INDÚSTRIA,Micro,31,115,0,0,Vale do Itajaí Mirim
1867,1867,Major Gercino,INDÚSTRIA,Pequena,2,67,0,0,Vale do Itajaí Mirim
1868,1868,Major Gercino,SERVIÇOS,Grande,1,190,0,0,Vale do Itajaí Mirim
1869,1869,Major Gercino,SERVIÇOS,Micro,18,34,0,0,Vale do Itajaí Mirim
1870,1870,Major Gercino,TRANSPORTE,Micro,6,6,0,0,Vale do Itajaí Mirim
1871,1871,Major Vieira,AGROPECUÁRIA,Micro,34,32,0,0,Centro-Norte
1872,1872,Major Vieira,AGROPECUÁRIA,Pequena,2,59,0,0,Centro-Norte
1873,1873,Major Vieira,COMÉRCIO,Micro,50,121,0,0,Centro-Norte
1874,1874,Major Vieira,COMÉRCIO,Pequena,4,64,0,0,Centro-Norte
1875,1875,Major Vieira,INDÚSTRIA,Micro,18,65,0,0,Centro-Norte
1876,1876,Major Vieira,INDÚSTRIA,Pequena,3,156,0,0,Centro-Norte
1877,1877,Major Vieira,SERVIÇOS,Grande,1,247,0,0,Centro-Norte
1878,1878,Major Vieira,SERVIÇOS,Micro,29,49,0,0,Centro-Norte
1879,1879,Major Vieira,SERVIÇOS,Pequena,2,31,0,0,Centro-Norte
1880,1880,Major Vieira,TRANSPORTE,Micro,9,7,0,0,Centro-Norte
1881,1881,Maracajá,AGROPECUÁRIA,Micro,1,7,0,0,Sul
1882,1882,Maracajá,COMÉRCIO,Micro,77,115,0,0,Sul
1883,1883,Maracajá,COMÉRCIO,Pequena,10,269,0,0,Sul
1884,1884,Maracajá,INDÚSTRIA,Micro,44,158,0,0,Sul
1885,1885,Maracajá,INDÚSTRIA,Média,1,189,0,0,Sul
1886,1886,Maracajá,INDÚSTRIA,Pequena,8,277,0,0,Sul
1887,1887,Maracajá,SERVIÇOS,Grande,1,202,0,0,Sul
1888,1888,Maracajá,SERVIÇOS,Micro,47,96,0,0,Sul
1889,1889,Maracajá,SERVIÇOS,Pequena,7,123,0,0,Sul
1890,1890,Maracajá,TRANSPORTE,Micro,23,17,0,0,Sul
1891,1891,Maracajá,TRANSPORTE,Pequena,6,59,0,0,Sul
1892,1892,Maravilha,AGROPECUÁRIA,Micro,8,17,0,0,Oeste
1893,1893,Maravilha,AGROPECUÁRIA,Média,1,98,0,0,Oeste
1894,1894,Maravilha,COMÉRCIO,Grande,1,287,0,0,Oeste
1895,1895,Maravilha,COMÉRCIO,Micro,353,555,0,0,Oeste
1896,1896,Maravilha,COMÉRCIO,Média,4,269,0,0,Oeste
1897,1897,Maravilha,COMÉRCIO,Pequena,39,526,0,0,Oeste
1898,1898,Maravilha,INDÚSTRIA,Grande,1,1633,0,0,Oeste
1899,1899,Maravilha,INDÚSTRIA,Micro,304,793,0,0,Oeste
1900,1900,Maravilha,INDÚSTRIA,Média,8,1746,0,0,Oeste
1901,1901,Maravilha,INDÚSTRIA,Pequena,21,811,0,0,Oeste
1902,1902,Maravilha,SERVIÇOS,Grande,3,1038,0,0,Oeste
1903,1903,Maravilha,SERVIÇOS,Micro,255,432,0,0,Oeste
1904,1904,Maravilha,SERVIÇOS,Pequena,26,433,0,0,Oeste
1905,1905,Maravilha,TRANSPORTE,Micro,121,92,0,0,Oeste
1906,1906,Maravilha,TRANSPORTE,Média,1,67,0,0,Oeste
1907,1907,Maravilha,TRANSPORTE,Pequena,7,124,0,0,Oeste
1908,1908,Marema,AGROPECUÁRIA,Micro,11,15,0,0,Oeste
1909,1909,Marema,AGROPECUÁRIA,Pequena,1,24,0,0,Oeste
1910,1910,Marema,COMÉRCIO,Micro,13,23,0,0,Oeste
1911,1911,Marema,COMÉRCIO,Pequena,1,18,0,0,Oeste
1912,1912,Marema,INDÚSTRIA,Micro,8,21,0,0,Oeste
1913,1913,Marema,SERVIÇOS,Grande,1,157,0,0,Oeste
1914,1914,Marema,SERVIÇOS,Micro,7,18,0,0,Oeste
1915,1915,Marema,TRANSPORTE,Micro,2,3,0,0,Oeste
1916,1916,Massaranduba,AGROPECUÁRIA,Micro,42,52,0,0,Vale do Itapocu
1917,1917,Massaranduba,COMÉRCIO,Micro,111,232,0,0,Vale do Itapocu
1918,1918,Massaranduba,COMÉRCIO,Pequena,17,405,0,0,Vale do Itapocu
1919,1919,Massaranduba,INDÚSTRIA,Micro,181,653,0,0,Vale do Itapocu
1920,1920,Massaranduba,INDÚSTRIA,Média,6,1013,0,0,Vale do Itapocu
1921,1921,Massaranduba,INDÚSTRIA,Pequena,29,1228,0,0,Vale do Itapocu
1922,1922,Massaranduba,SERVIÇOS,Grande,3,562,0,0,Vale do Itapocu
1923,1923,Massaranduba,SERVIÇOS,Micro,88,219,0,0,Vale do Itapocu
1924,1924,Massaranduba,SERVIÇOS,Pequena,9,157,0,0,Vale do Itapocu
1925,1925,Massaranduba,TRANSPORTE,Micro,21,50,0,0,Vale do Itapocu
1926,1926,Massaranduba,TRANSPORTE,Pequena,3,37,0,0,Vale do Itapocu
1927,1927,Matos Costa,AGROPECUÁRIA,Micro,21,43,0,0,Centro-Norte
1928,1928,Matos Costa,AGROPECUÁRIA,Pequena,1,10,0,0,Centro-Norte
1929,1929,Matos Costa,COMÉRCIO,Micro,12,35,0,0,Centro-Norte
1930,1930,Matos Costa,INDÚSTRIA,Micro,10,9,0,0,Centro-Norte
1931,1931,Matos Costa,INDÚSTRIA,Pequena,1,75,0,0,Centro-Norte
1932,1932,Matos Costa,SERVIÇOS,Grande,1,191,0,0,Centro-Norte
1933,1933,Matos Costa,SERVIÇOS,Micro,7,16,0,0,Centro-Norte
1934,1934,Matos Costa,TRANSPORTE,Micro,6,3,0,0,Centro-Norte
1935,1935,Meleiro,AGROPECUÁRIA,Micro,5,7,0,0,Sul
1936,1936,Meleiro,COMÉRCIO,Micro,87,181,0,0,Sul
1937,1937,Meleiro,COMÉRCIO,Pequena,6,84,0,0,Sul
1938,1938,Meleiro,INDÚSTRIA,Micro,64,191,0,0,Sul
1939,1939,Meleiro,INDÚSTRIA,Pequena,4,247,0,0,Sul
1940,1940,Meleiro,SERVIÇOS,Grande,1,235,0,0,Sul
1941,1941,Meleiro,SERVIÇOS,Micro,62,142,0,0,Sul
1942,1942,Meleiro,SERVIÇOS,Média,1,73,0,0,Sul
1943,1943,Meleiro,SERVIÇOS,Pequena,4,61,0,0,Sul
1944,1944,Meleiro,TRANSPORTE,Micro,18,16,0,0,Sul
1945,1945,Meleiro,TRANSPORTE,Pequena,3,88,0,0,Sul
1946,1946,Mirim Doce,AGROPECUÁRIA,Micro,10,23,0,0,Alto Vale do Itajaí
1947,1947,Mirim Doce,COMÉRCIO,Micro,16,43,0,0,Alto Vale do Itajaí
1948,1948,Mirim Doce,INDÚSTRIA,Micro,12,43,0,0,Alto Vale do Itajaí
1949,1949,Mirim Doce,INDÚSTRIA,Pequena,5,214,0,0,Alto Vale do Itajaí
1950,1950,Mirim Doce,SERVIÇOS,Grande,1,194,0,0,Alto Vale do Itajaí
1951,1951,Mirim Doce,SERVIÇOS,Micro,13,23,0,0,Alto Vale do Itajaí
1952,1952,Mirim Doce,TRANSPORTE,Micro,3,3,0,0,Alto Vale do Itajaí
1953,1953,Mirim Doce,TRANSPORTE,Pequena,1,15,0,0,Alto Vale do Itajaí
1954,1954,Modelo,AGROPECUÁRIA,Micro,16,49,0,0,Oeste
1955,1955,Modelo,COMÉRCIO,Micro,47,87,0,0,Oeste
1956,1956,Modelo,COMÉRCIO,Pequena,2,27,0,0,Oeste
1957,1957,Modelo,INDÚSTRIA,Micro,45,145,0,0,Oeste
1958,1958,Modelo,INDÚSTRIA,Pequena,6,333,0,0,Oeste
1959,1959,Modelo,SERVIÇOS,Grande,1,164,0,0,Oeste
1960,1960,Modelo,SERVIÇOS,Micro,30,68,0,0,Oeste
1961,1961,Modelo,SERVIÇOS,Pequena,2,31,0,0,Oeste
1962,1962,Modelo,TRANSPORTE,Micro,13,22,0,0,Oeste
1963,1963,Mondaí,AGROPECUÁRIA,Micro,19,30,0,0,Extremo Oeste
1964,1964,Mondaí,AGROPECUÁRIA,Pequena,1,28,0,0,Extremo Oeste
1965,1965,Mondaí,COMÉRCIO,Micro,107,215,0,0,Extremo Oeste
1966,1966,Mondaí,COMÉRCIO,Pequena,6,114,0,0,Extremo Oeste
1967,1967,Mondaí,INDÚSTRIA,Grande,1,610,0,0,Extremo Oeste
1968,1968,Mondaí,INDÚSTRIA,Micro,54,190,0,0,Extremo Oeste
1969,1969,Mondaí,INDÚSTRIA,Média,2,621,0,0,Extremo Oeste
1970,1970,Mondaí,INDÚSTRIA,Pequena,4,249,0,0,Extremo Oeste
1971,1971,Mondaí,SERVIÇOS,Grande,1,270,0,0,Extremo Oeste
1972,1972,Mondaí,SERVIÇOS,Micro,81,145,0,0,Extremo Oeste
1973,1973,Mondaí,SERVIÇOS,Pequena,3,78,0,0,Extremo Oeste
1974,1974,Mondaí,TRANSPORTE,Micro,36,42,0,0,Extremo Oeste
1975,1975,Mondaí,TRANSPORTE,Pequena,2,37,0,0,Extremo Oeste
1976,1976,Monte Carlo,AGROPECUÁRIA,Micro,19,41,0,0,Centro-Oeste
1977,1977,Monte Carlo,AGROPECUÁRIA,Média,4,296,0,0,Centro-Oeste
1978,1978,Monte Carlo,AGROPECUÁRIA,Pequena,4,104,0,0,Centro-Oeste
1979,1979,Monte Carlo,COMÉRCIO,Micro,79,161,0,0,Centro-Oeste
1980,1980,Monte Carlo,COMÉRCIO,Pequena,3,36,0,0,Centro-Oeste
1981,1981,Monte Carlo,INDÚSTRIA,Micro,13,53,0,0,Centro-Oeste
1982,1982,Monte Carlo,INDÚSTRIA,Média,1,337,0,0,Centro-Oeste
1983,1983,Monte Carlo,INDÚSTRIA,Pequena,1,28,0,0,Centro-Oeste
1984,1984,Monte Carlo,SERVIÇOS,Grande,1,369,0,0,Centro-Oeste
1985,1985,Monte Carlo,SERVIÇOS,Micro,38,105,0,0,Centro-Oeste
1986,1986,Monte Carlo,SERVIÇOS,Pequena,2,38,0,0,Centro-Oeste
1987,1987,Monte Carlo,TRANSPORTE,Micro,14,34,0,0,Centro-Oeste
1988,1988,Monte Carlo,TRANSPORTE,Pequena,1,13,0,0,Centro-Oeste
1989,1989,Monte Castelo,AGROPECUÁRIA,Micro,37,38,0,0,Planalto Norte
1990,1990,Monte Castelo,AGROPECUÁRIA,Média,1,53,0,0,Planalto Norte
1991,1991,Monte Castelo,AGROPECUÁRIA,Pequena,4,60,0,0,Planalto Norte
1992,1992,Monte Castelo,COMÉRCIO,Micro,55,157,0,0,Planalto Norte
1993,1993,Monte Castelo,COMÉRCIO,Pequena,5,119,0,0,Planalto Norte
1994,1994,Monte Castelo,INDÚSTRIA,Micro,46,200,0,0,Planalto Norte
1995,1995,Monte Castelo,INDÚSTRIA,Pequena,4,94,0,0,Planalto Norte
1996,1996,Monte Castelo,SERVIÇOS,Grande,1,269,0,0,Planalto Norte
1997,1997,Monte Castelo,SERVIÇOS,Micro,39,93,0,0,Planalto Norte
1998,1998,Monte Castelo,SERVIÇOS,Pequena,2,44,0,0,Planalto Norte
1999,1999,Monte Castelo,TRANSPORTE,Micro,7,11,0,0,Planalto Norte
2000,2000,Monte Castelo,TRANSPORTE,Pequena,1,18,0,0,Planalto Norte
2001,2001,Morro Grande,COMÉRCIO,Micro,15,25,0,0,Sul
2002,2002,Morro Grande,COMÉRCIO,Pequena,1,10,0,0,Sul
2003,2003,Morro Grande,INDÚSTRIA,Micro,11,96,0,0,Sul
