,Município,Setor,Escolaridade,Empregados,vice_presidencia
5459,Ouro Verde,SERVIÇOS,Medio completo,75,Oeste
5460,Ouro Verde,SERVIÇOS,Medio incompleto,2,Oeste
5461,Ouro Verde,SERVIÇOS,Superior Completo,66,Oeste
5462,Ouro Verde,SERVIÇOS,Superior Incompleto,2,Oeste
5463,Ouro Verde,TRANSPORTE,Medio completo,2,Oeste
5464,Ouro Verde,TRANSPORTE,Medio incompleto,1,Oeste
5465,Ouro Verde,TRANSPORTE,Superior Completo,1,Oeste
5466,Paial,AGROPECUÁRIA,Fundamental incompleto,1,Alto Uruguai Catarinense
5467,Paial,AGROPECUÁRIA,Medio completo,4,Alto Uruguai Catarinense
5468,Paial,COMÉRCIO,Fundamental completo,1,Alto Uruguai Catarinense
5469,Paial,COMÉRCIO,Fundamental incompleto,3,Alto Uruguai Catarinense
5470,Paial,COMÉRCIO,Medio completo,22,Alto Uruguai Catarinense
5471,Paial,COMÉRCIO,Superior Completo,8,Alto Uruguai Catarinense
5472,Paial,COMÉRCIO,Superior Incompleto,7,Alto Uruguai Catarinense
5473,Paial,INDÚSTRIA,Fundamental completo,2,Alto Uruguai Catarinense
5474,Paial,INDÚSTRIA,Fundamental incompleto,4,Alto Uruguai Catarinense
5475,Paial,INDÚSTRIA,Medio completo,26,Alto Uruguai Catarinense
5476,Paial,INDÚSTRIA,Medio incompleto,2,Alto Uruguai Catarinense
5477,Paial,INDÚSTRIA,Superior Completo,1,Alto Uruguai Catarinense
5478,Paial,INDÚSTRIA,Superior Incompleto,1,Alto Uruguai Catarinense
5479,Paial,SERVIÇOS,Fundamental completo,12,Alto Uruguai Catarinense
5480,Paial,SERVIÇOS,Fundamental incompleto,20,Alto Uruguai Catarinense
5481,Paial,SERVIÇOS,Medio completo,54,Alto Uruguai Catarinense
5482,Paial,SERVIÇOS,Superior Completo,51,Alto Uruguai Catarinense
5483,Paial,SERVIÇOS,Superior Incompleto,4,Alto Uruguai Catarinense
5484,Paial,TRANSPORTE,Fundamental completo,1,Alto Uruguai Catarinense
5485,Paial,TRANSPORTE,Medio completo,3,Alto Uruguai Catarinense
5486,Painel,AGROPECUÁRIA,Analfabeto,3,Serra Catarinense
5487,Painel,AGROPECUÁRIA,Fundamental completo,19,Serra Catarinense
5488,Painel,AGROPECUÁRIA,Fundamental incompleto,28,Serra Catarinense
5489,Painel,AGROPECUÁRIA,Medio completo,83,Serra Catarinense
5490,Painel,AGROPECUÁRIA,Medio incompleto,4,Serra Catarinense
5491,Painel,AGROPECUÁRIA,Superior Completo,2,Serra Catarinense
5492,Painel,COMÉRCIO,Medio completo,12,Serra Catarinense
5493,Painel,COMÉRCIO,Medio incompleto,1,Serra Catarinense
5494,Painel,COMÉRCIO,Superior Completo,2,Serra Catarinense
5495,Painel,INDÚSTRIA,Medio completo,4,Serra Catarinense
5496,Painel,INDÚSTRIA,Superior Completo,1,Serra Catarinense
5497,Painel,SERVIÇOS,Fundamental completo,17,Serra Catarinense
5498,Painel,SERVIÇOS,Fundamental incompleto,26,Serra Catarinense
5499,Painel,SERVIÇOS,Medio completo,58,Serra Catarinense
5500,Painel,SERVIÇOS,Medio incompleto,11,Serra Catarinense
5501,Painel,SERVIÇOS,Superior Completo,55,Serra Catarinense
5502,Painel,SERVIÇOS,Superior Incompleto,15,Serra Catarinense
5503,Painel,TRANSPORTE,Superior Completo,1,Serra Catarinense
5504,Palhoça,AGROPECUÁRIA,Fundamental completo,25,Sudeste
5505,Palhoça,AGROPECUÁRIA,Fundamental incompleto,14,Sudeste
5506,Palhoça,AGROPECUÁRIA,Medio completo,13,Sudeste
5507,Palhoça,AGROPECUÁRIA,Medio incompleto,6,Sudeste
5508,Palhoça,AGROPECUÁRIA,Superior Completo,1,Sudeste
5509,Palhoça,AGROPECUÁRIA,Superior Incompleto,1,Sudeste
5510,Palhoça,COMÉRCIO,Analfabeto,63,Sudeste
5511,Palhoça,COMÉRCIO,Fundamental completo,843,Sudeste
5512,Palhoça,COMÉRCIO,Fundamental incompleto,596,Sudeste
5513,Palhoça,COMÉRCIO,Medio completo,9122,Sudeste
5514,Palhoça,COMÉRCIO,Medio incompleto,1237,Sudeste
5515,Palhoça,COMÉRCIO,Pós-graduação,15,Sudeste
5516,Palhoça,COMÉRCIO,Superior Completo,1404,Sudeste
5517,Palhoça,COMÉRCIO,Superior Incompleto,725,Sudeste
5518,Palhoça,INDÚSTRIA,Analfabeto,179,Sudeste
5519,Palhoça,INDÚSTRIA,Fundamental completo,1339,Sudeste
5520,Palhoça,INDÚSTRIA,Fundamental incompleto,1568,Sudeste
5521,Palhoça,INDÚSTRIA,Medio completo,6442,Sudeste
5522,Palhoça,INDÚSTRIA,Medio incompleto,1093,Sudeste
5523,Palhoça,INDÚSTRIA,Pós-graduação,9,Sudeste
5524,Palhoça,INDÚSTRIA,Superior Completo,681,Sudeste
5525,Palhoça,INDÚSTRIA,Superior Incompleto,342,Sudeste
5526,Palhoça,SERVIÇOS,Analfabeto,77,Sudeste
5527,Palhoça,SERVIÇOS,Fundamental completo,895,Sudeste
5528,Palhoça,SERVIÇOS,Fundamental incompleto,502,Sudeste
5529,Palhoça,SERVIÇOS,Medio completo,7807,Sudeste
5530,Palhoça,SERVIÇOS,Medio incompleto,705,Sudeste
5531,Palhoça,SERVIÇOS,Pós-graduação,150,Sudeste
5532,Palhoça,SERVIÇOS,Superior Completo,4186,Sudeste
5533,Palhoça,SERVIÇOS,Superior Incompleto,1047,Sudeste
5534,Palhoça,TRANSPORTE,Analfabeto,6,Sudeste
5535,Palhoça,TRANSPORTE,Fundamental completo,268,Sudeste
5536,Palhoça,TRANSPORTE,Fundamental incompleto,213,Sudeste
5537,Palhoça,TRANSPORTE,Medio completo,1920,Sudeste
5538,Palhoça,TRANSPORTE,Medio incompleto,266,Sudeste
5539,Palhoça,TRANSPORTE,Superior Completo,126,Sudeste
5540,Palhoça,TRANSPORTE,Superior Incompleto,71,Sudeste
5541,Palma Sola,AGROPECUÁRIA,Analfabeto,1,Extremo Oeste
5542,Palma Sola,AGROPECUÁRIA,Fundamental completo,20,Extremo Oeste
5543,Palma Sola,AGROPECUÁRIA,Fundamental incompleto,61,Extremo Oeste
5544,Palma Sola,AGROPECUÁRIA,Medio completo,85,Extremo Oeste
5545,Palma Sola,AGROPECUÁRIA,Medio incompleto,21,Extremo Oeste
5546,Palma Sola,AGROPECUÁRIA,Superior Completo,12,Extremo Oeste
5547,Palma Sola,AGROPECUÁRIA,Superior Incompleto,3,Extremo Oeste
5548,Palma Sola,COMÉRCIO,Fundamental completo,25,Extremo Oeste
5549,Palma Sola,COMÉRCIO,Fundamental incompleto,33,Extremo Oeste
5550,Palma Sola,COMÉRCIO,Medio completo,167,Extremo Oeste
5551,Palma Sola,COMÉRCIO,Medio incompleto,37,Extremo Oeste
5552,Palma Sola,COMÉRCIO,Superior Completo,28,Extremo Oeste
5553,Palma Sola,COMÉRCIO,Superior Incompleto,8,Extremo Oeste
5554,Palma Sola,INDÚSTRIA,Fundamental completo,13,Extremo Oeste
5555,Palma Sola,INDÚSTRIA,Fundamental incompleto,35,Extremo Oeste
5556,Palma Sola,INDÚSTRIA,Medio completo,66,Extremo Oeste
5557,Palma Sola,INDÚSTRIA,Medio incompleto,16,Extremo Oeste
5558,Palma Sola,INDÚSTRIA,Superior Completo,9,Extremo Oeste
5559,Palma Sola,INDÚSTRIA,Superior Incompleto,6,Extremo Oeste
5560,Palma Sola,SERVIÇOS,Fundamental completo,32,Extremo Oeste
5561,Palma Sola,SERVIÇOS,Fundamental incompleto,58,Extremo Oeste
5562,Palma Sola,SERVIÇOS,Medio completo,145,Extremo Oeste
5563,Palma Sola,SERVIÇOS,Medio incompleto,23,Extremo Oeste
5564,Palma Sola,SERVIÇOS,Pós-graduação,1,Extremo Oeste
5565,Palma Sola,SERVIÇOS,Superior Completo,138,Extremo Oeste
5566,Palma Sola,SERVIÇOS,Superior Incompleto,15,Extremo Oeste
5567,Palma Sola,TRANSPORTE,Analfabeto,2,Extremo Oeste
5568,Palma Sola,TRANSPORTE,Fundamental completo,93,Extremo Oeste
5569,Palma Sola,TRANSPORTE,Fundamental incompleto,175,Extremo Oeste
5570,Palma Sola,TRANSPORTE,Medio completo,198,Extremo Oeste
5571,Palma Sola,TRANSPORTE,Medio incompleto,93,Extremo Oeste
5572,Palma Sola,TRANSPORTE,Superior Completo,27,Extremo Oeste
5573,Palma Sola,TRANSPORTE,Superior Incompleto,12,Extremo Oeste
5574,Palmeira,AGROPECUÁRIA,Analfabeto,1,Serra Catarinense
5575,Palmeira,AGROPECUÁRIA,Fundamental completo,3,Serra Catarinense
5576,Palmeira,AGROPECUÁRIA,Fundamental incompleto,2,Serra Catarinense
5577,Palmeira,AGROPECUÁRIA,Medio completo,8,Serra Catarinense
5578,Palmeira,AGROPECUÁRIA,Medio incompleto,1,Serra Catarinense
5579,Palmeira,AGROPECUÁRIA,Superior Completo,1,Serra Catarinense
5580,Palmeira,COMÉRCIO,Fundamental completo,42,Serra Catarinense
5581,Palmeira,COMÉRCIO,Fundamental incompleto,10,Serra Catarinense
5582,Palmeira,COMÉRCIO,Medio completo,32,Serra Catarinense
5583,Palmeira,COMÉRCIO,Medio incompleto,5,Serra Catarinense
5584,Palmeira,COMÉRCIO,Superior Completo,3,Serra Catarinense
5585,Palmeira,COMÉRCIO,Superior Incompleto,2,Serra Catarinense
5586,Palmeira,INDÚSTRIA,Analfabeto,3,Serra Catarinense
5587,Palmeira,INDÚSTRIA,Fundamental completo,30,Serra Catarinense
5588,Palmeira,INDÚSTRIA,Fundamental incompleto,35,Serra Catarinense
5589,Palmeira,INDÚSTRIA,Medio completo,98,Serra Catarinense
5590,Palmeira,INDÚSTRIA,Medio incompleto,12,Serra Catarinense
5591,Palmeira,INDÚSTRIA,Pós-graduação,1,Serra Catarinense
5592,Palmeira,INDÚSTRIA,Superior Completo,37,Serra Catarinense
5593,Palmeira,INDÚSTRIA,Superior Incompleto,9,Serra Catarinense
5594,Palmeira,SERVIÇOS,Fundamental completo,50,Serra Catarinense
5595,Palmeira,SERVIÇOS,Fundamental incompleto,33,Serra Catarinense
5596,Palmeira,SERVIÇOS,Medio completo,72,Serra Catarinense
5597,Palmeira,SERVIÇOS,Medio incompleto,7,Serra Catarinense
5598,Palmeira,SERVIÇOS,Pós-graduação,2,Serra Catarinense
5599,Palmeira,SERVIÇOS,Superior Completo,79,Serra Catarinense
5600,Palmeira,SERVIÇOS,Superior Incompleto,11,Serra Catarinense
5601,Palmeira,TRANSPORTE,Fundamental completo,25,Serra Catarinense
5602,Palmeira,TRANSPORTE,Fundamental incompleto,20,Serra Catarinense
5603,Palmeira,TRANSPORTE,Medio completo,34,Serra Catarinense
5604,Palmeira,TRANSPORTE,Medio incompleto,5,Serra Catarinense
5605,Palmeira,TRANSPORTE,Superior Completo,3,Serra Catarinense
5606,Palmeira,TRANSPORTE,Superior Incompleto,2,Serra Catarinense
5607,Palmitos,AGROPECUÁRIA,Fundamental completo,9,Oeste
5608,Palmitos,AGROPECUÁRIA,Fundamental incompleto,17,Oeste
5609,Palmitos,AGROPECUÁRIA,Medio completo,31,Oeste
5610,Palmitos,AGROPECUÁRIA,Medio incompleto,1,Oeste
5611,Palmitos,COMÉRCIO,Fundamental completo,66,Oeste
5612,Palmitos,COMÉRCIO,Fundamental incompleto,70,Oeste
5613,Palmitos,COMÉRCIO,Medio completo,496,Oeste
5614,Palmitos,COMÉRCIO,Medio incompleto,84,Oeste
5615,Palmitos,COMÉRCIO,Superior Completo,133,Oeste
5616,Palmitos,COMÉRCIO,Superior Incompleto,85,Oeste
5617,Palmitos,INDÚSTRIA,Analfabeto,4,Oeste
5618,Palmitos,INDÚSTRIA,Fundamental completo,97,Oeste
5619,Palmitos,INDÚSTRIA,Fundamental incompleto,151,Oeste
5620,Palmitos,INDÚSTRIA,Medio completo,356,Oeste
5621,Palmitos,INDÚSTRIA,Medio incompleto,76,Oeste
5622,Palmitos,INDÚSTRIA,Superior Completo,57,Oeste
5623,Palmitos,INDÚSTRIA,Superior Incompleto,31,Oeste
5624,Palmitos,SERVIÇOS,Fundamental completo,77,Oeste
5625,Palmitos,SERVIÇOS,Fundamental incompleto,55,Oeste
5626,Palmitos,SERVIÇOS,Medio completo,339,Oeste
5627,Palmitos,SERVIÇOS,Medio incompleto,30,Oeste
5628,Palmitos,SERVIÇOS,Pós-graduação,28,Oeste
5629,Palmitos,SERVIÇOS,Superior Completo,495,Oeste
5630,Palmitos,SERVIÇOS,Superior Incompleto,136,Oeste
5631,Palmitos,TRANSPORTE,Fundamental completo,111,Oeste
5632,Palmitos,TRANSPORTE,Fundamental incompleto,440,Oeste
5633,Palmitos,TRANSPORTE,Medio completo,599,Oeste
5634,Palmitos,TRANSPORTE,Medio incompleto,179,Oeste
5635,Palmitos,TRANSPORTE,Superior Completo,59,Oeste
5636,Palmitos,TRANSPORTE,Superior Incompleto,36,Oeste
5637,Papanduva,AGROPECUÁRIA,Analfabeto,3,Planalto Norte
5638,Papanduva,AGROPECUÁRIA,Fundamental completo,90,Planalto Norte
5639,Papanduva,AGROPECUÁRIA,Fundamental incompleto,124,Planalto Norte
5640,Papanduva,AGROPECUÁRIA,Medio completo,161,Planalto Norte
5641,Papanduva,AGROPECUÁRIA,Medio incompleto,44,Planalto Norte
5642,Papanduva,AGROPECUÁRIA,Superior Completo,12,Planalto Norte
5643,Papanduva,AGROPECUÁRIA,Superior Incompleto,1,Planalto Norte
5644,Papanduva,COMÉRCIO,Analfabeto,1,Planalto Norte
5645,Papanduva,COMÉRCIO,Fundamental completo,87,Planalto Norte
5646,Papanduva,COMÉRCIO,Fundamental incompleto,65,Planalto Norte
5647,Papanduva,COMÉRCIO,Medio completo,606,Planalto Norte
5648,Papanduva,COMÉRCIO,Medio incompleto,62,Planalto Norte
5649,Papanduva,COMÉRCIO,Superior Completo,51,Planalto Norte
5650,Papanduva,COMÉRCIO,Superior Incompleto,20,Planalto Norte
5651,Papanduva,INDÚSTRIA,Analfabeto,7,Planalto Norte
5652,Papanduva,INDÚSTRIA,Fundamental completo,167,Planalto Norte
5653,Papanduva,INDÚSTRIA,Fundamental incompleto,195,Planalto Norte
5654,Papanduva,INDÚSTRIA,Medio completo,566,Planalto Norte
5655,Papanduva,INDÚSTRIA,Medio incompleto,114,Planalto Norte
5656,Papanduva,INDÚSTRIA,Superior Completo,42,Planalto Norte
5657,Papanduva,INDÚSTRIA,Superior Incompleto,20,Planalto Norte
5658,Papanduva,SERVIÇOS,Fundamental completo,73,Planalto Norte
5659,Papanduva,SERVIÇOS,Fundamental incompleto,88,Planalto Norte
5660,Papanduva,SERVIÇOS,Medio completo,406,Planalto Norte
5661,Papanduva,SERVIÇOS,Medio incompleto,18,Planalto Norte
5662,Papanduva,SERVIÇOS,Superior Completo,310,Planalto Norte
5663,Papanduva,SERVIÇOS,Superior Incompleto,84,Planalto Norte
5664,Papanduva,TRANSPORTE,Analfabeto,3,Planalto Norte
5665,Papanduva,TRANSPORTE,Fundamental completo,9,Planalto Norte
5666,Papanduva,TRANSPORTE,Fundamental incompleto,12,Planalto Norte
5667,Papanduva,TRANSPORTE,Medio completo,64,Planalto Norte
5668,Papanduva,TRANSPORTE,Medio incompleto,6,Planalto Norte
5669,Papanduva,TRANSPORTE,Superior Completo,4,Planalto Norte
5670,Papanduva,TRANSPORTE,Superior Incompleto,1,Planalto Norte
5671,Paraíso,AGROPECUÁRIA,Fundamental completo,7,Extremo Oeste
5672,Paraíso,AGROPECUÁRIA,Medio completo,6,Extremo Oeste
5673,Paraíso,AGROPECUÁRIA,Medio incompleto,3,Extremo Oeste
5674,Paraíso,COMÉRCIO,Analfabeto,1,Extremo Oeste
5675,Paraíso,COMÉRCIO,Fundamental completo,11,Extremo Oeste
5676,Paraíso,COMÉRCIO,Fundamental incompleto,16,Extremo Oeste
5677,Paraíso,COMÉRCIO,Medio completo,72,Extremo Oeste
5678,Paraíso,COMÉRCIO,Medio incompleto,11,Extremo Oeste
5679,Paraíso,COMÉRCIO,Superior Completo,7,Extremo Oeste
5680,Paraíso,COMÉRCIO,Superior Incompleto,4,Extremo Oeste
5681,Paraíso,INDÚSTRIA,Analfabeto,1,Extremo Oeste
5682,Paraíso,INDÚSTRIA,Fundamental completo,39,Extremo Oeste
5683,Paraíso,INDÚSTRIA,Fundamental incompleto,34,Extremo Oeste
5684,Paraíso,INDÚSTRIA,Medio completo,190,Extremo Oeste
5685,Paraíso,INDÚSTRIA,Medio incompleto,13,Extremo Oeste
5686,Paraíso,INDÚSTRIA,Superior Completo,21,Extremo Oeste
5687,Paraíso,INDÚSTRIA,Superior Incompleto,5,Extremo Oeste
5688,Paraíso,SERVIÇOS,Fundamental completo,18,Extremo Oeste
5689,Paraíso,SERVIÇOS,Fundamental incompleto,11,Extremo Oeste
5690,Paraíso,SERVIÇOS,Medio completo,71,Extremo Oeste
5691,Paraíso,SERVIÇOS,Medio incompleto,5,Extremo Oeste
5692,Paraíso,SERVIÇOS,Superior Completo,65,Extremo Oeste
5693,Paraíso,SERVIÇOS,Superior Incompleto,6,Extremo Oeste
5694,Paraíso,TRANSPORTE,Fundamental completo,1,Extremo Oeste
5695,Paraíso,TRANSPORTE,Fundamental incompleto,5,Extremo Oeste
5696,Paraíso,TRANSPORTE,Medio completo,12,Extremo Oeste
5697,Paraíso,TRANSPORTE,Superior Completo,2,Extremo Oeste
5698,Paraíso,TRANSPORTE,Superior Incompleto,1,Extremo Oeste
5699,Passo de Torres,AGROPECUÁRIA,Fundamental incompleto,1,Sul
5700,Passo de Torres,AGROPECUÁRIA,Medio completo,2,Sul
5701,Passo de Torres,AGROPECUÁRIA,Superior Completo,2,Sul
5702,Passo de Torres,COMÉRCIO,Fundamental completo,17,Sul
5703,Passo de Torres,COMÉRCIO,Fundamental incompleto,21,Sul
5704,Passo de Torres,COMÉRCIO,Medio completo,270,Sul
5705,Passo de Torres,COMÉRCIO,Medio incompleto,33,Sul
5706,Passo de Torres,COMÉRCIO,Superior Completo,16,Sul
5707,Passo de Torres,COMÉRCIO,Superior Incompleto,22,Sul
5708,Passo de Torres,INDÚSTRIA,Fundamental completo,26,Sul
5709,Passo de Torres,INDÚSTRIA,Fundamental incompleto,30,Sul
5710,Passo de Torres,INDÚSTRIA,Medio completo,160,Sul
5711,Passo de Torres,INDÚSTRIA,Medio incompleto,18,Sul
5712,Passo de Torres,INDÚSTRIA,Superior Completo,12,Sul
5713,Passo de Torres,INDÚSTRIA,Superior Incompleto,5,Sul
5714,Passo de Torres,SERVIÇOS,Analfabeto,1,Sul
5715,Passo de Torres,SERVIÇOS,Fundamental completo,34,Sul
5716,Passo de Torres,SERVIÇOS,Fundamental incompleto,52,Sul
5717,Passo de Torres,SERVIÇOS,Medio completo,153,Sul
5718,Passo de Torres,SERVIÇOS,Medio incompleto,16,Sul
5719,Passo de Torres,SERVIÇOS,Superior Completo,119,Sul
5720,Passo de Torres,SERVIÇOS,Superior Incompleto,24,Sul
5721,Passo de Torres,TRANSPORTE,Fundamental completo,2,Sul
5722,Passo de Torres,TRANSPORTE,Medio completo,8,Sul
5723,Passo de Torres,TRANSPORTE,Superior Completo,2,Sul
5724,Passos Maia,AGROPECUÁRIA,Analfabeto,3,Oeste
5725,Passos Maia,AGROPECUÁRIA,Fundamental completo,31,Oeste
5726,Passos Maia,AGROPECUÁRIA,Fundamental incompleto,54,Oeste
5727,Passos Maia,AGROPECUÁRIA,Medio completo,48,Oeste
5728,Passos Maia,AGROPECUÁRIA,Medio incompleto,15,Oeste
5729,Passos Maia,AGROPECUÁRIA,Superior Completo,2,Oeste
5730,Passos Maia,AGROPECUÁRIA,Superior Incompleto,6,Oeste
5731,Passos Maia,COMÉRCIO,Fundamental completo,2,Oeste
5732,Passos Maia,COMÉRCIO,Fundamental incompleto,13,Oeste
5733,Passos Maia,COMÉRCIO,Medio completo,46,Oeste
5734,Passos Maia,COMÉRCIO,Medio incompleto,7,Oeste
5735,Passos Maia,COMÉRCIO,Superior Completo,8,Oeste
5736,Passos Maia,COMÉRCIO,Superior Incompleto,7,Oeste
5737,Passos Maia,INDÚSTRIA,Analfabeto,1,Oeste
5738,Passos Maia,INDÚSTRIA,Fundamental completo,30,Oeste
5739,Passos Maia,INDÚSTRIA,Fundamental incompleto,85,Oeste
5740,Passos Maia,INDÚSTRIA,Medio completo,54,Oeste
5741,Passos Maia,INDÚSTRIA,Medio incompleto,23,Oeste
5742,Passos Maia,INDÚSTRIA,Superior Completo,8,Oeste
5743,Passos Maia,INDÚSTRIA,Superior Incompleto,2,Oeste
5744,Passos Maia,SERVIÇOS,Fundamental completo,36,Oeste
5745,Passos Maia,SERVIÇOS,Fundamental incompleto,60,Oeste
5746,Passos Maia,SERVIÇOS,Medio completo,100,Oeste
5747,Passos Maia,SERVIÇOS,Medio incompleto,9,Oeste
5748,Passos Maia,SERVIÇOS,Superior Completo,159,Oeste
5749,Passos Maia,SERVIÇOS,Superior Incompleto,52,Oeste
5750,Passos Maia,TRANSPORTE,Fundamental completo,3,Oeste
5751,Passos Maia,TRANSPORTE,Fundamental incompleto,4,Oeste
5752,Passos Maia,TRANSPORTE,Medio completo,7,Oeste
5753,Passos Maia,TRANSPORTE,Medio incompleto,2,Oeste
5754,Passos Maia,TRANSPORTE,Superior Completo,3,Oeste
5755,Passos Maia,TRANSPORTE,Superior Incompleto,1,Oeste
5756,Paulo Lopes,AGROPECUÁRIA,Fundamental completo,5,Sudeste
5757,Paulo Lopes,AGROPECUÁRIA,Fundamental incompleto,25,Sudeste
5758,Paulo Lopes,AGROPECUÁRIA,Medio completo,10,Sudeste
5759,Paulo Lopes,AGROPECUÁRIA,Medio incompleto,3,Sudeste
5760,Paulo Lopes,AGROPECUÁRIA,Superior Completo,2,Sudeste
5761,Paulo Lopes,AGROPECUÁRIA,Superior Incompleto,1,Sudeste
5762,Paulo Lopes,COMÉRCIO,Analfabeto,3,Sudeste
5763,Paulo Lopes,COMÉRCIO,Fundamental completo,29,Sudeste
5764,Paulo Lopes,COMÉRCIO,Fundamental incompleto,46,Sudeste
5765,Paulo Lopes,COMÉRCIO,Medio completo,190,Sudeste
5766,Paulo Lopes,COMÉRCIO,Medio incompleto,54,Sudeste
5767,Paulo Lopes,COMÉRCIO,Superior Completo,10,Sudeste
5768,Paulo Lopes,COMÉRCIO,Superior Incompleto,9,Sudeste
5769,Paulo Lopes,INDÚSTRIA,Analfabeto,3,Sudeste
5770,Paulo Lopes,INDÚSTRIA,Fundamental completo,65,Sudeste
5771,Paulo Lopes,INDÚSTRIA,Fundamental incompleto,86,Sudeste
5772,Paulo Lopes,INDÚSTRIA,Medio completo,216,Sudeste
5773,Paulo Lopes,INDÚSTRIA,Medio incompleto,51,Sudeste
5774,Paulo Lopes,INDÚSTRIA,Superior Completo,38,Sudeste
5775,Paulo Lopes,INDÚSTRIA,Superior Incompleto,9,Sudeste
5776,Paulo Lopes,SERVIÇOS,Analfabeto,5,Sudeste
5777,Paulo Lopes,SERVIÇOS,Fundamental completo,63,Sudeste
5778,Paulo Lopes,SERVIÇOS,Fundamental incompleto,93,Sudeste
5779,Paulo Lopes,SERVIÇOS,Medio completo,241,Sudeste
5780,Paulo Lopes,SERVIÇOS,Medio incompleto,54,Sudeste
5781,Paulo Lopes,SERVIÇOS,Pós-graduação,2,Sudeste
5782,Paulo Lopes,SERVIÇOS,Superior Completo,155,Sudeste
5783,Paulo Lopes,SERVIÇOS,Superior Incompleto,29,Sudeste
5784,Paulo Lopes,TRANSPORTE,Analfabeto,1,Sudeste
5785,Paulo Lopes,TRANSPORTE,Fundamental completo,22,Sudeste
5786,Paulo Lopes,TRANSPORTE,Fundamental incompleto,6,Sudeste
5787,Paulo Lopes,TRANSPORTE,Medio completo,47,Sudeste
5788,Paulo Lopes,TRANSPORTE,Medio incompleto,6,Sudeste
5789,Paulo Lopes,TRANSPORTE,Superior Completo,1,Sudeste
5790,Paulo Lopes,TRANSPORTE,Superior Incompleto,4,Sudeste
5791,Pedras Grandes,AGROPECUÁRIA,Fundamental completo,4,Litoral Sul
5792,Pedras Grandes,AGROPECUÁRIA,Fundamental incompleto,13,Litoral Sul
5793,Pedras Grandes,AGROPECUÁRIA,Medio completo,21,Litoral Sul
5794,Pedras Grandes,AGROPECUÁRIA,Superior Completo,1,Litoral Sul
5795,Pedras Grandes,COMÉRCIO,Fundamental completo,12,Litoral Sul
5796,Pedras Grandes,COMÉRCIO,Fundamental incompleto,21,Litoral Sul
5797,Pedras Grandes,COMÉRCIO,Medio completo,69,Litoral Sul
5798,Pedras Grandes,COMÉRCIO,Medio incompleto,12,Litoral Sul
5799,Pedras Grandes,COMÉRCIO,Superior Completo,9,Litoral Sul
5800,Pedras Grandes,COMÉRCIO,Superior Incompleto,2,Litoral Sul
5801,Pedras Grandes,INDÚSTRIA,Analfabeto,2,Litoral Sul
5802,Pedras Grandes,INDÚSTRIA,Fundamental completo,36,Litoral Sul
5803,Pedras Grandes,INDÚSTRIA,Fundamental incompleto,83,Litoral Sul
5804,Pedras Grandes,INDÚSTRIA,Medio completo,399,Litoral Sul
5805,Pedras Grandes,INDÚSTRIA,Medio incompleto,44,Litoral Sul
5806,Pedras Grandes,INDÚSTRIA,Superior Completo,11,Litoral Sul
5807,Pedras Grandes,INDÚSTRIA,Superior Incompleto,5,Litoral Sul
5808,Pedras Grandes,SERVIÇOS,Fundamental completo,18,Litoral Sul
5809,Pedras Grandes,SERVIÇOS,Fundamental incompleto,39,Litoral Sul
5810,Pedras Grandes,SERVIÇOS,Medio completo,74,Litoral Sul
5811,Pedras Grandes,SERVIÇOS,Medio incompleto,1,Litoral Sul
5812,Pedras Grandes,SERVIÇOS,Pós-graduação,1,Litoral Sul
5813,Pedras Grandes,SERVIÇOS,Superior Completo,99,Litoral Sul
5814,Pedras Grandes,SERVIÇOS,Superior Incompleto,9,Litoral Sul
5815,Pedras Grandes,TRANSPORTE,Fundamental completo,8,Litoral Sul
5816,Pedras Grandes,TRANSPORTE,Fundamental incompleto,10,Litoral Sul
5817,Pedras Grandes,TRANSPORTE,Medio completo,47,Litoral Sul
5818,Pedras Grandes,TRANSPORTE,Medio incompleto,9,Litoral Sul
5819,Pedras Grandes,TRANSPORTE,Superior Completo,1,Litoral Sul
5820,Pedras Grandes,TRANSPORTE,Superior Incompleto,2,Litoral Sul
5821,Penha,AGROPECUÁRIA,Analfabeto,5,Foz do Rio Itajaí
5822,Penha,AGROPECUÁRIA,Fundamental completo,178,Foz do Rio Itajaí
5823,Penha,AGROPECUÁRIA,Fundamental incompleto,94,Foz do Rio Itajaí
5824,Penha,AGROPECUÁRIA,Medio completo,59,Foz do Rio Itajaí
5825,Penha,AGROPECUÁRIA,Medio incompleto,17,Foz do Rio Itajaí
5826,Penha,AGROPECUÁRIA,Superior Completo,2,Foz do Rio Itajaí
5827,Penha,COMÉRCIO,Analfabeto,5,Foz do Rio Itajaí
5828,Penha,COMÉRCIO,Fundamental completo,102,Foz do Rio Itajaí
5829,Penha,COMÉRCIO,Fundamental incompleto,78,Foz do Rio Itajaí
5830,Penha,COMÉRCIO,Medio completo,918,Foz do Rio Itajaí
5831,Penha,COMÉRCIO,Medio incompleto,238,Foz do Rio Itajaí
5832,Penha,COMÉRCIO,Superior Completo,76,Foz do Rio Itajaí
5833,Penha,COMÉRCIO,Superior Incompleto,116,Foz do Rio Itajaí
5834,Penha,INDÚSTRIA,Analfabeto,8,Foz do Rio Itajaí
5835,Penha,INDÚSTRIA,Fundamental completo,208,Foz do Rio Itajaí
5836,Penha,INDÚSTRIA,Fundamental incompleto,189,Foz do Rio Itajaí
5837,Penha,INDÚSTRIA,Medio completo,698,Foz do Rio Itajaí
