,Município,Setor,Escolaridade,Empregados,vice_presidencia
1226,Botuverá,AGROPECUÁRIA,Fundamental completo,17,Vale do Itajaí Mirim
1227,Botuverá,AGROPECUÁRIA,Fundamental incompleto,3,Vale do Itajaí Mirim
1228,Botuverá,AGROPECUÁRIA,Medio completo,1,Vale do Itajaí Mirim
1229,Botuverá,AGROPECUÁRIA,Superior Completo,1,Vale do Itajaí Mirim
1230,Botuverá,COMÉRCIO,Analfabeto,1,Vale do Itajaí Mirim
1231,Botuverá,COMÉRCIO,Fundamental completo,27,Vale do Itajaí Mirim
1232,Botuverá,COMÉRCIO,Fundamental incompleto,11,Vale do Itajaí Mirim
1233,Botuverá,COMÉRCIO,Medio completo,25,Vale do Itajaí Mirim
1234,Botuverá,COMÉRCIO,Medio incompleto,9,Vale do Itajaí Mirim
1235,Botuverá,COMÉRCIO,Superior Completo,5,Vale do Itajaí Mirim
1236,Botuverá,COMÉRCIO,Superior Incompleto,3,Vale do Itajaí Mirim
1237,Botuverá,INDÚSTRIA,Analfabeto,3,Vale do Itajaí Mirim
1238,Botuverá,INDÚSTRIA,Fundamental completo,643,Vale do Itajaí Mirim
1239,Botuverá,INDÚSTRIA,Fundamental incompleto,339,Vale do Itajaí Mirim
1240,Botuverá,INDÚSTRIA,Medio completo,518,Vale do Itajaí Mirim
1241,Botuverá,INDÚSTRIA,Medio incompleto,127,Vale do Itajaí Mirim
1242,Botuverá,INDÚSTRIA,Superior Completo,73,Vale do Itajaí Mirim
1243,Botuverá,INDÚSTRIA,Superior Incompleto,43,Vale do Itajaí Mirim
1244,Botuverá,SERVIÇOS,Fundamental completo,27,Vale do Itajaí Mirim
1245,Botuverá,SERVIÇOS,Fundamental incompleto,70,Vale do Itajaí Mirim
1246,Botuverá,SERVIÇOS,Medio completo,76,Vale do Itajaí Mirim
1247,Botuverá,SERVIÇOS,Medio incompleto,14,Vale do Itajaí Mirim
1248,Botuverá,SERVIÇOS,Superior Completo,107,Vale do Itajaí Mirim
1249,Botuverá,SERVIÇOS,Superior Incompleto,16,Vale do Itajaí Mirim
1250,Botuverá,TRANSPORTE,Fundamental completo,22,Vale do Itajaí Mirim
1251,Botuverá,TRANSPORTE,Fundamental incompleto,22,Vale do Itajaí Mirim
1252,Botuverá,TRANSPORTE,Medio completo,12,Vale do Itajaí Mirim
1253,Botuverá,TRANSPORTE,Medio incompleto,4,Vale do Itajaí Mirim
1254,Botuverá,TRANSPORTE,Superior Completo,1,Vale do Itajaí Mirim
1255,Botuverá,TRANSPORTE,Superior Incompleto,1,Vale do Itajaí Mirim
1256,Braço do Norte,AGROPECUÁRIA,Analfabeto,3,Litoral Sul
1257,Braço do Norte,AGROPECUÁRIA,Fundamental completo,64,Litoral Sul
1258,Braço do Norte,AGROPECUÁRIA,Fundamental incompleto,50,Litoral Sul
1259,Braço do Norte,AGROPECUÁRIA,Medio completo,156,Litoral Sul
1260,Braço do Norte,AGROPECUÁRIA,Medio incompleto,35,Litoral Sul
1261,Braço do Norte,AGROPECUÁRIA,Superior Completo,5,Litoral Sul
1262,Braço do Norte,AGROPECUÁRIA,Superior Incompleto,1,Litoral Sul
1263,Braço do Norte,COMÉRCIO,Analfabeto,2,Litoral Sul
1264,Braço do Norte,COMÉRCIO,Fundamental completo,169,Litoral Sul
1265,Braço do Norte,COMÉRCIO,Fundamental incompleto,169,Litoral Sul
1266,Braço do Norte,COMÉRCIO,Medio completo,1780,Litoral Sul
1267,Braço do Norte,COMÉRCIO,Medio incompleto,218,Litoral Sul
1268,Braço do Norte,COMÉRCIO,Superior Completo,163,Litoral Sul
1269,Braço do Norte,COMÉRCIO,Superior Incompleto,84,Litoral Sul
1270,Braço do Norte,INDÚSTRIA,Analfabeto,20,Litoral Sul
1271,Braço do Norte,INDÚSTRIA,Fundamental completo,753,Litoral Sul
1272,Braço do Norte,INDÚSTRIA,Fundamental incompleto,1150,Litoral Sul
1273,Braço do Norte,INDÚSTRIA,Medio completo,3306,Litoral Sul
1274,Braço do Norte,INDÚSTRIA,Medio incompleto,608,Litoral Sul
1275,Braço do Norte,INDÚSTRIA,Superior Completo,389,Litoral Sul
1276,Braço do Norte,INDÚSTRIA,Superior Incompleto,162,Litoral Sul
1277,Braço do Norte,SERVIÇOS,Analfabeto,2,Litoral Sul
1278,Braço do Norte,SERVIÇOS,Fundamental completo,187,Litoral Sul
1279,Braço do Norte,SERVIÇOS,Fundamental incompleto,210,Litoral Sul
1280,Braço do Norte,SERVIÇOS,Medio completo,1248,Litoral Sul
1281,Braço do Norte,SERVIÇOS,Medio incompleto,111,Litoral Sul
1282,Braço do Norte,SERVIÇOS,Pós-graduação,2,Litoral Sul
1283,Braço do Norte,SERVIÇOS,Superior Completo,905,Litoral Sul
1284,Braço do Norte,SERVIÇOS,Superior Incompleto,259,Litoral Sul
1285,Braço do Norte,TRANSPORTE,Fundamental completo,45,Litoral Sul
1286,Braço do Norte,TRANSPORTE,Fundamental incompleto,60,Litoral Sul
1287,Braço do Norte,TRANSPORTE,Medio completo,179,Litoral Sul
1288,Braço do Norte,TRANSPORTE,Medio incompleto,27,Litoral Sul
1289,Braço do Norte,TRANSPORTE,Superior Completo,27,Litoral Sul
1290,Braço do Norte,TRANSPORTE,Superior Incompleto,4,Litoral Sul
1291,Braço do Trombudo,AGROPECUÁRIA,Fundamental completo,6,Alto Vale do Itajaí
1292,Braço do Trombudo,AGROPECUÁRIA,Fundamental incompleto,4,Alto Vale do Itajaí
1293,Braço do Trombudo,AGROPECUÁRIA,Medio completo,2,Alto Vale do Itajaí
1294,Braço do Trombudo,COMÉRCIO,Fundamental completo,6,Alto Vale do Itajaí
1295,Braço do Trombudo,COMÉRCIO,Fundamental incompleto,7,Alto Vale do Itajaí
1296,Braço do Trombudo,COMÉRCIO,Medio completo,43,Alto Vale do Itajaí
1297,Braço do Trombudo,COMÉRCIO,Medio incompleto,10,Alto Vale do Itajaí
1298,Braço do Trombudo,COMÉRCIO,Superior Completo,11,Alto Vale do Itajaí
1299,Braço do Trombudo,COMÉRCIO,Superior Incompleto,10,Alto Vale do Itajaí
1300,Braço do Trombudo,INDÚSTRIA,Analfabeto,2,Alto Vale do Itajaí
1301,Braço do Trombudo,INDÚSTRIA,Fundamental completo,115,Alto Vale do Itajaí
1302,Braço do Trombudo,INDÚSTRIA,Fundamental incompleto,86,Alto Vale do Itajaí
1303,Braço do Trombudo,INDÚSTRIA,Medio completo,367,Alto Vale do Itajaí
1304,Braço do Trombudo,INDÚSTRIA,Medio incompleto,54,Alto Vale do Itajaí
1305,Braço do Trombudo,INDÚSTRIA,Pós-graduação,1,Alto Vale do Itajaí
1306,Braço do Trombudo,INDÚSTRIA,Superior Completo,58,Alto Vale do Itajaí
1307,Braço do Trombudo,INDÚSTRIA,Superior Incompleto,7,Alto Vale do Itajaí
1308,Braço do Trombudo,SERVIÇOS,Analfabeto,1,Alto Vale do Itajaí
1309,Braço do Trombudo,SERVIÇOS,Fundamental completo,46,Alto Vale do Itajaí
1310,Braço do Trombudo,SERVIÇOS,Fundamental incompleto,33,Alto Vale do Itajaí
1311,Braço do Trombudo,SERVIÇOS,Medio completo,114,Alto Vale do Itajaí
1312,Braço do Trombudo,SERVIÇOS,Medio incompleto,15,Alto Vale do Itajaí
1313,Braço do Trombudo,SERVIÇOS,Superior Completo,108,Alto Vale do Itajaí
1314,Braço do Trombudo,SERVIÇOS,Superior Incompleto,4,Alto Vale do Itajaí
1315,Braço do Trombudo,TRANSPORTE,Fundamental completo,6,Alto Vale do Itajaí
1316,Braço do Trombudo,TRANSPORTE,Fundamental incompleto,12,Alto Vale do Itajaí
1317,Braço do Trombudo,TRANSPORTE,Medio completo,29,Alto Vale do Itajaí
1318,Braço do Trombudo,TRANSPORTE,Medio incompleto,19,Alto Vale do Itajaí
1319,Braço do Trombudo,TRANSPORTE,Superior Completo,2,Alto Vale do Itajaí
1320,Brunópolis,AGROPECUÁRIA,Fundamental completo,27,Centro-Oeste
1321,Brunópolis,AGROPECUÁRIA,Fundamental incompleto,45,Centro-Oeste
1322,Brunópolis,AGROPECUÁRIA,Medio completo,10,Centro-Oeste
1323,Brunópolis,AGROPECUÁRIA,Superior Completo,1,Centro-Oeste
1324,Brunópolis,AGROPECUÁRIA,Superior Incompleto,1,Centro-Oeste
1325,Brunópolis,COMÉRCIO,Fundamental completo,7,Centro-Oeste
1326,Brunópolis,COMÉRCIO,Fundamental incompleto,5,Centro-Oeste
1327,Brunópolis,COMÉRCIO,Medio completo,45,Centro-Oeste
1328,Brunópolis,COMÉRCIO,Medio incompleto,1,Centro-Oeste
1329,Brunópolis,COMÉRCIO,Superior Completo,2,Centro-Oeste
1330,Brunópolis,COMÉRCIO,Superior Incompleto,3,Centro-Oeste
1331,Brunópolis,INDÚSTRIA,Analfabeto,1,Centro-Oeste
1332,Brunópolis,INDÚSTRIA,Fundamental completo,7,Centro-Oeste
1333,Brunópolis,INDÚSTRIA,Fundamental incompleto,7,Centro-Oeste
1334,Brunópolis,INDÚSTRIA,Medio completo,16,Centro-Oeste
1335,Brunópolis,INDÚSTRIA,Medio incompleto,6,Centro-Oeste
1336,Brunópolis,INDÚSTRIA,Superior Completo,3,Centro-Oeste
1337,Brunópolis,INDÚSTRIA,Superior Incompleto,3,Centro-Oeste
1338,Brunópolis,SERVIÇOS,Analfabeto,1,Centro-Oeste
1339,Brunópolis,SERVIÇOS,Fundamental completo,31,Centro-Oeste
1340,Brunópolis,SERVIÇOS,Fundamental incompleto,36,Centro-Oeste
1341,Brunópolis,SERVIÇOS,Medio completo,54,Centro-Oeste
1342,Brunópolis,SERVIÇOS,Medio incompleto,3,Centro-Oeste
1343,Brunópolis,SERVIÇOS,Pós-graduação,2,Centro-Oeste
1344,Brunópolis,SERVIÇOS,Superior Completo,62,Centro-Oeste
1345,Brunópolis,SERVIÇOS,Superior Incompleto,5,Centro-Oeste
1346,Brunópolis,TRANSPORTE,Superior Completo,1,Centro-Oeste
1347,Brusque,AGROPECUÁRIA,Fundamental completo,4,Vale do Itajaí Mirim
1348,Brusque,AGROPECUÁRIA,Medio completo,3,Vale do Itajaí Mirim
1349,Brusque,AGROPECUÁRIA,Medio incompleto,1,Vale do Itajaí Mirim
1350,Brusque,COMÉRCIO,Analfabeto,18,Vale do Itajaí Mirim
1351,Brusque,COMÉRCIO,Fundamental completo,1205,Vale do Itajaí Mirim
1352,Brusque,COMÉRCIO,Fundamental incompleto,629,Vale do Itajaí Mirim
1353,Brusque,COMÉRCIO,Medio completo,5965,Vale do Itajaí Mirim
1354,Brusque,COMÉRCIO,Medio incompleto,1421,Vale do Itajaí Mirim
1355,Brusque,COMÉRCIO,Pós-graduação,5,Vale do Itajaí Mirim
1356,Brusque,COMÉRCIO,Superior Completo,665,Vale do Itajaí Mirim
1357,Brusque,COMÉRCIO,Superior Incompleto,428,Vale do Itajaí Mirim
1358,Brusque,INDÚSTRIA,Analfabeto,94,Vale do Itajaí Mirim
1359,Brusque,INDÚSTRIA,Fundamental completo,4595,Vale do Itajaí Mirim
1360,Brusque,INDÚSTRIA,Fundamental incompleto,3508,Vale do Itajaí Mirim
1361,Brusque,INDÚSTRIA,Medio completo,11681,Vale do Itajaí Mirim
1362,Brusque,INDÚSTRIA,Medio incompleto,3066,Vale do Itajaí Mirim
1363,Brusque,INDÚSTRIA,Pós-graduação,20,Vale do Itajaí Mirim
1364,Brusque,INDÚSTRIA,Superior Completo,2008,Vale do Itajaí Mirim
1365,Brusque,INDÚSTRIA,Superior Incompleto,907,Vale do Itajaí Mirim
1366,Brusque,SERVIÇOS,Analfabeto,54,Vale do Itajaí Mirim
1367,Brusque,SERVIÇOS,Fundamental completo,1123,Vale do Itajaí Mirim
1368,Brusque,SERVIÇOS,Fundamental incompleto,1137,Vale do Itajaí Mirim
1369,Brusque,SERVIÇOS,Medio completo,4611,Vale do Itajaí Mirim
1370,Brusque,SERVIÇOS,Medio incompleto,540,Vale do Itajaí Mirim
1371,Brusque,SERVIÇOS,Pós-graduação,322,Vale do Itajaí Mirim
1372,Brusque,SERVIÇOS,Superior Completo,3869,Vale do Itajaí Mirim
1373,Brusque,SERVIÇOS,Superior Incompleto,828,Vale do Itajaí Mirim
1374,Brusque,TRANSPORTE,Analfabeto,3,Vale do Itajaí Mirim
1375,Brusque,TRANSPORTE,Fundamental completo,582,Vale do Itajaí Mirim
1376,Brusque,TRANSPORTE,Fundamental incompleto,278,Vale do Itajaí Mirim
1377,Brusque,TRANSPORTE,Medio completo,741,Vale do Itajaí Mirim
1378,Brusque,TRANSPORTE,Medio incompleto,186,Vale do Itajaí Mirim
1379,Brusque,TRANSPORTE,Superior Completo,79,Vale do Itajaí Mirim
1380,Brusque,TRANSPORTE,Superior Incompleto,56,Vale do Itajaí Mirim
1381,Caibi,AGROPECUÁRIA,Fundamental completo,7,Oeste
1382,Caibi,AGROPECUÁRIA,Fundamental incompleto,21,Oeste
1383,Caibi,AGROPECUÁRIA,Medio completo,30,Oeste
1384,Caibi,AGROPECUÁRIA,Medio incompleto,1,Oeste
1385,Caibi,AGROPECUÁRIA,Superior Completo,3,Oeste
1386,Caibi,AGROPECUÁRIA,Superior Incompleto,2,Oeste
1387,Caibi,COMÉRCIO,Analfabeto,1,Oeste
1388,Caibi,COMÉRCIO,Fundamental completo,24,Oeste
1389,Caibi,COMÉRCIO,Fundamental incompleto,32,Oeste
1390,Caibi,COMÉRCIO,Medio completo,116,Oeste
1391,Caibi,COMÉRCIO,Medio incompleto,28,Oeste
1392,Caibi,COMÉRCIO,Superior Completo,41,Oeste
1393,Caibi,COMÉRCIO,Superior Incompleto,28,Oeste
1394,Caibi,INDÚSTRIA,Fundamental completo,64,Oeste
1395,Caibi,INDÚSTRIA,Fundamental incompleto,107,Oeste
1396,Caibi,INDÚSTRIA,Medio completo,161,Oeste
1397,Caibi,INDÚSTRIA,Medio incompleto,72,Oeste
1398,Caibi,INDÚSTRIA,Superior Completo,32,Oeste
1399,Caibi,INDÚSTRIA,Superior Incompleto,23,Oeste
1400,Caibi,SERVIÇOS,Fundamental completo,50,Oeste
1401,Caibi,SERVIÇOS,Fundamental incompleto,61,Oeste
1402,Caibi,SERVIÇOS,Medio completo,98,Oeste
1403,Caibi,SERVIÇOS,Medio incompleto,10,Oeste
1404,Caibi,SERVIÇOS,Superior Completo,150,Oeste
1405,Caibi,SERVIÇOS,Superior Incompleto,23,Oeste
1406,Caibi,TRANSPORTE,Fundamental completo,34,Oeste
1407,Caibi,TRANSPORTE,Fundamental incompleto,49,Oeste
1408,Caibi,TRANSPORTE,Medio completo,137,Oeste
1409,Caibi,TRANSPORTE,Medio incompleto,18,Oeste
1410,Caibi,TRANSPORTE,Superior Completo,13,Oeste
1411,Caibi,TRANSPORTE,Superior Incompleto,4,Oeste
1412,Calmon,AGROPECUÁRIA,Analfabeto,7,Centro-Norte
1413,Calmon,AGROPECUÁRIA,Fundamental completo,43,Centro-Norte
1414,Calmon,AGROPECUÁRIA,Fundamental incompleto,142,Centro-Norte
1415,Calmon,AGROPECUÁRIA,Medio completo,67,Centro-Norte
1416,Calmon,AGROPECUÁRIA,Medio incompleto,23,Centro-Norte
1417,Calmon,AGROPECUÁRIA,Superior Completo,11,Centro-Norte
1418,Calmon,AGROPECUÁRIA,Superior Incompleto,5,Centro-Norte
1419,Calmon,COMÉRCIO,Analfabeto,1,Centro-Norte
1420,Calmon,COMÉRCIO,Fundamental completo,2,Centro-Norte
1421,Calmon,COMÉRCIO,Fundamental incompleto,11,Centro-Norte
1422,Calmon,COMÉRCIO,Medio completo,15,Centro-Norte
1423,Calmon,COMÉRCIO,Medio incompleto,3,Centro-Norte
1424,Calmon,INDÚSTRIA,Fundamental completo,1,Centro-Norte
1425,Calmon,INDÚSTRIA,Medio completo,9,Centro-Norte
1426,Calmon,INDÚSTRIA,Superior Incompleto,1,Centro-Norte
1427,Calmon,SERVIÇOS,Fundamental completo,72,Centro-Norte
1428,Calmon,SERVIÇOS,Fundamental incompleto,74,Centro-Norte
1429,Calmon,SERVIÇOS,Medio completo,96,Centro-Norte
1430,Calmon,SERVIÇOS,Medio incompleto,13,Centro-Norte
1431,Calmon,SERVIÇOS,Superior Completo,111,Centro-Norte
1432,Calmon,SERVIÇOS,Superior Incompleto,9,Centro-Norte
1433,Calmon,TRANSPORTE,Fundamental incompleto,4,Centro-Norte
1434,Calmon,TRANSPORTE,Medio completo,4,Centro-Norte
1435,Calmon,TRANSPORTE,Medio incompleto,2,Centro-Norte
1436,Calmon,TRANSPORTE,Superior Completo,1,Centro-Norte
1437,Calmon,TRANSPORTE,Superior Incompleto,1,Centro-Norte
1438,Camboriú,AGROPECUÁRIA,Fundamental completo,17,Foz do Rio Itajaí
1439,Camboriú,AGROPECUÁRIA,Fundamental incompleto,21,Foz do Rio Itajaí
1440,Camboriú,AGROPECUÁRIA,Medio completo,28,Foz do Rio Itajaí
1441,Camboriú,AGROPECUÁRIA,Medio incompleto,6,Foz do Rio Itajaí
1442,Camboriú,AGROPECUÁRIA,Superior Completo,10,Foz do Rio Itajaí
1443,Camboriú,AGROPECUÁRIA,Superior Incompleto,2,Foz do Rio Itajaí
1444,Camboriú,COMÉRCIO,Analfabeto,5,Foz do Rio Itajaí
1445,Camboriú,COMÉRCIO,Fundamental completo,293,Foz do Rio Itajaí
1446,Camboriú,COMÉRCIO,Fundamental incompleto,247,Foz do Rio Itajaí
1447,Camboriú,COMÉRCIO,Medio completo,2091,Foz do Rio Itajaí
1448,Camboriú,COMÉRCIO,Medio incompleto,439,Foz do Rio Itajaí
1449,Camboriú,COMÉRCIO,Pós-graduação,1,Foz do Rio Itajaí
1450,Camboriú,COMÉRCIO,Superior Completo,243,Foz do Rio Itajaí
1451,Camboriú,COMÉRCIO,Superior Incompleto,226,Foz do Rio Itajaí
1452,Camboriú,INDÚSTRIA,Analfabeto,10,Foz do Rio Itajaí
1453,Camboriú,INDÚSTRIA,Fundamental completo,454,Foz do Rio Itajaí
1454,Camboriú,INDÚSTRIA,Fundamental incompleto,426,Foz do Rio Itajaí
1455,Camboriú,INDÚSTRIA,Medio completo,1804,Foz do Rio Itajaí
1456,Camboriú,INDÚSTRIA,Medio incompleto,305,Foz do Rio Itajaí
1457,Camboriú,INDÚSTRIA,Superior Completo,170,Foz do Rio Itajaí
1458,Camboriú,INDÚSTRIA,Superior Incompleto,98,Foz do Rio Itajaí
1459,Camboriú,SERVIÇOS,Analfabeto,5,Foz do Rio Itajaí
1460,Camboriú,SERVIÇOS,Fundamental completo,342,Foz do Rio Itajaí
1461,Camboriú,SERVIÇOS,Fundamental incompleto,460,Foz do Rio Itajaí
1462,Camboriú,SERVIÇOS,Medio completo,1932,Foz do Rio Itajaí
1463,Camboriú,SERVIÇOS,Medio incompleto,143,Foz do Rio Itajaí
1464,Camboriú,SERVIÇOS,Pós-graduação,17,Foz do Rio Itajaí
1465,Camboriú,SERVIÇOS,Superior Completo,1127,Foz do Rio Itajaí
1466,Camboriú,SERVIÇOS,Superior Incompleto,200,Foz do Rio Itajaí
1467,Camboriú,TRANSPORTE,Analfabeto,1,Foz do Rio Itajaí
1468,Camboriú,TRANSPORTE,Fundamental completo,48,Foz do Rio Itajaí
1469,Camboriú,TRANSPORTE,Fundamental incompleto,26,Foz do Rio Itajaí
1470,Camboriú,TRANSPORTE,Medio completo,171,Foz do Rio Itajaí
1471,Camboriú,TRANSPORTE,Medio incompleto,29,Foz do Rio Itajaí
1472,Camboriú,TRANSPORTE,Superior Completo,15,Foz do Rio Itajaí
1473,Camboriú,TRANSPORTE,Superior Incompleto,11,Foz do Rio Itajaí
1474,Campo Alegre,AGROPECUÁRIA,Analfabeto,1,Planalto Norte
1475,Campo Alegre,AGROPECUÁRIA,Fundamental completo,11,Planalto Norte
1476,Campo Alegre,AGROPECUÁRIA,Fundamental incompleto,27,Planalto Norte
1477,Campo Alegre,AGROPECUÁRIA,Medio completo,31,Planalto Norte
1478,Campo Alegre,AGROPECUÁRIA,Medio incompleto,8,Planalto Norte
1479,Campo Alegre,AGROPECUÁRIA,Superior Completo,4,Planalto Norte
1480,Campo Alegre,COMÉRCIO,Analfabeto,2,Planalto Norte
1481,Campo Alegre,COMÉRCIO,Fundamental completo,35,Planalto Norte
1482,Campo Alegre,COMÉRCIO,Fundamental incompleto,59,Planalto Norte
1483,Campo Alegre,COMÉRCIO,Medio completo,221,Planalto Norte
1484,Campo Alegre,COMÉRCIO,Medio incompleto,38,Planalto Norte
1485,Campo Alegre,COMÉRCIO,Superior Completo,21,Planalto Norte
1486,Campo Alegre,COMÉRCIO,Superior Incompleto,8,Planalto Norte
1487,Campo Alegre,INDÚSTRIA,Analfabeto,9,Planalto Norte
1488,Campo Alegre,INDÚSTRIA,Fundamental completo,399,Planalto Norte
1489,Campo Alegre,INDÚSTRIA,Fundamental incompleto,300,Planalto Norte
1490,Campo Alegre,INDÚSTRIA,Medio completo,2227,Planalto Norte
1491,Campo Alegre,INDÚSTRIA,Medio incompleto,470,Planalto Norte
1492,Campo Alegre,INDÚSTRIA,Pós-graduação,1,Planalto Norte
1493,Campo Alegre,INDÚSTRIA,Superior Completo,236,Planalto Norte
1494,Campo Alegre,INDÚSTRIA,Superior Incompleto,107,Planalto Norte
1495,Campo Alegre,SERVIÇOS,Fundamental completo,74,Planalto Norte
1496,Campo Alegre,SERVIÇOS,Fundamental incompleto,31,Planalto Norte
1497,Campo Alegre,SERVIÇOS,Medio completo,272,Planalto Norte
1498,Campo Alegre,SERVIÇOS,Medio incompleto,18,Planalto Norte
1499,Campo Alegre,SERVIÇOS,Superior Completo,261,Planalto Norte
1500,Campo Alegre,SERVIÇOS,Superior Incompleto,22,Planalto Norte
1501,Campo Alegre,TRANSPORTE,Analfabeto,1,Planalto Norte
1502,Campo Alegre,TRANSPORTE,Fundamental completo,16,Planalto Norte
1503,Campo Alegre,TRANSPORTE,Fundamental incompleto,13,Planalto Norte
1504,Campo Alegre,TRANSPORTE,Medio completo,123,Planalto Norte
1505,Campo Alegre,TRANSPORTE,Medio incompleto,11,Planalto Norte
1506,Campo Alegre,TRANSPORTE,Superior Completo,8,Planalto Norte
1507,Campo Alegre,TRANSPORTE,Superior Incompleto,1,Planalto Norte
1508,Campo Belo do Sul,AGROPECUÁRIA,Fundamental completo,66,Serra Catarinense
1509,Campo Belo do Sul,AGROPECUÁRIA,Fundamental incompleto,138,Serra Catarinense
1510,Campo Belo do Sul,AGROPECUÁRIA,Medio completo,172,Serra Catarinense
1511,Campo Belo do Sul,AGROPECUÁRIA,Medio incompleto,29,Serra Catarinense
1512,Campo Belo do Sul,AGROPECUÁRIA,Pós-graduação,2,Serra Catarinense
1513,Campo Belo do Sul,AGROPECUÁRIA,Superior Completo,19,Serra Catarinense
1514,Campo Belo do Sul,AGROPECUÁRIA,Superior Incompleto,5,Serra Catarinense
1515,Campo Belo do Sul,COMÉRCIO,Fundamental completo,7,Serra Catarinense
1516,Campo Belo do Sul,COMÉRCIO,Fundamental incompleto,16,Serra Catarinense
1517,Campo Belo do Sul,COMÉRCIO,Medio completo,77,Serra Catarinense
1518,Campo Belo do Sul,COMÉRCIO,Medio incompleto,13,Serra Catarinense
1519,Campo Belo do Sul,COMÉRCIO,Superior Completo,3,Serra Catarinense
1520,Campo Belo do Sul,COMÉRCIO,Superior Incompleto,7,Serra Catarinense
1521,Campo Belo do Sul,INDÚSTRIA,Analfabeto,5,Serra Catarinense
1522,Campo Belo do Sul,INDÚSTRIA,Fundamental completo,18,Serra Catarinense
1523,Campo Belo do Sul,INDÚSTRIA,Fundamental incompleto,57,Serra Catarinense
1524,Campo Belo do Sul,INDÚSTRIA,Medio completo,48,Serra Catarinense
1525,Campo Belo do Sul,INDÚSTRIA,Medio incompleto,10,Serra Catarinense
1526,Campo Belo do Sul,INDÚSTRIA,Superior Completo,7,Serra Catarinense
1527,Campo Belo do Sul,INDÚSTRIA,Superior Incompleto,2,Serra Catarinense
1528,Campo Belo do Sul,SERVIÇOS,Analfabeto,1,Serra Catarinense
1529,Campo Belo do Sul,SERVIÇOS,Fundamental completo,43,Serra Catarinense
1530,Campo Belo do Sul,SERVIÇOS,Fundamental incompleto,37,Serra Catarinense
1531,Campo Belo do Sul,SERVIÇOS,Medio completo,198,Serra Catarinense
1532,Campo Belo do Sul,SERVIÇOS,Medio incompleto,9,Serra Catarinense
1533,Campo Belo do Sul,SERVIÇOS,Superior Completo,169,Serra Catarinense
1534,Campo Belo do Sul,SERVIÇOS,Superior Incompleto,34,Serra Catarinense
1535,Campo Belo do Sul,TRANSPORTE,Analfabeto,3,Serra Catarinense
1536,Campo Belo do Sul,TRANSPORTE,Fundamental completo,6,Serra Catarinense
1537,Campo Belo do Sul,TRANSPORTE,Fundamental incompleto,13,Serra Catarinense
1538,Campo Belo do Sul,TRANSPORTE,Medio completo,21,Serra Catarinense
1539,Campo Belo do Sul,TRANSPORTE,Medio incompleto,3,Serra Catarinense
1540,Campo Belo do Sul,TRANSPORTE,Superior Completo,2,Serra Catarinense
1541,Campo Belo do Sul,TRANSPORTE,Superior Incompleto,1,Serra Catarinense
1542,Campo Erê,AGROPECUÁRIA,Analfabeto,4,Oeste
1543,Campo Erê,AGROPECUÁRIA,Fundamental completo,45,Oeste
1544,Campo Erê,AGROPECUÁRIA,Fundamental incompleto,52,Oeste
1545,Campo Erê,AGROPECUÁRIA,Medio completo,73,Oeste
1546,Campo Erê,AGROPECUÁRIA,Medio incompleto,15,Oeste
1547,Campo Erê,AGROPECUÁRIA,Superior Completo,5,Oeste
1548,Campo Erê,AGROPECUÁRIA,Superior Incompleto,2,Oeste
1549,Campo Erê,COMÉRCIO,Fundamental completo,35,Oeste
1550,Campo Erê,COMÉRCIO,Fundamental incompleto,41,Oeste
1551,Campo Erê,COMÉRCIO,Medio completo,178,Oeste
1552,Campo Erê,COMÉRCIO,Medio incompleto,39,Oeste
1553,Campo Erê,COMÉRCIO,Pós-graduação,1,Oeste
1554,Campo Erê,COMÉRCIO,Superior Completo,43,Oeste
1555,Campo Erê,COMÉRCIO,Superior Incompleto,22,Oeste
1556,Campo Erê,INDÚSTRIA,Analfabeto,4,Oeste
1557,Campo Erê,INDÚSTRIA,Fundamental completo,49,Oeste
1558,Campo Erê,INDÚSTRIA,Fundamental incompleto,136,Oeste
1559,Campo Erê,INDÚSTRIA,Medio completo,308,Oeste
1560,Campo Erê,INDÚSTRIA,Medio incompleto,206,Oeste
1561,Campo Erê,INDÚSTRIA,Superior Completo,26,Oeste
1562,Campo Erê,INDÚSTRIA,Superior Incompleto,10,Oeste
1563,Campo Erê,SERVIÇOS,Fundamental completo,31,Oeste
1564,Campo Erê,SERVIÇOS,Fundamental incompleto,27,Oeste
1565,Campo Erê,SERVIÇOS,Medio completo,201,Oeste
1566,Campo Erê,SERVIÇOS,Medio incompleto,15,Oeste
1567,Campo Erê,SERVIÇOS,Superior Completo,239,Oeste
1568,Campo Erê,SERVIÇOS,Superior Incompleto,25,Oeste
1569,Campo Erê,TRANSPORTE,Fundamental completo,10,Oeste
1570,Campo Erê,TRANSPORTE,Fundamental incompleto,10,Oeste
1571,Campo Erê,TRANSPORTE,Medio completo,36,Oeste
1572,Campo Erê,TRANSPORTE,Medio incompleto,8,Oeste
1573,Campo Erê,TRANSPORTE,Superior Completo,2,Oeste
1574,Campos Novos,AGROPECUÁRIA,Analfabeto,10,Centro-Oeste
1575,Campos Novos,AGROPECUÁRIA,Fundamental completo,160,Centro-Oeste
1576,Campos Novos,AGROPECUÁRIA,Fundamental incompleto,342,Centro-Oeste
1577,Campos Novos,AGROPECUÁRIA,Medio completo,287,Centro-Oeste
1578,Campos Novos,AGROPECUÁRIA,Medio incompleto,69,Centro-Oeste
